Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
Helen Ross McNabb Center,Elevate Recovery School Peer Group,$49571.00,393,37,11,33,45,351,2,242,288,72,251,4,4,1,7,2,58,228,334,0,72,8,8,46,36,70,50,59,39,36,33,95,64,92,5,18,34,45,37,21,94,4,966,222,111,54,459,342,218,473,135,76,62,0,1,1,427,439,100,342,581,304,0,701,197,6,16,36,8,2
InterFaith Health Center,Expanded Mental Health Services for the Latinx Community & Other Underserved Groups,$72014.00,261,24,18,204,212,97,5,62,129,145,243,1,6,1,3,13,13,165,223,0,92,97,20,68,32,91,36,22,51,8,65,93,44,15,20,33,59,7,13,93,53,28,1040,500,337,181,510,12,215,481,47,205,88,3,0,1,863,173,4,269,611,249,0,866,172,1,0,0,0,1
"Karate Five Association, Inc.","Fighting to Save Lives thru the Mental, Physical and Emotional Training Disciplines of Martial Arts",$86326.00,309,19,18,239,227,267,9,190,281,98,142,9,1,4,3,18,1,141,65,0,58,57,94,62,41,75,77,6,30,38,17,32,19,61,4,67,25,90,44,35,55,2,989,963,177,412,447,0,380,448,99,36,0,5,19,2,298,574,117,122,484,345,38,192,102,408,0,85,75,127
"Karate Five Association, Inc.","Fighting to Save Lives through the Mental, Physical and Emotional Training Disciplines",$39512.00,299,28,9,214,32,81,7,34,214,287,190,8,4,7,7,9,73,56,155,0,39,55,70,11,24,93,56,6,77,79,75,78,61,82,91,19,3,90,15,11,32,93,1160,999,341,341,142,336,656,262,1,134,23,59,20,5,758,197,205,387,134,345,294,836,37,243,16,8,9,11
Knox County Schools PTA Clothing Center,KNOX COUNTY SCHOOLS CLOTHING CENTER PTA,$50119.00,97,22,6,62,13,5,3,81,63,29,54,9,7,3,2,4,22,63,43,0,54,85,72,28,74,88,17,56,99,13,84,10,5,55,20,58,6,8,23,98,46,28,1027,721,362,372,142,151,771,8,15,18,1,128,25,61,562,137,328,390,297,589,0,70,708,19,122,76,2,30
Knoxville - Knox County CAC,Homeward Bound Rental Assistance Program,$2269.00,217,37,5,78,25,195,3,34,58,69,63,7,4,0,4,10,81,177,138,0,36,39,12,65,97,67,44,34,5,47,69,11,93,2,91,41,81,80,9,7,66,77,1073,154,47,467,289,270,1025,1,27,3,14,0,0,3,750,136,187,453,12,838,0,659,233,58,68,52,2,1
Knoxville - Knox County Community Action Committee for Affordable Neighborhoods - CAAN,Nutritional Supplements for At-Risk Older Adults,$30976.00,121,15,19,74,99,61,4,4,51,43,89,0,9,6,1,16,49,68,91,0,82,43,38,27,15,94,63,88,37,65,87,59,36,68,69,65,65,72,59,79,54,92,1357,718,473,152,271,461,221,243,492,83,71,228,15,4,195,132,1030,388,342,313,314,273,614,80,42,38,237,73
Knoxville Internationals Network-KIN,ELL Summer Camp,$18076.00,134,40,12,76,116,14,2,69,110,119,1,9,3,8,1,2,47,22,56,0,18,93,72,31,81,19,41,87,57,11,55,23,2,4,22,66,14,45,71,24,25,30,891,335,386,268,184,53,45,251,70,129,6,106,112,172,134,113,644,415,33,5,438,261,230,112,224,4,46,14
Knoxville Leadership Foundation,Compassion Coalition - Gap Needs,$70082.00,140,13,0,50,113,99,3,31,94,122,101,8,0,7,0,8,31,45,5,0,20,31,49,87,36,70,24,69,38,35,11,30,14,77,85,82,49,15,48,51,81,31,1033,810,83,237,163,550,318,23,230,191,91,159,11,10,451,364,218,484,464,489,0,799,180,38,1,7,7,1
Legal Aid of East Tennessee,Mental Health Law Partnership,$69422.00,234,40,3,37,173,193,3,57,179,22,213,6,6,1,1,14,10,151,68,0,66,18,83,83,32,7,43,7,28,87,12,0,73,50,93,93,93,66,80,80,41,58,1193,588,377,279,486,51,762,69,253,19,51,1,5,33,432,261,500,344,786,311,0,729,399,7,2,11,41,4
Legal Aid of East Tennessee,Housing Stability for Low-Income Knoxvillians,$51254.00,267,32,7,159,65,238,1,104,236,266,21,7,8,3,5,10,53,212,31,0,86,10,99,0,74,89,78,55,6,60,58,12,46,15,73,6,39,30,40,2,1,77,956,613,347,38,420,151,242,241,124,333,4,11,0,1,198,475,283,301,229,288,138,328,488,68,69,0,1,2
Little Oaks Academy,Little Oaks Academy Tuition Scholarship,$29069.00,62,25,21,52,7,17,5,1,36,28,2,3,1,9,1,11,4,52,11,0,81,50,24,44,99,30,54,48,4,8,60,10,51,45,42,44,25,46,43,2,34,34,878,37,248,37,77,516,534,132,208,2,1,0,0,1,706,140,32,243,552,230,0,213,27,613,24,0,0,1
Mental Health Association of East Tennessee,Treatment Access Bank,$62538.00,21,46,7,11,0,11,9,3,8,6,1,6,0,0,6,9,0,13,19,0,74,90,14,82,67,48,50,14,46,13,47,12,38,6,52,18,80,5,51,9,81,60,957,715,350,12,135,460,245,509,167,23,0,6,4,3,704,22,231,168,323,372,94,356,560,1,18,6,15,1
Mental Health Association of East Tennessee,Mental Health Association of East Tennessee: Treatment Access Bank,$87361.00,231,19,16,31,133,78,6,122,144,38,213,5,4,4,7,12,22,20,102,0,25,18,55,66,5,34,99,88,40,40,90,89,23,11,33,18,83,93,85,80,96,25,1196,208,413,326,426,31,255,573,226,63,34,18,11,16,51,584,561,331,387,561,0,168,985,42,0,0,0,1
Metro Drug Coalition,Metro Drug Coalition Recovery Housing Fund,$24844.00,475,12,24,389,245,298,0,154,435,457,237,5,0,4,2,11,131,89,465,0,88,22,94,25,1,57,83,87,22,77,93,96,24,53,22,48,34,59,54,71,77,36,1223,1138,310,389,392,132,279,638,115,40,10,119,4,18,314,55,854,469,237,371,146,1041,54,80,27,3,6,12
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy for Justice Involved and Homeless Youth,$63865.00,102,34,6,84,19,59,5,79,12,35,72,3,5,9,9,15,46,32,89,0,18,27,0,83,75,89,44,16,4,99,47,41,29,25,79,2,74,6,43,11,65,11,888,513,103,389,283,113,779,101,4,2,0,0,0,2,564,213,111,15,440,333,100,382,59,369,3,8,27,40
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy Community Behavioral Initiative,$63304.00,276,47,22,258,99,33,2,93,222,100,120,5,3,3,3,12,39,136,140,0,35,42,99,4,77,20,43,90,77,31,55,97,23,3,92,64,13,62,51,49,85,23,1135,908,562,163,338,72,756,195,50,83,46,0,1,4,227,493,415,264,557,371,0,977,111,6,20,10,8,3
"My Daughters Journey, Inc.",My Daughters Journey Family Advocacy Program,$84759.00,386,42,16,383,111,60,4,175,198,38,18,9,9,7,3,11,100,58,118,0,14,54,97,21,43,75,49,49,68,54,44,8,22,28,30,26,9,9,39,76,27,96,938,607,66,32,335,505,557,264,79,23,5,6,3,1,790,120,28,350,190,104,294,277,395,34,85,133,6,8
"New Direction Health Care Solutions, Inc.",New Direction - Dealing With Loneliness and the Mental Health Implications,$62026.00,164,30,24,101,78,153,3,62,17,111,144,0,5,4,8,7,56,123,41,0,34,0,10,48,77,78,79,31,47,99,62,72,63,25,34,67,56,89,91,99,15,63,1239,1074,99,546,343,251,106,844,67,105,106,10,0,1,879,355,5,510,482,278,0,326,704,25,61,81,2,40
"New Direction Health Care Solutions, Inc.",New Direction - Back to Basic Needs at Vaccine Clinics (The Period),$18349.00,84,18,3,40,28,78,2,39,17,42,56,9,8,9,1,19,0,46,73,0,28,61,25,78,33,46,88,79,11,42,48,56,66,19,60,5,60,48,58,67,98,75,1151,584,243,527,71,310,924,136,70,2,7,1,10,1,444,388,319,268,448,304,131,393,685,19,11,4,21,18
Next Step Initiative,Community Outreach Program,$1270.00,145,22,10,48,2,57,3,109,25,60,93,9,8,2,6,2,33,89,141,0,75,96,64,18,94,33,64,65,11,1,38,30,22,19,10,75,45,53,69,23,36,41,982,130,163,214,473,132,697,98,2,50,41,18,70,6,321,218,443,73,716,213,0,191,140,594,20,11,7,19
Next Step Initiative,Trenches 2 Treatment / Community Outreach Program,$6519.00,233,14,23,162,81,107,5,77,167,116,85,7,7,4,8,8,76,118,123,0,20,54,17,1,74,93,37,74,55,47,35,25,13,0,87,33,79,65,22,35,21,27,914,430,233,409,8,264,51,369,56,28,111,144,16,139,606,5,303,80,531,328,0,476,298,60,46,21,5,8
"Nourish Knoxville, Inc",Nourish Community: Locally Grown Produce for At-Risk Community Members,$10945.00,179,42,15,81,92,121,0,144,166,111,82,3,3,3,8,13,0,29,74,0,23,74,95,25,12,19,4,82,65,46,10,25,2,9,69,48,9,75,71,51,22,44,880,644,421,219,248,0,797,32,42,6,1,0,0,2,14,179,687,248,569,123,0,829,10,11,11,9,0,10
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$35141.00,182,26,22,147,108,44,6,180,53,35,88,3,7,7,6,18,2,29,26,0,84,12,26,97,71,74,66,18,13,98,33,56,96,60,99,94,24,27,76,76,83,90,1373,1224,113,86,642,532,630,159,515,35,7,6,11,10,541,211,621,89,452,624,208,481,70,437,261,69,20,35
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$97844.00,82,7,11,2,48,65,5,65,9,7,76,8,3,4,7,16,18,32,41,0,70,46,64,24,8,9,76,4,99,40,81,58,91,46,79,91,73,20,46,61,25,14,1125,719,250,269,153,453,1006,70,48,0,0,0,0,1,739,73,313,473,249,498,0,53,350,45,273,105,278,21
Shora Foundation,Academic Center,$66953.00,216,4,11,100,125,38,6,197,152,140,198,8,5,2,2,12,78,97,140,0,98,31,29,38,12,31,70,99,56,87,57,57,38,59,96,91,32,67,29,90,95,5,1267,365,297,536,243,191,1129,4,69,48,1,13,1,2,587,232,448,102,24,590,551,589,672,0,1,1,1,3
Shora Foundation,Shora Foundation - Mental Health Division,$8185.00,72,7,12,66,21,36,1,53,61,43,11,2,1,7,8,13,9,67,19,0,73,63,33,29,34,42,72,22,32,91,45,74,10,54,55,91,88,77,50,42,37,37,1151,366,283,150,521,197,396,237,125,27,2,257,45,62,532,476,143,36,196,585,334,1117,7,19,6,0,0,2
Shora Foundation,Shora Foundation Academic Center,$84257.00,136,42,8,134,45,90,8,126,47,122,64,4,0,1,3,18,2,124,26,0,83,90,80,8,13,38,86,46,77,68,2,55,4,36,23,65,2,77,44,83,65,21,1066,870,169,339,508,50,383,284,45,289,59,3,0,3,733,266,67,24,802,155,85,50,552,460,1,1,1,1
"Soar Youth Ministries, dba Thrive Lonsdale",Thrive Afterschool and Summer Program Providing Nutritious Meals and Academic Support,$41791.00,337,34,16,38,124,329,2,300,216,319,217,4,6,2,6,3,79,242,310,0,58,16,40,32,27,80,57,28,68,2,54,33,50,16,98,45,15,61,10,13,40,95,938,242,109,109,321,399,549,358,24,0,0,2,2,3,627,99,212,419,387,13,119,194,711,12,7,12,1,1
Solidarity Development and Light Association,Refugee family stabilization,$55284.00,435,37,8,194,21,329,1,290,231,112,161,5,2,8,1,0,140,424,430,0,53,86,23,47,98,71,57,4,16,1,68,41,51,14,32,37,76,84,64,83,98,54,1158,49,353,401,374,30,227,244,178,437,57,8,2,5,1053,86,19,379,439,495,0,420,543,89,21,10,12,63
Spark,Spark A Journey,$25689.00,499,13,23,401,422,260,7,441,355,84,122,9,4,4,2,7,61,290,478,0,35,21,46,28,48,3,20,50,4,81,88,58,34,89,29,42,80,58,74,49,51,93,1081,480,425,280,484,0,750,270,26,27,2,4,0,2,638,318,125,109,318,644,10,858,38,154,9,3,12,7
Susannah's House,Mothers in Recovery,$82852.00,211,47,3,157,15,169,6,196,140,22,114,8,0,4,2,6,47,181,7,0,82,78,30,50,83,95,53,10,27,98,52,47,68,55,80,10,67,27,18,79,43,9,1161,468,61,420,182,498,796,249,70,18,2,7,9,10,282,698,181,241,344,27,549,996,136,23,5,0,0,1
The Children's Center of Knoxville,Tuition Assistance for low-income/at risk families,$41556.00,136,45,5,53,50,4,6,114,101,108,18,8,1,8,0,18,1,58,58,0,45,94,36,49,95,16,62,26,44,32,62,33,42,41,27,87,10,81,50,72,8,31,1043,548,8,46,494,495,610,332,48,37,4,8,2,2,237,274,532,68,953,0,22,810,167,45,8,8,0,5
The Mend House Sober Living Community for Men,Healthy Living Through Sobriety,$37085.00,372,35,7,75,48,281,3,111,3,265,46,7,6,3,3,12,139,76,73,0,5,37,18,28,83,85,5,39,42,2,14,62,37,40,84,23,73,50,58,70,86,29,970,240,396,164,424,0,200,115,224,405,12,6,0,8,888,45,37,257,686,2,25,216,349,300,65,27,0,13
The Mend House Sober Living Community for Men,MEND(Mental & Emotional Needs Development),$33226.00,237,42,11,233,28,18,3,152,42,32,134,1,9,2,0,18,95,164,138,0,2,74,34,58,17,66,24,68,61,52,50,44,29,47,20,14,22,35,88,27,0,62,894,750,210,42,406,236,339,301,69,47,23,74,8,33,490,86,318,45,656,206,0,70,638,22,16,25,77,46
"The Salvation Army, A Georgia Corporation",Emergency Assistance Program,$37531.00,193,25,23,131,37,64,1,56,168,72,9,2,7,7,8,13,25,159,111,0,31,26,99,21,28,61,52,38,3,19,49,5,80,12,23,16,26,86,76,65,29,60,905,775,101,393,357,54,15,484,313,82,2,2,0,7,290,66,549,84,575,76,170,489,384,6,5,10,5,6
Two Bikes,The Bike School,$53966.00,343,9,6,129,171,310,7,129,199,290,188,6,6,5,0,15,153,12,19,0,32,24,49,47,72,37,26,91,46,64,27,10,82,42,11,6,5,93,19,2,95,44,924,247,385,316,28,195,638,203,2,13,26,11,28,3,452,174,298,84,25,874,0,710,70,12,113,8,5,6
Wesley House Community Center,Wesley House Community Center’s expanding childcare and addressing food insecurity,$32075.00,278,37,13,209,105,143,4,241,222,89,108,9,7,3,8,2,126,127,8,0,46,8,13,63,20,90,48,71,96,40,91,60,11,47,85,67,55,11,33,7,91,42,1095,476,351,352,31,361,240,230,607,9,5,2,1,1,566,275,254,245,528,153,169,401,133,93,324,33,30,81
YWCA Knoxville and the Tennessee Valley,Phyllis Wheatley Center Emergency Needs Fund,$45078.00,415,0,9,285,184,147,9,121,72,340,146,3,3,2,7,14,167,49,54,0,58,29,64,99,99,9,5,65,73,1,97,13,47,56,52,16,15,19,22,25,24,93,981,388,405,384,287,0,316,194,162,20,62,157,9,61,305,432,244,462,357,111,51,469,483,24,1,0,2,2
YWCA Knoxville and the Tennessee Valley,Onsite Mental Health Expansion,$13076.00,327,2,22,121,323,218,5,77,316,316,277,0,3,6,4,8,13,237,173,0,57,54,59,61,25,21,64,75,89,78,58,65,41,76,11,85,71,89,88,59,21,24,1271,886,146,267,150,708,690,366,166,1,21,8,14,5,211,329,731,583,427,416,0,546,518,202,2,2,0,1
