Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
Helen Ross McNabb Center,Elevate Recovery School Peer Group,$81455.00,286,29,15,191,127,57,2,188,244,42,46,2,0,8,5,1,114,198,11,0,32,57,41,67,64,94,67,12,2,83,65,72,90,89,19,51,46,98,72,1,15,94,1231,1169,486,10,541,194,933,230,22,14,7,0,5,20,763,353,115,405,667,276,0,1176,52,1,1,0,0,1
InterFaith Health Center,Expanded Mental Health Services for the Latinx Community & Other Underserved Groups,$93420.00,16,17,19,9,5,8,0,9,11,5,9,3,4,3,7,14,3,9,15,0,81,97,47,1,3,83,9,47,85,86,49,52,78,94,30,15,81,48,20,76,99,78,1259,384,503,627,24,105,946,97,42,139,6,19,0,10,1046,106,107,252,759,20,228,22,1146,22,67,0,0,2
"Karate Five Association, Inc.","Fighting to Save Lives thru the Mental, Physical and Emotional Training Disciplines of Martial Arts",$43975.00,131,13,2,116,95,42,3,103,78,28,88,8,0,1,8,16,33,127,77,0,26,1,23,10,72,59,1,76,53,98,41,25,59,1,18,42,99,46,26,55,54,19,904,414,111,172,431,190,611,264,0,10,6,12,0,1,85,434,385,290,69,162,383,593,157,115,37,1,0,1
"Karate Five Association, Inc.","Fighting to Save Lives through the Mental, Physical and Emotional Training Disciplines",$8911.00,481,13,10,442,479,407,0,4,97,234,419,7,6,8,0,4,207,62,423,0,57,6,24,58,20,64,48,49,38,66,59,53,21,28,91,26,74,62,48,51,79,27,1049,612,109,171,136,633,64,663,137,125,6,37,6,11,49,679,321,405,568,266,0,726,299,0,5,1,14,4
Knox County Schools PTA Clothing Center,KNOX COUNTY SCHOOLS CLOTHING CENTER PTA,$17753.00,472,43,7,389,200,203,0,156,289,388,132,8,0,4,3,10,175,339,72,0,82,17,40,98,0,10,68,32,82,33,68,95,17,21,24,89,58,95,30,87,8,27,1081,129,369,183,251,278,30,516,28,239,36,18,183,31,923,61,97,207,382,129,363,12,672,230,20,102,24,21
Knoxville - Knox County CAC,Homeward Bound Rental Assistance Program,$60238.00,7,32,18,5,2,1,7,6,3,4,3,8,1,5,5,16,3,4,1,0,97,44,15,39,77,75,12,63,22,29,18,90,11,95,77,96,41,58,93,78,61,55,1246,1008,530,230,453,33,301,658,217,8,50,6,3,3,153,463,630,393,807,70,0,552,226,340,13,56,37,22
Knoxville - Knox County Community Action Committee for Affordable Neighborhoods - CAAN,Nutritional Supplements for At-Risk Older Adults,$99283.00,163,30,16,126,69,129,8,111,5,117,148,8,0,5,0,17,34,93,46,0,16,28,88,28,25,35,35,19,2,97,69,58,74,77,29,81,65,42,25,60,59,24,1036,330,64,402,421,149,777,133,44,10,60,5,5,2,42,317,677,1,4,677,354,41,248,524,85,123,11,4
Knoxville Internationals Network-KIN,ELL Summer Camp,$44818.00,397,8,22,319,73,290,4,224,92,152,106,0,2,0,7,17,179,51,248,0,27,41,40,20,75,27,83,85,69,38,72,27,55,65,80,27,75,5,35,9,74,55,1084,259,161,456,127,340,916,102,11,8,17,18,7,5,855,59,170,443,53,901,0,816,252,2,8,5,0,1
Knoxville Leadership Foundation,Compassion Coalition - Gap Needs,$16793.00,484,16,6,411,364,136,2,247,229,282,135,9,8,0,8,6,96,307,401,0,13,34,49,74,87,24,53,83,6,97,41,63,34,87,54,75,20,15,31,0,40,88,1068,880,271,269,207,321,1048,5,14,0,0,0,0,1,306,653,109,238,255,116,459,1064,3,0,0,0,0,1
Legal Aid of East Tennessee,Mental Health Law Partnership,$590.00,301,43,2,224,164,230,1,265,278,44,3,1,3,5,8,5,126,64,254,0,80,74,56,83,69,97,91,6,79,14,64,81,72,61,40,95,89,90,8,51,10,64,1374,794,214,440,197,523,16,890,386,47,24,4,4,3,1212,118,44,259,705,78,332,139,422,83,471,256,1,2
Legal Aid of East Tennessee,Housing Stability for Low-Income Knoxvillians,$64422.00,321,44,17,198,36,24,6,318,8,64,51,0,1,0,8,10,127,244,120,0,83,47,73,56,27,11,98,1,93,65,22,22,89,36,26,72,8,33,22,24,64,63,1035,257,93,254,360,328,325,262,85,343,10,7,2,1,180,839,16,305,146,285,299,862,131,17,23,0,1,1
Little Oaks Academy,Little Oaks Academy Tuition Scholarship,$97252.00,485,19,9,205,2,463,3,178,267,483,90,4,3,7,0,11,198,34,453,0,18,41,5,43,44,3,27,42,54,69,79,86,97,65,27,26,62,63,7,4,78,62,1002,293,100,238,471,193,178,57,216,456,77,10,7,1,350,156,496,52,359,58,533,860,93,32,10,1,4,2
Mental Health Association of East Tennessee,Treatment Access Bank,$70617.00,10,20,9,8,6,1,1,8,7,0,6,9,9,6,3,15,4,7,1,0,5,71,20,58,49,56,71,45,9,98,41,85,6,29,56,44,4,57,41,71,26,10,952,397,161,67,246,478,81,593,133,70,33,11,0,31,238,250,464,161,525,337,0,314,501,109,25,1,0,2
Mental Health Association of East Tennessee,Mental Health Association of East Tennessee: Treatment Access Bank,$34919.00,368,35,10,276,89,282,2,150,7,345,185,0,2,9,7,1,56,87,338,0,31,43,65,80,71,86,7,48,16,37,49,69,18,10,2,24,59,62,82,21,28,0,908,429,69,233,190,416,672,23,7,59,39,71,4,33,735,101,72,391,111,546,0,198,268,338,16,60,18,10
Metro Drug Coalition,Metro Drug Coalition Recovery Housing Fund,$38848.00,309,9,12,289,288,177,2,168,208,108,93,9,4,0,6,19,116,273,256,0,77,37,83,20,61,18,50,39,53,8,88,30,55,30,61,8,4,85,54,72,27,87,1047,690,39,152,206,650,629,237,91,33,11,10,6,30,372,426,249,288,166,257,336,286,614,121,20,3,0,3
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy for Justice Involved and Homeless Youth,$43148.00,463,31,2,189,213,258,5,18,9,369,138,7,7,3,5,17,64,63,369,0,72,55,73,94,16,41,38,15,45,21,96,22,74,91,60,7,9,43,82,57,62,42,1115,747,324,548,403,0,704,270,26,108,6,0,0,1,253,281,581,316,445,386,0,129,890,75,4,7,9,1
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy Community Behavioral Initiative,$7472.00,363,33,17,28,203,268,3,258,105,306,246,0,6,2,2,7,149,179,105,0,44,1,84,24,19,95,59,82,2,59,64,72,49,22,25,75,43,94,12,10,44,2,981,735,229,281,109,362,519,107,248,14,1,60,10,22,141,6,834,361,163,580,0,465,0,325,42,57,23,69
"My Daughters Journey, Inc.",My Daughters Journey Family Advocacy Program,$95885.00,173,12,19,105,18,158,3,168,121,102,51,3,2,3,7,18,35,112,30,0,67,65,54,46,43,2,4,73,99,70,89,47,85,28,16,11,78,20,79,88,30,92,1186,997,178,293,325,390,8,338,604,162,16,5,0,53,1127,3,56,313,90,830,0,302,246,26,152,51,122,287
"New Direction Health Care Solutions, Inc.",New Direction - Dealing With Loneliness and the Mental Health Implications,$62394.00,247,40,0,175,21,28,8,129,151,46,4,0,0,7,9,7,73,154,168,0,25,27,63,45,30,8,89,6,33,39,57,74,52,67,4,36,76,24,48,91,97,65,1056,891,17,408,102,529,223,437,364,6,7,14,0,5,823,192,41,371,56,222,407,812,116,119,5,2,1,1
"New Direction Health Care Solutions, Inc.",New Direction - Back to Basic Needs at Vaccine Clinics (The Period),$5367.00,406,6,14,308,178,277,4,331,328,142,199,8,6,9,3,7,122,362,239,0,0,31,97,43,59,69,59,53,70,44,71,88,93,20,62,39,55,73,80,87,12,83,1288,1041,78,499,331,380,851,99,4,116,85,82,8,43,64,5,1219,135,839,154,160,213,236,430,403,5,0,1
Next Step Initiative,Community Outreach Program,$76814.00,216,36,18,24,19,2,0,170,174,105,62,7,2,8,1,12,81,51,145,0,32,6,65,65,14,48,48,10,8,12,21,29,37,27,33,73,94,84,96,36,63,80,981,454,161,176,397,247,29,611,269,70,1,0,0,1,282,76,623,222,708,42,9,849,44,2,70,11,0,5
Next Step Initiative,Trenches 2 Treatment / Community Outreach Program,$51062.00,266,47,10,84,71,249,1,127,73,200,187,2,1,4,7,6,119,12,149,0,20,6,86,90,17,97,10,92,14,79,64,53,86,9,10,72,19,38,46,72,29,73,1082,463,7,518,370,187,873,104,8,15,74,4,0,4,743,71,268,385,179,289,229,940,19,107,1,14,0,1
"Nourish Knoxville, Inc",Nourish Community: Locally Grown Produce for At-Risk Community Members,$97951.00,231,18,15,151,166,81,9,195,172,206,81,1,6,2,0,12,97,37,185,0,56,83,37,17,32,40,33,16,1,47,97,15,85,24,85,90,53,32,96,87,72,60,1158,722,564,382,413,0,627,255,113,74,53,26,4,6,197,152,809,475,522,532,0,122,578,452,2,1,0,3
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$50637.00,186,48,9,65,36,72,6,117,58,94,161,5,8,2,0,9,30,163,152,0,94,30,76,13,92,37,80,10,48,2,17,7,93,96,5,63,35,44,97,49,61,6,1055,989,260,9,85,701,508,111,132,22,73,207,0,2,210,815,30,512,108,278,157,214,173,402,93,35,61,77
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$12967.00,185,24,12,47,115,105,2,22,24,146,123,5,9,7,7,7,39,155,25,0,54,29,58,99,97,80,90,17,20,7,24,99,92,91,73,39,36,34,61,3,62,81,1246,26,18,204,39,985,1154,72,7,10,1,1,0,1,571,253,422,232,115,82,817,56,97,994,10,55,23,11
Shora Foundation,Academic Center,$72606.00,281,45,12,91,205,9,9,153,165,223,95,2,4,2,3,18,126,217,114,0,52,52,54,46,34,57,12,6,54,80,88,41,84,93,50,2,12,5,74,60,88,40,1084,202,140,418,206,320,953,117,4,7,2,0,0,1,1075,3,6,461,416,141,66,220,473,157,159,10,47,18
Shora Foundation,Shora Foundation - Mental Health Division,$17379.00,284,47,4,185,157,148,4,17,165,17,166,5,4,7,3,15,89,248,276,0,40,33,20,25,32,52,21,87,51,43,86,40,69,99,74,86,15,73,30,74,10,62,1122,138,96,357,466,203,578,8,216,103,56,7,140,14,644,90,388,42,1016,87,0,734,253,64,36,34,0,1
Shora Foundation,Shora Foundation Academic Center,$70596.00,394,30,13,90,249,144,1,277,370,273,201,6,8,7,3,16,40,134,195,0,81,70,50,17,65,64,21,52,1,43,59,65,44,60,66,54,76,30,54,30,5,25,1032,52,184,235,499,114,613,44,180,155,2,8,0,30,772,71,189,175,217,140,500,399,67,482,40,26,7,11
"Soar Youth Ministries, dba Thrive Lonsdale",Thrive Afterschool and Summer Program Providing Nutritious Meals and Academic Support,$58312.00,463,47,0,301,145,344,2,396,461,247,336,6,1,5,0,10,35,256,187,0,73,90,30,67,55,79,31,10,44,89,30,41,77,11,59,62,20,31,58,52,3,75,1087,549,489,446,310,0,370,509,69,49,54,0,20,16,380,243,464,21,33,960,73,1001,31,5,48,0,1,1
Solidarity Development and Light Association,Refugee family stabilization,$882.00,87,19,12,54,33,47,6,64,50,3,16,1,4,5,3,11,31,78,63,0,77,16,22,50,56,60,25,76,43,90,37,63,39,10,20,71,10,33,30,69,4,88,989,618,315,407,114,153,665,137,137,29,12,7,1,1,825,24,140,358,480,123,28,153,516,308,7,4,0,1
Spark,Spark A Journey,$81446.00,271,35,18,27,231,66,2,28,129,258,262,9,0,9,8,0,123,90,31,0,48,67,92,87,93,19,56,90,21,24,37,9,94,72,68,97,96,60,94,27,53,82,1386,832,422,354,150,460,390,593,186,195,14,0,0,8,695,629,62,32,79,471,804,814,357,179,31,2,0,3
Susannah's House,Mothers in Recovery,$42202.00,252,47,10,167,61,211,3,25,91,12,227,9,2,4,8,5,2,158,198,0,25,39,53,52,31,50,47,88,27,15,52,41,3,20,56,36,86,17,23,5,96,29,891,392,112,284,162,333,578,107,191,3,11,0,0,1,601,166,124,226,365,523,0,752,41,83,0,14,0,1
The Children's Center of Knoxville,Tuition Assistance for low-income/at risk families,$19477.00,237,15,21,0,79,236,1,215,2,227,156,9,8,4,6,7,79,110,185,0,2,4,21,53,19,33,56,82,56,64,93,8,36,74,22,77,59,17,96,54,68,43,1037,825,101,468,268,200,813,219,2,2,0,0,0,1,163,472,402,223,381,364,69,221,781,27,0,0,2,6
The Mend House Sober Living Community for Men,Healthy Living Through Sobriety,$71378.00,238,41,22,191,121,174,4,170,111,205,60,5,7,2,8,6,23,142,104,0,96,36,64,25,13,32,98,79,43,1,99,32,6,14,24,88,10,3,10,96,78,38,985,847,409,465,375,0,670,283,27,3,1,0,0,1,193,60,732,195,459,72,259,524,171,200,19,18,49,4
The Mend House Sober Living Community for Men,MEND(Mental & Emotional Needs Development),$57040.00,246,12,7,104,73,26,8,19,238,9,240,4,9,9,1,6,69,12,118,0,28,17,42,31,29,69,42,5,84,68,58,75,59,54,80,96,41,6,65,57,12,71,1089,965,207,264,266,352,973,10,8,15,0,45,29,9,1034,34,21,420,584,123,0,894,30,84,64,0,9,8
"The Salvation Army, A Georgia Corporation",Emergency Assistance Program,$16552.00,433,32,7,187,250,373,3,196,54,424,430,3,0,0,3,16,52,282,333,0,30,67,90,31,8,84,21,93,41,44,99,61,28,80,88,40,47,45,38,47,28,26,1136,513,255,559,246,76,471,136,360,61,37,28,2,41,588,414,134,543,54,445,94,1116,10,4,5,0,0,1
Two Bikes,The Bike School,$71733.00,388,42,16,88,211,57,1,171,227,89,185,9,7,8,3,8,89,82,260,0,59,10,23,99,44,0,96,84,37,41,64,17,15,4,34,24,89,56,59,97,29,11,992,722,423,438,472,0,767,161,50,7,1,0,0,6,608,281,103,203,600,107,82,628,167,164,22,0,10,1
Wesley House Community Center,Wesley House Community Center’s expanding childcare and addressing food insecurity,$32298.00,394,4,5,158,377,26,5,37,134,8,361,5,4,6,0,10,125,201,102,0,75,24,39,27,42,1,16,17,63,5,79,6,65,35,49,14,95,52,36,86,34,67,927,626,436,59,331,101,560,122,172,16,31,2,6,18,672,102,153,380,397,353,0,703,75,58,35,15,11,30
YWCA Knoxville and the Tennessee Valley,Phyllis Wheatley Center Emergency Needs Fund,$56437.00,79,45,16,45,37,23,1,40,43,78,10,1,4,2,0,6,10,69,54,0,34,55,98,43,43,57,26,85,68,66,53,22,72,43,24,67,98,31,81,82,15,37,1200,687,398,454,393,0,459,433,271,33,0,1,2,1,325,867,8,337,347,301,215,312,416,144,111,15,139,63
YWCA Knoxville and the Tennessee Valley,Onsite Mental Health Expansion,$63778.00,16,20,11,5,6,13,2,9,2,10,10,1,1,8,3,8,3,8,4,0,31,47,89,31,73,73,53,66,86,16,70,69,32,67,85,95,81,3,40,76,31,98,1312,749,623,640,516,0,783,153,56,231,41,8,18,22,723,460,129,168,250,1047,0,59,83,93,910,86,55,26
