Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
Helen Ross McNabb Center,Elevate Recovery School Peer Group,$93708.00,192,2,11,174,69,81,2,130,186,175,167,3,6,7,9,18,5,68,46,0,96,86,31,24,36,59,43,25,40,81,75,62,82,33,62,28,54,85,20,24,92,76,1214,472,402,184,491,137,206,850,88,37,10,9,13,1,265,809,140,551,184,316,163,469,327,3,95,318,1,1
InterFaith Health Center,Expanded Mental Health Services for the Latinx Community & Other Underserved Groups,$80826.00,22,9,7,6,0,19,9,6,14,17,5,3,0,9,7,8,4,18,2,0,55,24,27,42,86,86,60,86,84,5,19,12,81,32,52,61,28,4,42,45,77,34,1042,746,75,146,476,345,849,29,56,41,44,21,0,2,172,289,581,31,509,168,334,732,287,22,0,0,0,1
"Karate Five Association, Inc.","Fighting to Save Lives thru the Mental, Physical and Emotional Training Disciplines of Martial Arts",$60269.00,399,39,13,140,127,133,0,313,48,117,208,0,4,6,0,12,53,293,116,0,60,12,2,13,31,43,0,69,10,46,64,94,53,11,8,24,59,91,4,95,16,23,828,424,87,154,328,259,369,64,291,80,5,1,7,11,223,420,185,183,201,48,396,562,244,3,14,2,1,2
"Karate Five Association, Inc.","Fighting to Save Lives through the Mental, Physical and Emotional Training Disciplines",$42159.00,449,23,19,303,358,444,2,118,217,95,101,5,0,8,0,16,41,446,45,0,34,37,92,14,96,52,7,19,71,80,34,6,26,24,21,98,24,13,42,79,81,37,987,140,103,206,31,647,55,732,18,67,87,23,4,1,778,138,71,482,340,5,160,342,203,92,134,9,178,29
Knox County Schools PTA Clothing Center,KNOX COUNTY SCHOOLS CLOTHING CENTER PTA,$73698.00,241,25,3,71,35,16,2,219,56,90,119,8,3,1,2,15,76,168,63,0,46,42,97,63,48,10,96,55,80,70,61,72,0,80,47,74,33,78,4,31,80,47,1214,791,340,23,97,754,812,221,142,11,27,0,0,1,31,550,633,271,242,268,433,760,35,151,141,21,95,11
Knoxville - Knox County CAC,Homeward Bound Rental Assistance Program,$40530.00,326,10,8,325,263,224,2,134,258,73,87,1,2,0,3,12,17,241,169,0,18,82,67,65,45,93,9,51,9,55,88,49,39,87,9,12,47,56,85,86,42,56,1150,151,550,222,213,165,838,233,36,41,0,0,0,2,218,250,682,471,592,177,0,988,130,17,13,1,0,1
Knoxville - Knox County Community Action Committee for Affordable Neighborhoods - CAAN,Nutritional Supplements for At-Risk Older Adults,$53406.00,16,27,2,9,6,15,8,10,10,9,2,9,4,1,8,8,0,3,1,0,41,59,62,86,89,56,39,39,19,50,25,84,83,68,22,96,51,34,9,48,47,99,1206,538,327,332,110,437,519,508,46,11,74,46,1,1,238,922,46,539,470,457,0,419,406,151,106,10,74,40
Knoxville Internationals Network-KIN,ELL Summer Camp,$86055.00,265,1,24,128,116,141,1,14,160,205,68,8,0,7,0,2,77,25,231,0,81,30,73,17,91,46,30,27,89,60,14,24,90,68,2,82,30,27,80,93,81,61,1196,314,40,167,249,740,940,154,35,56,2,0,7,2,741,99,356,210,399,134,453,348,301,255,149,91,30,22
Knoxville Leadership Foundation,Compassion Coalition - Gap Needs,$79814.00,365,6,2,25,116,307,0,348,209,159,220,7,4,0,2,4,30,67,40,0,65,99,21,60,63,17,41,94,88,29,33,4,47,81,44,17,67,46,11,16,20,62,1025,911,144,479,260,142,251,479,262,29,3,0,0,1,963,35,27,465,72,112,376,921,96,3,2,2,0,1
Legal Aid of East Tennessee,Mental Health Law Partnership,$54241.00,499,9,14,409,13,51,7,311,94,171,320,9,3,2,4,6,136,365,317,0,76,33,23,59,21,43,8,88,85,95,50,47,19,8,76,21,88,63,92,42,90,50,1177,1002,99,142,176,760,688,78,100,117,56,12,103,23,93,437,647,392,366,800,0,801,251,40,79,1,2,3
Legal Aid of East Tennessee,Housing Stability for Low-Income Knoxvillians,$32328.00,362,2,2,194,113,128,6,226,231,310,43,3,0,6,7,11,147,9,30,0,78,89,5,97,58,80,55,46,29,40,43,8,53,9,75,15,42,27,58,58,66,53,1084,406,179,470,240,195,792,121,124,5,39,2,0,1,258,700,126,490,43,896,0,543,60,90,356,7,15,13
Little Oaks Academy,Little Oaks Academy Tuition Scholarship,$86354.00,379,24,10,308,136,156,3,243,225,90,92,9,6,2,0,18,87,108,111,0,34,13,32,19,61,60,39,83,68,36,70,24,94,16,45,36,83,47,22,75,14,68,1039,616,486,508,238,0,174,161,478,93,57,69,2,5,412,509,118,27,802,77,133,860,166,1,11,0,0,1
Mental Health Association of East Tennessee,Treatment Access Bank,$87588.00,82,9,10,0,32,49,3,33,70,49,42,1,3,4,6,18,22,31,56,0,68,44,93,30,93,53,84,82,37,77,28,27,23,73,94,74,6,94,79,64,29,92,1344,685,432,145,292,475,940,115,115,150,1,19,3,1,1089,78,177,169,691,72,412,612,603,36,45,24,9,15
Mental Health Association of East Tennessee,Mental Health Association of East Tennessee: Treatment Access Bank,$24626.00,268,33,3,43,87,198,9,184,64,177,127,1,4,2,1,2,11,89,191,0,58,58,12,14,50,86,96,7,95,76,2,53,72,88,69,36,86,14,16,48,75,44,1155,954,479,541,282,0,662,210,119,101,14,31,6,12,673,89,393,298,838,245,0,224,740,138,33,3,4,13
Metro Drug Coalition,Metro Drug Coalition Recovery Housing Fund,$98624.00,155,48,6,119,84,22,2,23,106,87,93,3,8,0,9,0,40,116,8,0,34,65,36,54,17,49,61,26,87,36,17,79,16,76,9,80,7,7,32,82,57,85,1012,383,38,181,399,394,230,721,12,2,34,12,0,1,798,146,68,379,382,53,198,150,551,30,17,42,94,128
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy for Justice Involved and Homeless Youth,$83066.00,345,4,0,203,138,25,5,246,301,189,46,0,8,6,7,2,55,150,101,0,78,60,15,40,32,36,85,46,73,53,34,15,2,91,23,78,44,56,5,16,51,25,958,697,272,377,94,215,518,224,20,169,0,18,6,3,377,279,302,361,224,100,273,354,443,142,3,13,1,2
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy Community Behavioral Initiative,$75077.00,13,0,9,8,6,5,6,6,1,0,3,4,5,0,4,4,1,2,11,0,76,44,20,40,70,60,99,24,69,24,94,77,16,82,86,82,15,58,31,26,12,28,1133,616,460,274,86,313,228,132,213,373,27,106,44,10,1015,14,104,459,669,224,0,531,542,36,7,8,5,4
"My Daughters Journey, Inc.",My Daughters Journey Family Advocacy Program,$97215.00,94,4,12,79,22,74,4,27,84,90,58,6,6,7,5,1,42,71,64,0,39,33,79,71,8,66,47,97,27,48,20,20,52,63,80,11,75,98,62,52,54,4,1106,489,119,154,370,463,208,118,53,128,502,57,20,20,666,136,304,12,939,3,152,727,236,64,19,2,1,57
"New Direction Health Care Solutions, Inc.",New Direction - Dealing With Loneliness and the Mental Health Implications,$25486.00,129,32,14,73,24,109,5,15,33,97,112,4,3,6,3,1,19,112,15,0,25,50,32,87,74,38,1,67,12,62,97,4,34,74,60,44,5,67,65,69,76,94,1137,273,140,352,427,218,675,420,10,9,17,3,0,3,849,199,89,411,329,758,0,870,82,65,20,16,59,25
"New Direction Health Care Solutions, Inc.",New Direction - Back to Basic Needs at Vaccine Clinics (The Period),$28785.00,408,11,1,214,82,18,9,333,96,16,183,1,2,2,9,16,73,249,130,0,55,39,89,25,27,35,55,22,74,97,84,98,77,62,54,40,26,48,8,82,81,48,1226,1154,228,560,73,365,694,182,252,54,20,10,11,3,429,170,627,167,900,94,65,899,175,91,8,45,7,1
Next Step Initiative,Community Outreach Program,$61428.00,411,7,24,155,36,136,4,145,122,74,304,8,5,3,5,15,194,234,259,0,45,29,39,25,54,62,90,91,7,68,89,14,70,28,74,95,75,63,48,91,50,43,1250,824,219,347,214,470,206,91,436,53,323,10,10,121,943,63,244,554,596,515,0,207,376,343,89,200,9,26
Next Step Initiative,Trenches 2 Treatment / Community Outreach Program,$82655.00,410,31,16,148,62,243,8,82,43,62,85,7,5,6,6,2,132,162,99,0,19,93,88,5,59,64,27,61,47,61,32,79,46,44,98,52,1,83,50,76,48,47,1180,4,299,360,215,306,121,315,527,15,14,43,59,86,992,66,122,216,183,286,495,521,315,304,2,19,3,16
"Nourish Knoxville, Inc",Nourish Community: Locally Grown Produce for At-Risk Community Members,$5337.00,100,34,24,87,22,2,1,49,48,56,35,6,9,4,3,12,44,10,11,0,77,86,92,19,35,92,65,15,18,23,46,85,96,89,53,98,18,76,70,79,62,10,1304,82,340,496,260,208,539,701,40,21,0,1,1,1,1169,61,74,335,804,203,0,370,728,4,130,5,39,28
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$70359.00,101,24,15,56,83,40,2,30,44,71,46,0,8,0,3,0,27,95,31,0,86,59,52,45,91,54,25,90,93,7,6,6,32,0,42,25,99,75,1,32,68,96,1084,757,108,117,103,756,428,164,488,1,2,0,0,1,327,711,46,377,427,465,0,947,1,103,4,10,7,12
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$48265.00,155,40,4,101,34,122,1,153,133,119,18,2,6,8,3,18,41,133,55,0,60,22,42,69,47,38,32,73,26,90,49,62,95,18,46,1,8,32,9,0,77,71,967,11,32,224,308,403,17,755,158,23,9,2,2,1,699,97,171,67,119,730,51,449,12,169,67,33,195,42
Shora Foundation,Academic Center,$14717.00,316,38,6,59,91,90,4,104,295,47,130,8,9,4,1,8,2,181,295,0,29,32,65,29,33,47,16,41,87,61,25,57,48,1,84,60,51,68,37,98,29,73,1071,80,107,99,483,382,333,703,12,17,3,1,0,2,635,285,151,146,672,212,41,463,462,77,28,29,10,2
Shora Foundation,Shora Foundation - Mental Health Division,$42807.00,146,23,11,34,129,122,9,23,26,48,41,1,0,7,8,15,56,135,66,0,37,11,13,26,19,34,74,31,59,95,32,80,91,57,74,53,95,65,39,38,58,33,1114,153,55,125,120,814,572,282,152,61,32,9,5,1,801,23,290,555,456,118,0,944,126,2,33,7,1,1
Shora Foundation,Shora Foundation Academic Center,$14770.00,431,6,1,54,260,166,6,277,328,62,95,9,1,9,8,12,77,427,68,0,57,73,7,0,69,22,68,73,57,36,35,66,0,2,49,17,40,2,44,69,96,2,884,213,436,276,409,0,499,23,215,27,101,15,0,4,330,364,190,208,463,165,48,504,115,118,76,52,13,6
"Soar Youth Ministries, dba Thrive Lonsdale",Thrive Afterschool and Summer Program Providing Nutritious Meals and Academic Support,$61317.00,244,3,6,25,7,69,5,144,242,89,191,7,7,0,8,1,40,168,46,0,50,75,98,77,4,77,10,18,66,22,90,85,17,6,5,26,38,96,24,29,98,23,1034,529,101,244,30,659,272,585,94,27,15,35,3,3,317,589,128,495,380,370,0,261,424,72,188,10,78,1
Solidarity Development and Light Association,Refugee family stabilization,$20173.00,224,1,21,185,61,167,6,29,111,77,175,0,8,0,6,16,21,106,181,0,20,23,94,52,32,41,33,47,48,98,38,36,55,96,10,97,45,68,12,4,35,15,999,719,360,268,43,328,326,303,146,160,38,21,2,3,369,100,530,81,182,183,553,496,177,270,12,37,1,6
Spark,Spark A Journey,$22456.00,248,45,18,193,94,123,1,107,11,185,96,0,8,6,5,11,24,151,32,0,81,18,26,26,19,35,20,59,41,19,35,38,13,9,84,82,65,46,62,91,53,79,1001,873,43,71,86,801,64,166,201,198,272,99,0,1,110,888,3,483,266,114,138,934,40,6,11,4,2,4
Susannah's House,Mothers in Recovery,$245.00,277,0,7,65,275,15,3,186,127,234,234,0,8,9,4,7,22,175,200,0,34,38,59,55,80,44,68,34,76,35,91,83,6,41,94,71,51,93,2,86,67,13,1221,1041,475,346,589,0,719,262,69,106,24,28,2,11,362,361,498,102,511,709,0,805,161,211,41,0,2,1
The Children's Center of Knoxville,Tuition Assistance for low-income/at risk families,$95169.00,478,7,2,198,353,73,3,422,350,179,202,4,1,0,9,2,12,29,190,0,96,77,36,67,68,5,37,43,5,22,64,42,71,62,63,52,46,95,27,25,77,21,1101,920,507,100,380,114,409,404,54,37,43,136,16,2,712,324,65,5,63,104,929,402,288,28,371,8,2,2
The Mend House Sober Living Community for Men,Healthy Living Through Sobriety,$13037.00,96,27,2,93,27,26,7,42,82,48,30,7,9,0,2,9,12,82,0,0,45,63,44,48,89,68,60,77,59,42,5,79,68,88,16,89,70,50,11,50,3,2,1126,680,328,315,239,244,1096,11,17,1,0,0,0,1,807,85,234,213,447,235,231,233,880,12,0,0,0,1
The Mend House Sober Living Community for Men,MEND(Mental & Emotional Needs Development),$83748.00,54,28,11,34,11,23,5,49,38,27,17,9,0,6,7,13,12,49,31,0,78,49,64,66,95,19,23,7,5,45,18,3,71,38,71,27,46,44,90,20,1,68,948,901,465,175,195,113,592,158,147,29,13,7,1,1,181,232,535,150,269,657,0,483,86,183,68,125,0,3
"The Salvation Army, A Georgia Corporation",Emergency Assistance Program,$91719.00,191,9,8,91,41,1,9,145,43,58,114,9,3,2,9,17,88,48,134,0,7,52,94,6,53,57,43,4,25,4,4,73,50,57,17,56,62,25,35,20,37,91,872,359,255,98,410,109,821,28,22,0,0,0,0,1,622,45,205,263,439,358,0,435,94,170,110,16,27,20
Two Bikes,The Bike School,$97950.00,389,33,2,371,292,16,0,294,9,363,343,2,8,7,6,13,190,267,386,0,49,13,86,9,91,85,17,43,60,99,69,23,79,54,94,26,20,79,68,0,34,93,1191,23,595,443,473,0,655,352,42,102,8,23,4,5,769,29,393,546,556,100,0,924,54,27,90,46,10,40
Wesley House Community Center,Wesley House Community Center’s expanding childcare and addressing food insecurity,$75934.00,452,44,1,163,250,333,9,141,300,97,104,7,0,1,4,9,195,147,326,0,69,91,32,9,26,77,91,71,43,22,45,71,4,83,14,68,58,20,39,82,19,81,1115,886,166,454,383,112,127,655,108,135,5,71,10,4,741,181,193,79,177,185,674,253,315,357,0,167,13,10
YWCA Knoxville and the Tennessee Valley,Phyllis Wheatley Center Emergency Needs Fund,$81000.00,338,15,21,241,68,27,8,62,7,324,9,3,5,6,4,15,46,14,190,0,14,28,50,98,20,36,71,57,21,58,40,60,86,59,70,65,32,41,72,65,67,50,1160,655,21,117,420,602,427,694,36,0,2,0,0,1,1035,113,12,10,343,548,259,992,22,86,21,28,0,11
YWCA Knoxville and the Tennessee Valley,Onsite Mental Health Expansion,$56747.00,281,33,22,201,1,111,4,25,221,196,243,0,0,0,5,10,12,157,225,0,99,34,44,26,80,64,61,1,95,52,50,23,86,36,71,3,73,12,83,62,58,71,1184,270,536,352,533,0,1047,134,2,0,0,0,0,1,548,233,403,503,571,78,32,803,344,25,4,0,4,4
