Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
"Karate Five Association, Inc.","Fighting to Save Lives thru the Mental, Physical and Emotional Training Disciplines of Martial Arts",$72156.00,373,34,18,147,22,75,5,127,9,39,206,1,1,0,0,12,70,165,30,0,31,62,86,41,34,90,46,36,61,37,32,95,59,1,71,57,39,93,82,67,80,45,1245,492,38,42,546,619,577,306,71,246,26,4,10,5,390,326,529,441,784,183,0,724,290,182,31,0,13,5
"Karate Five Association, Inc.","Fighting to Save Lives through the Mental, Physical and Emotional Training Disciplines",$56199.00,22,5,8,0,5,18,9,2,20,20,18,6,1,6,8,9,10,2,2,0,76,2,23,51,47,19,80,17,17,62,16,24,0,19,81,74,13,32,86,65,2,77,883,777,201,422,295,0,198,516,12,78,40,6,19,14,784,19,80,180,217,625,0,155,290,436,1,0,0,1
Knox County Schools PTA Clothing Center,KNOX COUNTY SCHOOLS CLOTHING CENTER PTA,$61415.00,256,37,23,10,249,41,3,244,216,153,147,1,8,3,3,18,93,134,44,0,72,86,67,68,72,46,80,27,30,39,23,47,95,30,40,21,88,73,70,35,79,74,1262,1245,577,355,329,1,87,389,73,442,32,238,0,1,1246,6,10,578,548,590,0,87,356,662,92,13,46,6
Knoxville - Knox County CAC,Homeward Bound Rental Assistance Program,$30537.00,24,31,11,6,12,0,7,7,23,10,15,3,2,3,3,5,0,0,18,0,72,40,50,31,44,57,7,52,63,31,53,77,30,62,36,23,86,79,37,55,48,70,1103,692,73,231,51,748,1073,15,9,2,1,2,0,1,653,135,315,471,471,602,0,788,67,138,60,29,17,4
Knoxville - Knox County Community Action Committee for Affordable Neighborhoods - CAAN,Nutritional Supplements for At-Risk Older Adults,$64451.00,257,25,15,95,152,26,8,19,117,83,116,8,6,1,0,2,118,73,73,0,16,51,46,74,32,92,71,45,85,99,44,43,94,80,62,33,36,62,32,0,29,87,1213,758,513,157,245,298,627,104,229,32,108,26,10,77,117,803,293,306,765,410,0,510,213,155,13,125,179,18
Knoxville Internationals Network-KIN,ELL Summer Camp,$92607.00,149,15,11,129,117,79,6,109,116,53,114,0,4,5,8,11,41,143,128,0,66,24,78,5,17,20,18,43,78,18,63,6,68,68,8,51,38,47,41,69,18,72,916,213,326,166,105,319,753,112,12,36,0,2,0,1,537,247,132,81,275,319,241,749,56,62,35,6,7,1
Knoxville Leadership Foundation,Compassion Coalition - Gap Needs,$6941.00,355,44,22,92,338,73,3,137,144,329,181,8,3,6,2,12,169,94,294,0,72,23,18,83,29,27,10,8,97,58,64,37,70,27,91,58,5,45,83,38,94,61,1098,14,201,99,531,267,381,25,441,88,151,11,0,1,901,9,188,202,483,97,316,838,0,79,93,68,8,12
Legal Aid of East Tennessee,Mental Health Law Partnership,$15766.00,369,10,4,58,296,220,2,254,79,177,102,8,0,9,4,16,75,200,7,0,90,58,85,72,31,30,73,71,35,84,79,91,60,62,39,70,99,30,36,7,29,10,1241,1223,330,577,467,0,810,400,3,3,8,12,4,1,333,624,284,264,969,253,0,440,41,597,128,22,6,7
Legal Aid of East Tennessee,Housing Stability for Low-Income Knoxvillians,$91210.00,191,49,11,14,161,99,1,65,142,158,101,8,4,4,6,5,53,155,112,0,2,88,46,69,48,97,88,59,43,58,92,19,11,98,48,73,69,50,29,85,39,4,1215,1008,441,434,226,114,218,110,873,3,3,0,4,4,1086,23,106,153,83,298,681,422,14,348,301,118,3,9
Little Oaks Academy,Little Oaks Academy Tuition Scholarship,$6772.00,116,9,8,112,39,80,1,18,17,60,94,6,6,6,7,15,27,75,45,0,79,71,31,31,83,23,96,70,33,3,54,82,88,96,15,81,14,61,57,20,8,64,1160,903,32,197,161,770,351,79,642,10,39,38,0,1,1015,101,44,288,218,303,351,1007,9,42,43,28,21,10
Mental Health Association of East Tennessee,Treatment Access Bank,$58807.00,369,36,6,82,144,290,9,238,306,149,253,3,4,1,5,6,104,251,109,0,25,93,33,10,52,70,46,69,9,11,72,2,47,32,72,67,93,21,7,54,42,10,937,48,283,52,168,434,492,226,38,86,18,18,16,43,422,430,85,224,146,368,199,609,320,2,2,0,2,2
Mental Health Association of East Tennessee,Mental Health Association of East Tennessee: Treatment Access Bank,$90453.00,401,49,22,82,225,167,2,23,332,87,57,2,0,1,4,5,163,363,395,0,74,12,66,22,50,92,38,51,40,0,34,83,87,44,77,31,54,66,31,25,34,91,1102,92,290,250,489,73,272,711,16,92,7,1,0,3,798,191,113,364,216,349,173,297,317,173,243,61,6,5
Metro Drug Coalition,Metro Drug Coalition Recovery Housing Fund,$32040.00,99,35,2,71,32,94,4,16,8,50,61,2,5,6,7,1,11,5,72,0,98,15,6,88,9,33,3,50,59,15,9,2,70,54,44,34,52,75,88,30,90,71,995,496,410,267,226,92,735,142,71,9,18,12,6,2,373,78,544,282,477,146,90,117,139,314,116,45,15,249
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy for Justice Involved and Homeless Youth,$23653.00,49,2,23,22,20,18,9,16,43,27,47,4,1,0,5,7,8,14,11,0,92,73,7,88,12,39,66,14,12,73,53,25,75,64,70,94,74,46,14,12,14,47,1064,233,76,47,3,938,401,625,35,0,1,1,0,1,1054,5,5,477,320,575,0,812,8,66,64,29,19,66
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy Community Behavioral Initiative,$363.00,182,36,10,88,131,71,2,100,2,83,92,5,9,2,0,7,32,115,106,0,36,24,66,12,5,94,67,20,3,46,39,33,62,52,83,10,31,39,25,56,26,62,891,484,386,304,237,0,122,690,58,13,6,0,0,2,249,281,361,156,304,455,0,66,352,412,26,19,15,1
"My Daughters Journey, Inc.",My Daughters Journey Family Advocacy Program,$54680.00,348,37,19,1,117,12,4,51,148,142,305,4,8,4,8,7,148,174,278,0,77,22,95,51,28,66,76,84,69,22,98,56,55,10,43,87,20,74,58,97,88,3,1279,237,267,452,546,14,854,262,111,3,13,16,7,13,235,687,357,10,251,986,32,565,389,84,182,7,41,11
"New Direction Health Care Solutions, Inc.",New Direction - Dealing With Loneliness and the Mental Health Implications,$81768.00,92,20,19,1,0,26,4,24,89,46,28,3,9,6,1,2,18,70,28,0,80,3,68,98,19,82,21,16,44,49,85,59,22,85,32,3,39,99,22,64,54,34,1078,5,530,119,225,204,1013,27,36,0,0,0,1,1,135,177,766,68,545,364,101,154,364,7,185,309,53,6
"New Direction Health Care Solutions, Inc.",New Direction - Back to Basic Needs at Vaccine Clinics (The Period),$72446.00,27,23,11,10,25,17,1,0,6,4,5,3,8,1,9,14,11,9,16,0,14,16,40,60,53,81,59,8,88,67,22,9,39,62,55,58,60,43,79,93,7,28,1041,210,243,23,452,323,451,87,200,234,28,35,2,4,293,302,446,160,55,422,404,155,40,703,132,4,1,6
Next Step Initiative,Community Outreach Program,$39652.00,81,14,22,44,40,45,5,32,69,30,72,4,6,9,7,17,18,28,62,0,39,0,54,78,15,36,57,87,70,91,27,6,59,26,90,28,43,91,58,99,84,10,1148,249,356,531,282,0,1146,1,0,0,0,0,0,1,129,110,909,66,366,47,669,101,297,67,155,70,372,86
Next Step Initiative,Trenches 2 Treatment / Community Outreach Program,$81725.00,3,44,14,2,2,0,9,2,2,0,0,3,6,1,5,16,0,0,1,0,52,21,81,55,93,79,92,61,85,9,47,96,49,2,89,7,5,16,73,21,17,48,1098,651,207,318,129,444,1085,12,0,0,0,0,0,1,1007,62,29,536,167,349,46,751,41,209,81,14,1,1
"Nourish Knoxville, Inc",Nourish Community: Locally Grown Produce for At-Risk Community Members,$35862.00,211,34,21,189,128,3,1,197,143,92,119,7,9,8,6,4,5,41,80,0,62,89,87,92,60,57,3,84,61,95,16,97,91,91,80,85,41,36,49,17,80,28,1401,39,581,446,616,0,1133,156,1,13,92,3,0,3,360,120,921,548,238,854,0,1325,63,0,12,0,0,1
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$73381.00,123,9,19,52,45,27,8,19,44,14,48,4,9,3,9,19,44,23,51,0,69,48,31,83,46,20,26,20,83,96,34,35,0,33,72,42,35,40,84,52,91,10,1050,2,96,487,238,229,995,19,34,1,0,0,0,1,560,404,86,327,318,647,0,669,74,46,214,27,16,4
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$73329.00,107,41,4,75,78,85,7,21,91,52,53,4,6,0,3,10,13,56,104,0,32,90,70,89,9,63,93,52,52,50,34,0,45,87,99,99,16,39,7,41,12,4,1083,354,238,154,170,521,295,626,66,41,46,2,6,1,961,34,88,469,493,4,117,152,714,42,160,2,8,5
Shora Foundation,Academic Center,$95547.00,264,12,15,23,213,100,9,154,69,223,150,0,6,6,1,3,89,15,29,0,70,26,80,47,29,9,41,20,76,99,51,96,56,70,87,61,10,85,70,39,92,40,1254,739,8,496,417,333,1193,11,22,20,0,1,6,1,902,266,86,172,154,319,609,331,267,414,119,73,16,34
Shora Foundation,Shora Foundation - Mental Health Division,$71763.00,320,46,18,202,219,306,4,15,104,118,234,8,3,6,7,10,77,166,71,0,63,20,36,47,71,98,4,76,44,90,57,81,31,61,31,6,10,54,53,4,50,61,1048,762,335,300,105,308,27,585,381,22,25,5,2,1,121,587,340,120,768,107,53,731,301,0,13,1,0,2
Shora Foundation,Shora Foundation Academic Center,$43959.00,12,38,21,4,6,2,6,5,8,0,5,2,3,0,2,5,5,6,1,0,95,59,57,60,18,83,78,21,88,38,37,87,56,4,52,35,46,5,94,32,20,25,1090,431,280,276,111,423,990,2,38,0,26,29,3,2,571,349,170,220,2,806,62,931,79,23,27,27,1,2
"Soar Youth Ministries, dba Thrive Lonsdale",Thrive Afterschool and Summer Program Providing Nutritious Meals and Academic Support,$58608.00,333,27,20,25,268,202,4,284,226,325,157,2,2,1,6,12,101,35,323,0,53,25,46,75,33,54,50,55,71,53,52,78,32,69,75,88,35,24,24,36,12,62,1102,266,454,63,38,547,383,216,416,17,6,19,35,10,31,669,402,436,475,142,49,394,508,173,19,6,0,2
Solidarity Development and Light Association,Refugee family stabilization,$72450.00,345,20,5,118,113,50,3,52,36,296,97,5,4,7,0,5,46,204,322,0,11,26,89,93,87,16,60,93,68,10,93,32,34,61,55,62,38,25,35,13,23,60,1084,83,59,49,83,893,157,346,346,217,9,0,8,1,607,369,108,149,126,71,738,535,65,350,56,7,40,31
Spark,Spark A Journey,$33290.00,482,10,18,229,435,12,2,372,15,289,308,6,0,9,6,0,170,85,388,0,3,17,91,36,47,60,94,90,76,53,80,2,19,89,34,3,30,0,67,41,40,87,1059,985,400,39,443,177,161,663,192,15,0,7,8,13,82,31,946,411,42,58,548,905,84,13,14,12,8,23
Susannah's House,Mothers in Recovery,$6013.00,168,15,18,112,5,42,4,139,95,71,30,2,8,2,7,8,69,13,163,0,98,58,12,24,93,19,41,9,76,69,67,26,60,47,33,25,70,14,35,20,8,13,917,458,441,143,419,0,769,105,32,1,5,2,1,2,445,211,261,176,168,219,354,107,575,217,4,13,0,1
The Children's Center of Knoxville,Tuition Assistance for low-income/at risk families,$3145.00,46,7,20,22,8,31,4,30,34,11,7,4,4,3,3,11,19,25,35,0,38,35,88,48,50,57,0,4,33,58,64,4,1,71,22,30,46,65,65,60,96,83,1018,737,484,398,311,0,40,900,51,1,24,1,0,1,533,208,277,116,505,310,87,200,150,229,263,92,43,41
The Mend House Sober Living Community for Men,Healthy Living Through Sobriety,$23376.00,76,32,0,75,15,11,3,62,32,59,25,4,2,0,4,13,31,32,1,0,3,36,80,94,53,49,22,60,68,27,96,50,95,11,87,35,56,36,29,32,11,87,1117,957,162,287,209,459,691,372,5,13,34,0,1,1,737,83,297,339,396,243,139,773,172,25,48,65,29,5
The Mend House Sober Living Community for Men,MEND(Mental & Emotional Needs Development),$53184.00,230,6,15,179,123,194,7,74,95,37,106,5,0,5,8,9,59,46,77,0,38,30,20,23,4,19,79,91,89,60,36,63,28,55,8,8,3,88,45,36,25,46,894,452,134,85,207,468,342,278,215,32,6,0,17,4,740,16,138,187,462,43,202,790,24,14,62,2,1,1
"The Salvation Army, A Georgia Corporation",Emergency Assistance Program,$10854.00,295,43,7,193,68,228,7,168,32,139,237,1,2,0,3,13,14,230,20,0,13,78,15,72,12,59,29,36,24,35,79,66,92,56,92,74,39,40,73,52,21,27,1084,740,451,339,416,0,971,88,17,3,3,1,0,1,51,791,242,99,837,107,41,181,295,393,118,30,1,66
Two Bikes,The Bike School,$58427.00,329,9,4,30,210,23,8,158,131,145,276,2,5,3,0,19,154,100,1,0,9,93,85,45,54,0,14,93,29,77,81,15,65,66,34,5,46,58,73,2,68,53,1065,22,39,136,308,582,229,419,127,70,79,31,62,48,549,162,354,162,680,8,215,62,553,145,157,76,60,12
Wesley House Community Center,Wesley House Community Center’s expanding childcare and addressing food insecurity,$11950.00,359,42,16,138,3,35,4,85,272,253,266,9,1,5,7,0,104,75,75,0,48,29,31,67,24,57,79,34,90,81,80,4,7,11,56,82,35,27,56,31,53,82,1064,755,327,248,122,367,601,390,13,15,33,5,6,1,455,68,541,181,822,123,0,117,683,177,31,7,31,18
YWCA Knoxville and the Tennessee Valley,Phyllis Wheatley Center Emergency Needs Fund,$10887.00,321,45,13,215,131,33,9,46,42,258,235,7,5,8,0,16,92,163,141,0,51,95,37,99,19,64,28,51,81,41,14,46,39,67,76,19,96,42,31,24,81,70,1171,269,310,122,442,297,916,149,62,40,2,0,1,1,209,366,596,431,24,54,662,6,333,3,600,69,99,61
YWCA Knoxville and the Tennessee Valley,Onsite Mental Health Expansion,$39251.00,367,7,14,75,14,155,8,159,315,254,167,8,0,2,6,0,89,150,259,0,36,78,30,95,9,76,11,4,45,8,65,74,69,19,81,43,72,68,32,26,65,98,1104,916,526,279,299,0,397,509,49,33,59,18,36,3,126,682,296,386,261,479,0,540,393,5,77,72,10,7
