Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
Helen Ross McNabb Center,Elevate Recovery School Peer Group,$28284.00,386,39,18,107,91,221,3,53,264,291,139,8,8,4,0,1,34,176,374,0,72,0,1,36,42,18,23,12,55,14,97,77,16,65,30,95,37,39,24,53,57,24,887,561,442,380,2,63,876,9,1,0,0,0,0,1,626,44,217,411,4,157,315,153,723,9,1,0,0,1
InterFaith Health Center,Expanded Mental Health Services for the Latinx Community & Other Underserved Groups,$39963.00,120,43,2,60,29,115,7,9,65,61,12,3,7,0,0,18,1,116,102,0,87,90,52,4,40,63,0,28,8,17,9,65,36,4,76,56,17,37,74,15,96,88,962,772,366,57,34,505,249,490,211,6,2,2,1,1,384,188,390,410,267,171,114,714,21,139,82,5,0,1
"Karate Five Association, Inc.","Fighting to Save Lives thru the Mental, Physical and Emotional Training Disciplines of Martial Arts",$24502.00,455,38,18,193,314,246,4,61,446,59,117,5,5,9,2,7,124,364,75,0,95,82,80,3,62,43,88,49,2,73,37,56,99,67,61,14,45,67,23,70,69,3,1188,561,86,47,158,897,710,263,142,69,1,1,0,2,216,239,733,458,446,252,32,1151,13,7,0,10,3,4
"Karate Five Association, Inc.","Fighting to Save Lives through the Mental, Physical and Emotional Training Disciplines",$38187.00,214,23,0,94,59,70,5,155,123,5,50,6,4,1,5,10,68,108,69,0,96,13,60,24,52,2,10,67,48,81,92,98,22,93,96,32,14,77,87,19,21,70,1174,861,155,497,561,0,968,85,92,4,4,3,10,8,568,349,257,256,908,125,0,877,2,115,112,48,17,3
Knox County Schools PTA Clothing Center,KNOX COUNTY SCHOOLS CLOTHING CENTER PTA,$32491.00,135,30,6,107,65,48,8,111,81,116,114,4,7,0,3,10,52,11,92,0,44,97,8,68,37,65,44,58,42,82,84,33,21,87,4,28,43,79,10,29,32,54,1049,854,117,410,300,222,218,754,44,6,5,1,16,5,326,74,649,281,319,398,51,46,714,272,12,2,1,2
Knoxville - Knox County CAC,Homeward Bound Rental Assistance Program,$11596.00,440,34,8,16,201,9,7,348,291,277,209,0,9,3,7,18,137,88,117,0,99,7,93,29,46,43,66,41,55,1,46,70,55,77,44,26,77,63,53,86,78,11,1166,866,120,77,92,877,86,182,290,448,6,11,61,82,933,0,233,335,223,33,575,902,176,39,9,18,3,19
Knoxville - Knox County Community Action Committee for Affordable Neighborhoods - CAAN,Nutritional Supplements for At-Risk Older Adults,$35480.00,161,43,0,93,110,26,8,160,15,87,151,3,8,9,2,19,7,22,23,0,82,26,57,4,76,57,12,17,12,99,27,80,5,8,45,88,36,65,10,26,85,98,1015,351,217,27,282,489,719,106,189,0,0,0,0,1,937,37,41,421,399,343,0,668,292,49,4,1,0,1
Knoxville Internationals Network-KIN,ELL Summer Camp,$93737.00,352,33,1,339,339,232,0,17,63,254,244,1,6,2,2,12,59,323,328,0,68,70,57,57,17,55,43,15,39,32,82,23,55,50,77,99,18,33,60,52,85,89,1176,929,92,258,479,347,253,881,41,0,0,0,0,1,547,269,360,564,45,939,0,1075,57,26,3,2,8,5
Knoxville Leadership Foundation,Compassion Coalition - Gap Needs,$49770.00,169,17,15,61,138,58,6,38,133,29,17,9,8,2,6,5,44,86,28,0,36,30,15,56,59,77,65,1,49,65,15,57,87,64,86,86,30,72,87,79,86,75,1277,901,290,48,171,768,175,703,190,35,73,60,25,16,1071,80,126,522,225,801,0,759,415,62,12,5,2,22
Legal Aid of East Tennessee,Mental Health Law Partnership,$78020.00,116,27,21,76,21,58,8,7,41,61,84,3,8,3,7,1,19,11,50,0,34,87,71,34,14,74,34,9,60,93,44,87,69,72,83,88,32,59,74,74,46,88,1326,1067,452,31,540,303,81,443,644,64,59,11,2,22,1171,58,97,170,355,695,106,1064,248,6,0,5,2,1
Legal Aid of East Tennessee,Housing Stability for Low-Income Knoxvillians,$41982.00,367,48,24,121,297,26,0,304,272,122,353,1,3,7,4,7,92,147,164,0,23,66,76,63,60,19,58,46,74,81,91,32,28,72,68,83,84,95,74,42,97,84,1416,688,574,206,553,83,950,265,112,7,44,14,6,18,50,1271,95,220,528,96,572,240,40,430,450,58,187,11
Little Oaks Academy,Little Oaks Academy Tuition Scholarship,$39033.00,34,12,21,25,12,25,7,26,12,26,19,9,3,2,1,2,8,22,31,0,7,88,14,4,30,61,2,79,91,26,80,21,44,17,0,25,79,38,45,6,24,78,859,94,262,274,131,192,244,546,64,2,2,0,0,1,361,4,494,383,427,289,0,532,210,109,7,0,0,1
Mental Health Association of East Tennessee,Treatment Access Bank,$89334.00,205,25,20,69,103,124,9,0,196,166,188,3,0,9,8,4,72,150,46,0,26,76,82,0,65,18,89,18,60,85,67,40,10,15,15,80,8,62,56,13,48,51,984,235,239,458,393,0,793,170,4,4,5,3,4,1,922,9,53,185,363,227,209,728,16,157,38,9,20,16
Mental Health Association of East Tennessee,Mental Health Association of East Tennessee: Treatment Access Bank,$43653.00,439,13,23,390,117,3,5,287,261,343,53,9,2,5,6,1,127,69,426,0,87,54,93,9,89,22,2,84,27,23,40,17,9,17,50,41,4,63,22,8,87,91,939,575,316,270,34,319,209,180,176,201,10,123,36,4,73,485,381,162,712,75,0,273,276,314,57,3,6,10
Metro Drug Coalition,Metro Drug Coalition Recovery Housing Fund,$18185.00,345,13,11,91,341,269,0,11,44,210,103,8,3,2,4,15,154,308,336,0,61,18,64,85,35,78,47,15,92,78,91,13,48,3,95,44,13,34,94,84,51,15,1158,408,128,329,466,235,1038,89,24,6,0,0,0,1,884,75,199,295,600,30,233,121,423,128,61,143,121,161
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy for Justice Involved and Homeless Youth,$18517.00,85,19,24,9,7,81,3,84,80,51,82,1,2,1,6,8,10,66,15,0,51,84,50,63,2,27,16,38,38,9,6,6,95,90,39,60,81,57,5,96,66,50,1029,348,504,13,282,230,373,550,23,64,18,0,0,1,64,525,440,55,528,363,83,1028,0,0,0,0,0,1
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy Community Behavioral Initiative,$58857.00,260,38,2,63,233,25,5,151,87,148,209,7,3,9,1,7,21,159,126,0,97,87,3,11,63,29,12,97,7,71,68,36,99,65,77,58,33,28,40,1,85,62,1129,985,220,95,522,292,923,105,72,24,0,0,4,1,472,591,66,295,800,298,0,253,215,473,162,20,5,1
"My Daughters Journey, Inc.",My Daughters Journey Family Advocacy Program,$67533.00,234,19,16,71,225,84,2,224,98,150,203,0,4,9,2,5,86,143,195,0,70,7,3,67,36,26,52,68,71,65,89,59,80,68,5,47,57,85,74,53,37,61,1180,729,249,177,97,657,1166,1,3,6,3,0,0,1,733,324,123,562,610,99,0,484,488,92,58,38,3,17
"New Direction Health Care Solutions, Inc.",New Direction - Dealing With Loneliness and the Mental Health Implications,$34486.00,375,32,8,357,301,140,4,252,155,85,271,6,2,2,6,4,177,151,239,0,22,79,94,19,45,66,29,45,59,6,86,63,88,92,35,41,3,67,44,51,80,90,1204,455,360,149,502,193,150,477,142,84,15,324,6,6,887,205,112,293,479,506,0,12,230,70,698,118,62,14
"New Direction Health Care Solutions, Inc.",New Direction - Back to Basic Needs at Vaccine Clinics (The Period),$50072.00,176,14,10,53,104,86,9,26,156,146,90,5,9,1,1,4,52,28,43,0,68,19,42,37,79,3,6,60,20,66,10,47,44,55,12,16,68,49,65,17,79,70,932,24,223,38,349,322,767,19,12,13,0,80,22,19,755,38,139,315,534,249,0,795,85,47,1,2,1,1
Next Step Initiative,Community Outreach Program,$96903.00,3,45,21,0,0,1,4,2,0,2,1,4,1,4,8,19,0,1,2,0,97,86,50,23,41,83,83,8,95,91,24,74,84,94,39,65,48,23,7,56,19,0,1190,207,209,405,426,150,848,243,57,17,19,4,1,1,757,333,100,135,664,485,0,44,1002,128,9,0,3,4
Next Step Initiative,Trenches 2 Treatment / Community Outreach Program,$98140.00,459,16,9,194,414,334,8,259,219,279,405,1,4,6,0,2,117,374,193,0,89,90,24,25,31,52,77,3,20,76,21,19,96,72,66,1,98,11,19,2,26,46,964,517,28,88,87,761,668,78,88,67,4,9,26,24,784,154,26,402,544,418,0,693,269,0,1,0,0,1
"Nourish Knoxville, Inc",Nourish Community: Locally Grown Produce for At-Risk Community Members,$24518.00,203,13,15,56,82,51,8,91,52,146,162,3,7,8,9,0,47,136,26,0,38,19,96,49,49,60,75,77,88,11,17,29,62,74,19,64,8,42,60,11,58,39,1045,334,97,37,275,636,811,169,10,44,5,4,1,1,913,6,126,46,832,189,0,241,30,546,135,74,8,11
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$63657.00,495,20,1,2,343,238,7,452,479,440,89,3,6,0,6,0,139,489,306,0,73,81,61,95,37,79,53,53,94,2,22,55,64,52,22,81,98,95,61,96,80,51,1405,361,348,553,25,479,293,378,462,188,57,18,4,5,181,942,282,384,559,783,0,15,863,523,2,1,0,1
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$63645.00,390,40,20,244,217,294,8,175,182,317,82,3,4,8,2,17,129,89,67,0,99,74,64,90,52,5,11,15,55,92,68,49,68,96,35,3,79,32,38,87,84,3,1199,213,79,231,191,698,121,198,695,10,163,5,2,5,339,72,788,65,796,14,324,406,755,26,0,11,0,1
Shora Foundation,Academic Center,$52095.00,306,29,2,287,175,235,3,211,200,262,167,3,0,9,0,0,17,15,83,0,50,97,57,58,11,98,56,98,61,32,44,59,20,33,86,85,33,25,65,8,66,91,1233,1181,582,246,240,165,93,918,70,80,5,52,2,13,77,113,1043,568,529,457,0,454,112,4,458,144,26,35
Shora Foundation,Shora Foundation - Mental Health Division,$87470.00,349,35,7,148,2,346,3,126,83,264,239,7,7,8,0,7,17,55,133,0,95,53,52,55,92,69,43,32,74,73,84,26,69,96,40,42,56,98,82,60,68,12,1371,232,431,53,250,637,1352,1,5,5,4,3,0,1,776,557,38,46,1265,78,0,775,104,299,36,12,133,12
Shora Foundation,Shora Foundation Academic Center,$31430.00,355,9,4,157,114,155,9,82,312,297,347,8,1,4,1,1,35,164,221,0,46,76,95,16,26,9,4,27,36,27,18,16,85,41,25,26,64,71,60,76,46,75,965,114,45,418,199,303,817,27,109,3,0,7,0,2,555,194,216,439,382,524,0,234,647,81,0,1,0,2
"Soar Youth Ministries, dba Thrive Lonsdale",Thrive Afterschool and Summer Program Providing Nutritious Meals and Academic Support,$50432.00,407,9,18,253,363,381,8,343,304,195,362,7,7,5,9,2,112,207,403,0,63,30,19,5,97,74,9,56,22,90,67,30,48,34,93,94,70,26,26,69,6,18,1046,642,421,420,506,0,117,635,105,184,1,2,0,2,655,350,41,103,610,247,86,958,25,19,42,0,1,1
Solidarity Development and Light Association,Refugee family stabilization,$63461.00,189,3,6,54,2,98,4,5,127,102,106,8,3,3,4,5,1,69,38,0,85,21,94,27,60,14,26,95,25,42,78,79,78,4,66,39,24,57,28,96,53,74,1165,365,319,212,368,266,510,153,5,37,55,101,168,136,164,690,311,301,584,111,169,666,487,3,6,0,2,1
Spark,Spark A Journey,$9043.00,124,15,22,58,102,41,1,51,112,8,52,1,9,9,2,6,48,108,17,0,80,40,27,11,87,32,11,59,76,64,4,21,1,40,5,46,19,52,51,60,20,27,833,666,311,339,199,0,104,252,48,405,8,8,5,3,213,379,241,102,576,255,0,755,77,0,0,0,0,1
Susannah's House,Mothers in Recovery,$52911.00,172,9,4,113,28,28,6,100,74,105,28,9,3,8,8,7,59,170,151,0,98,57,7,33,40,39,37,21,43,32,51,97,76,33,66,85,5,60,65,50,60,22,1077,747,396,19,123,539,588,332,1,3,98,40,9,6,492,86,499,183,669,275,0,1,719,79,263,3,11,1
The Children's Center of Knoxville,Tuition Assistance for low-income/at risk families,$21765.00,397,44,1,386,297,163,5,206,325,212,22,5,3,2,1,8,25,26,273,0,80,92,6,51,91,37,88,63,18,16,45,51,61,14,57,2,10,95,25,43,37,62,1044,605,114,149,74,707,896,37,54,40,1,6,8,2,563,191,290,414,568,62,0,144,864,6,7,15,5,3
The Mend House Sober Living Community for Men,Healthy Living Through Sobriety,$35364.00,276,39,20,118,217,139,3,272,145,157,270,0,3,0,5,14,44,133,78,0,25,18,17,35,8,26,62,61,94,53,8,17,9,39,19,62,59,68,79,91,47,51,948,27,215,335,221,177,780,127,1,3,16,0,13,8,186,453,309,163,119,797,0,105,382,448,4,1,4,4
The Mend House Sober Living Community for Men,MEND(Mental & Emotional Needs Development),$20318.00,256,36,18,197,24,115,1,175,74,55,159,6,6,9,1,9,18,189,77,0,45,72,9,88,95,79,70,2,5,5,48,40,71,15,41,58,40,47,69,77,73,18,1067,784,189,423,310,145,491,523,43,4,3,2,0,1,503,488,76,60,864,152,0,972,27,24,18,5,8,13
"The Salvation Army, A Georgia Corporation",Emergency Assistance Program,$23213.00,156,2,22,64,30,58,8,92,112,138,94,9,2,1,3,7,3,154,9,0,34,1,94,9,70,11,14,19,45,43,97,89,42,29,10,63,70,31,81,47,76,77,1052,743,69,315,73,595,1001,43,3,4,0,0,0,1,860,170,22,298,579,260,0,227,165,72,314,233,20,21
Two Bikes,The Bike School,$35202.00,109,36,2,29,88,18,7,42,61,4,95,9,7,9,8,0,5,27,26,0,93,12,63,12,85,49,46,39,48,73,51,20,9,0,75,30,23,57,97,3,56,54,995,635,317,17,335,326,357,301,115,202,5,2,9,4,36,102,857,416,568,176,0,55,782,65,43,41,4,5
Wesley House Community Center,Wesley House Community Center’s expanding childcare and addressing food insecurity,$90842.00,130,17,6,80,23,4,5,125,122,85,7,7,1,9,0,18,30,50,30,0,48,67,71,7,57,68,59,19,15,91,51,74,69,49,15,92,69,8,94,31,56,98,1208,892,149,602,290,167,1009,115,35,18,0,22,1,8,220,768,220,435,518,503,0,1204,1,2,0,0,0,1
YWCA Knoxville and the Tennessee Valley,Phyllis Wheatley Center Emergency Needs Fund,$88009.00,353,34,10,101,323,351,6,261,96,325,90,3,9,7,5,16,115,237,309,0,82,59,51,38,83,10,14,31,53,61,12,99,71,2,74,54,99,34,85,17,13,60,1102,116,154,360,4,584,1006,72,21,0,0,0,2,1,737,79,286,266,178,72,586,455,45,336,82,180,2,2
YWCA Knoxville and the Tennessee Valley,Onsite Mental Health Expansion,$59397.00,468,48,15,421,112,461,4,262,68,412,155,7,1,7,8,2,208,260,186,0,98,64,92,95,5,65,91,13,3,29,89,33,6,51,98,74,21,23,51,17,90,47,1155,946,288,577,283,7,466,444,97,97,36,2,6,7,736,229,190,323,602,301,0,803,269,72,3,0,2,6
