Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
Helen Ross McNabb Center,Elevate Recovery School Peer Group,$32473.00,303,12,2,280,148,295,8,264,295,251,102,6,9,2,0,12,77,175,93,0,66,35,79,82,87,10,63,20,15,18,93,58,1,21,98,90,84,11,61,96,79,75,1242,45,310,136,316,480,775,73,232,133,4,12,12,1,1054,182,6,253,327,704,0,106,178,929,28,0,0,1
InterFaith Health Center,Expanded Mental Health Services for the Latinx Community & Other Underserved Groups,$18190.00,116,47,3,35,48,1,6,17,73,12,112,5,5,6,6,7,40,107,83,0,10,47,64,60,60,73,78,83,9,45,82,2,78,84,48,99,88,17,36,62,46,48,1219,673,185,397,600,37,269,440,305,120,70,4,6,5,1172,18,29,75,666,62,416,438,56,342,29,186,112,56
"Karate Five Association, Inc.","Fighting to Save Lives thru the Mental, Physical and Emotional Training Disciplines of Martial Arts",$2836.00,395,0,0,55,233,260,1,131,82,45,135,5,3,0,9,10,192,237,288,0,11,34,93,33,63,75,80,71,17,37,61,56,82,72,76,16,85,90,92,32,58,67,1301,1168,20,382,631,268,1166,80,52,2,0,0,0,1,510,240,551,106,406,646,143,1068,123,6,9,16,2,77
"Karate Five Association, Inc.","Fighting to Save Lives through the Mental, Physical and Emotional Training Disciplines",$2558.00,41,2,21,32,32,17,6,36,12,4,0,3,7,3,7,10,14,36,12,0,6,50,39,20,2,57,48,57,20,54,87,42,82,88,97,73,33,83,87,26,67,78,1196,451,304,42,416,434,880,263,14,18,14,4,2,1,555,392,249,169,80,79,868,53,910,189,43,0,0,1
Knox County Schools PTA Clothing Center,KNOX COUNTY SCHOOLS CLOTHING CENTER PTA,$5746.00,57,37,14,38,54,23,4,22,48,30,52,4,4,6,4,5,6,37,53,0,82,94,8,97,52,26,89,42,46,67,15,35,4,48,11,60,14,90,60,34,59,0,1033,89,112,85,505,331,305,396,15,29,125,137,5,21,461,40,532,353,591,100,0,418,518,35,12,3,30,17
Knoxville - Knox County CAC,Homeward Bound Rental Assistance Program,$32523.00,333,0,18,210,189,94,5,36,127,61,273,5,2,0,7,9,20,11,240,0,27,9,40,7,65,26,69,88,68,79,63,47,99,57,25,52,51,83,20,32,9,27,1043,36,274,479,46,244,743,291,1,5,1,0,1,1,609,33,401,235,321,715,0,140,264,324,122,185,0,8
Knoxville - Knox County Community Action Committee for Affordable Neighborhoods - CAAN,Nutritional Supplements for At-Risk Older Adults,$40219.00,42,48,13,19,23,8,6,17,31,15,7,5,6,1,1,8,1,7,41,0,6,2,79,76,56,60,0,76,41,19,71,54,20,35,26,22,88,59,3,97,52,49,991,161,331,129,132,399,215,647,30,79,14,4,0,2,177,443,371,267,507,408,0,497,293,82,92,26,0,1
Knoxville Internationals Network-KIN,ELL Summer Camp,$86545.00,498,16,2,221,24,78,9,360,218,457,460,5,8,0,9,16,199,232,467,0,16,61,67,5,85,80,51,16,64,56,84,15,30,71,33,80,77,36,6,38,6,14,991,876,17,305,375,294,180,2,403,225,41,21,41,78,87,77,827,433,73,613,0,844,123,15,4,1,3,1
Knoxville Leadership Foundation,Compassion Coalition - Gap Needs,$70899.00,42,11,20,17,36,10,7,1,20,21,12,2,2,5,2,2,18,2,32,0,63,51,36,37,87,25,52,16,83,89,93,47,79,27,44,76,30,21,44,53,48,27,1128,368,556,141,556,0,751,316,39,11,8,1,0,2,344,549,235,500,249,298,81,959,42,121,4,1,0,1
Legal Aid of East Tennessee,Mental Health Law Partnership,$80389.00,488,26,0,8,128,30,4,339,351,420,100,2,6,3,1,3,214,320,203,0,1,21,7,71,77,72,53,11,96,19,6,8,78,37,42,42,12,6,74,11,10,21,775,608,277,371,6,121,772,2,0,0,0,0,0,1,361,340,74,339,80,546,0,440,187,119,9,12,2,6
Legal Aid of East Tennessee,Housing Stability for Low-Income Knoxvillians,$65334.00,205,8,4,68,33,116,5,43,67,135,153,0,7,5,4,0,35,88,157,0,46,20,49,26,96,1,36,75,20,0,51,90,20,55,11,26,25,18,97,52,25,57,896,496,426,73,438,0,663,30,44,93,43,15,2,6,274,604,18,122,590,120,64,350,484,42,12,7,0,1
Little Oaks Academy,Little Oaks Academy Tuition Scholarship,$32259.00,309,11,20,239,188,270,4,55,221,270,148,0,7,3,9,19,82,242,152,0,56,31,17,7,52,91,67,91,95,86,77,69,56,1,18,67,57,57,3,33,62,45,1138,221,411,49,327,351,888,64,124,32,5,3,12,10,784,246,108,489,51,917,0,125,558,51,368,3,11,22
Mental Health Association of East Tennessee,Treatment Access Bank,$9062.00,493,32,13,86,413,247,7,5,117,168,345,4,8,7,4,16,131,382,176,0,23,81,50,28,75,36,62,7,3,51,52,22,46,21,83,93,45,85,68,65,97,94,1187,516,548,524,148,0,305,386,77,28,362,11,1,17,727,361,99,373,468,619,0,301,455,425,0,1,2,3
Mental Health Association of East Tennessee,Mental Health Association of East Tennessee: Treatment Access Bank,$14733.00,298,49,18,39,174,151,6,97,279,188,202,3,2,8,7,14,34,285,275,0,44,43,50,48,7,88,17,48,59,81,4,30,20,3,72,36,44,20,46,86,93,29,968,168,200,191,305,272,526,89,163,15,170,0,1,4,508,251,209,142,590,349,0,75,398,307,133,2,6,47
Metro Drug Coalition,Metro Drug Coalition Recovery Housing Fund,$85715.00,282,33,5,222,140,29,1,191,36,47,37,7,1,1,3,7,80,131,25,0,26,25,76,87,72,42,31,48,77,52,4,46,15,8,79,46,25,89,18,47,94,2,1009,158,241,223,343,202,348,464,190,5,0,1,0,1,555,437,17,263,270,486,0,863,31,84,23,6,1,1
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy for Justice Involved and Homeless Youth,$60714.00,244,18,18,24,80,129,5,96,155,68,55,9,1,3,6,6,96,186,223,0,62,74,48,53,38,23,77,1,74,28,99,90,48,98,83,38,0,79,91,64,21,99,1288,515,149,210,569,360,171,952,152,7,1,4,0,1,1022,98,168,121,416,36,715,843,373,7,49,15,0,1
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy Community Behavioral Initiative,$13008.00,366,46,8,12,125,277,9,61,26,144,364,1,7,9,4,7,125,363,98,0,89,22,40,86,14,38,38,26,30,3,20,42,39,84,13,37,76,75,19,69,25,7,892,133,158,86,214,434,821,47,23,0,0,0,0,1,480,204,208,43,267,338,244,327,504,52,6,0,2,1
"My Daughters Journey, Inc.",My Daughters Journey Family Advocacy Program,$79790.00,250,8,14,172,55,243,1,214,32,155,157,7,1,1,7,5,117,31,169,0,83,2,46,80,3,91,18,19,19,63,21,11,71,1,37,92,20,32,22,45,10,44,830,550,141,230,385,74,127,2,121,453,79,6,21,21,189,277,364,2,0,154,674,308,430,2,65,2,20,3
"New Direction Health Care Solutions, Inc.",New Direction - Dealing With Loneliness and the Mental Health Implications,$77590.00,4,8,9,0,0,0,5,0,3,3,1,8,8,0,9,8,1,0,2,0,25,74,18,87,67,56,82,99,38,45,81,15,3,13,7,19,97,94,97,37,21,21,1096,778,136,303,357,300,140,373,507,56,17,1,1,1,204,59,833,10,647,414,25,275,360,402,30,13,1,15
"New Direction Health Care Solutions, Inc.",New Direction - Back to Basic Needs at Vaccine Clinics (The Period),$69455.00,275,30,13,128,122,80,3,223,89,72,116,3,8,7,1,18,65,157,48,0,69,40,92,65,93,8,69,44,81,72,83,4,1,56,66,90,58,15,26,16,81,73,1202,8,68,355,436,343,80,600,250,21,244,4,0,3,42,678,482,529,259,584,0,515,516,36,65,32,11,27
Next Step Initiative,Community Outreach Program,$33093.00,22,21,23,14,2,4,6,0,15,2,9,4,9,1,8,17,8,18,21,0,30,49,49,47,13,18,24,9,81,39,45,2,2,95,55,34,6,32,91,73,24,57,875,783,306,150,330,89,226,640,0,8,0,0,0,1,570,256,49,404,404,363,0,581,32,83,16,20,64,79
Next Step Initiative,Trenches 2 Treatment / Community Outreach Program,$53.00,469,6,21,193,9,213,9,368,371,449,182,9,6,7,3,10,70,302,457,0,98,14,8,55,5,48,81,57,68,38,16,58,16,10,85,47,41,30,93,75,11,61,1015,320,6,44,434,531,996,8,2,7,0,1,0,1,779,129,107,343,312,12,348,571,160,121,141,13,2,7
"Nourish Knoxville, Inc",Nourish Community: Locally Grown Produce for At-Risk Community Members,$26420.00,217,9,7,124,81,152,9,185,28,100,210,5,6,8,7,12,62,107,4,0,35,92,15,32,71,35,7,26,41,52,51,30,38,99,33,36,64,46,69,38,29,74,1013,565,365,250,362,36,225,767,3,0,6,6,3,3,989,0,24,284,11,440,278,709,53,169,56,21,2,3
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$21840.00,196,4,3,69,131,158,3,168,164,40,9,3,8,4,9,1,92,77,122,0,33,81,48,48,77,90,9,30,15,39,94,96,9,84,12,57,91,7,20,6,78,44,1068,817,367,98,9,594,108,269,648,17,4,13,3,6,602,327,139,179,329,150,410,248,644,149,15,11,0,1
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$3146.00,45,6,1,8,9,35,5,36,29,30,6,8,7,2,0,12,9,28,6,0,92,64,51,69,22,18,45,20,83,44,29,83,68,11,49,95,77,98,68,22,48,39,1195,720,15,428,597,155,428,649,58,30,25,1,3,1,888,298,9,507,432,351,0,269,590,127,182,22,3,2
Shora Foundation,Academic Center,$72660.00,12,15,9,3,0,6,8,2,10,3,5,3,3,0,0,19,1,9,4,0,51,56,72,59,0,88,24,16,45,68,0,62,47,69,31,57,41,88,32,11,74,20,1011,694,155,181,187,488,785,28,117,47,26,2,1,5,222,216,573,177,192,524,118,434,404,43,117,9,2,2
Shora Foundation,Shora Foundation - Mental Health Division,$84170.00,68,24,22,61,48,11,8,9,24,58,34,8,6,3,1,0,16,54,31,0,24,21,43,12,59,8,95,59,68,7,57,39,6,50,3,83,58,45,65,35,14,4,855,140,163,225,389,78,414,259,118,10,37,1,10,6,528,218,109,410,318,391,0,650,202,2,0,0,0,1
Shora Foundation,Shora Foundation Academic Center,$74114.00,467,0,1,73,8,76,7,198,287,145,157,9,9,8,4,3,149,337,27,0,73,88,48,92,43,43,22,96,56,36,63,54,68,69,6,43,60,7,32,45,3,88,1135,113,212,153,370,400,819,254,21,3,14,4,12,8,23,19,1093,122,541,417,55,746,44,13,152,147,14,19
"Soar Youth Ministries, dba Thrive Lonsdale",Thrive Afterschool and Summer Program Providing Nutritious Meals and Academic Support,$32559.00,414,35,18,339,237,312,8,175,2,218,261,7,7,9,2,2,10,40,204,0,99,42,63,54,30,98,95,42,19,38,56,0,63,61,26,96,98,65,10,59,21,28,1163,303,143,456,223,341,297,738,127,0,0,0,0,1,313,776,74,550,469,571,0,492,625,25,14,4,1,2
Solidarity Development and Light Association,Refugee family stabilization,$47824.00,159,12,14,117,152,129,1,127,94,44,115,3,5,7,4,17,45,25,144,0,70,11,77,0,86,32,61,12,31,77,20,80,42,64,79,94,85,93,78,94,0,92,1278,1223,11,294,471,502,829,385,39,7,17,0,0,1,759,20,499,338,484,691,0,149,807,35,117,62,70,38
Spark,Spark A Journey,$31646.00,214,2,16,181,72,105,7,31,110,103,35,9,1,2,0,8,104,170,100,0,0,75,26,11,99,99,50,56,5,18,20,93,37,44,86,10,84,74,40,81,8,69,1085,288,66,227,483,309,989,10,37,27,15,4,2,1,218,371,496,483,106,108,388,829,111,20,50,21,50,4
Susannah's House,Mothers in Recovery,$65058.00,191,40,23,83,35,166,9,49,179,159,95,0,8,2,6,2,18,27,120,0,38,33,12,15,57,38,88,28,7,54,89,71,85,49,71,27,61,39,25,71,27,27,1012,718,8,198,111,695,770,16,65,5,106,16,2,32,529,99,384,315,576,211,0,536,427,44,0,1,2,2
The Children's Center of Knoxville,Tuition Assistance for low-income/at risk families,$58641.00,19,20,17,7,9,15,3,16,8,6,5,9,9,3,3,7,3,7,17,0,8,42,21,92,36,0,88,43,25,21,47,76,45,65,9,11,54,1,96,83,26,13,902,632,15,374,47,466,257,452,8,44,65,14,3,59,145,410,347,29,392,15,466,579,303,18,0,0,0,2
The Mend House Sober Living Community for Men,Healthy Living Through Sobriety,$18037.00,89,1,15,51,88,87,2,33,68,41,64,9,6,8,6,16,29,77,61,0,53,95,9,91,8,72,51,74,27,68,77,13,0,85,35,25,98,8,18,49,27,7,990,814,87,306,485,112,249,472,213,23,30,1,1,1,93,844,53,263,690,70,0,869,11,0,70,17,13,10
The Mend House Sober Living Community for Men,MEND(Mental & Emotional Needs Development),$99839.00,99,5,17,43,69,3,3,35,29,61,75,6,7,3,0,19,43,6,2,0,23,74,34,46,93,76,82,52,26,58,12,49,85,6,81,82,95,96,69,35,4,70,1248,518,606,121,336,185,406,334,49,190,86,108,49,26,628,255,365,386,679,421,0,188,428,44,58,269,81,180
"The Salvation Army, A Georgia Corporation",Emergency Assistance Program,$33722.00,127,0,2,19,104,52,9,123,65,48,81,6,4,2,8,1,52,110,105,0,33,9,26,81,42,23,47,49,97,95,50,63,85,85,91,8,42,74,28,74,95,73,1270,625,69,169,246,786,839,44,379,3,2,1,1,1,31,1203,36,42,99,358,771,735,358,149,26,1,0,1
Two Bikes,The Bike School,$20734.00,480,43,2,173,113,33,5,4,14,150,23,5,0,5,3,17,140,429,80,0,49,21,57,85,9,80,52,47,79,34,63,33,70,15,52,29,87,72,54,58,34,93,1173,829,42,239,362,530,141,537,10,452,23,9,0,1,652,390,131,519,83,152,419,614,34,10,335,45,111,24
Wesley House Community Center,Wesley House Community Center’s expanding childcare and addressing food insecurity,$15485.00,451,16,3,259,368,217,8,359,188,132,390,4,3,9,4,9,218,362,373,0,94,96,36,37,9,32,24,36,23,36,41,7,93,17,80,7,59,87,45,57,14,33,963,615,473,162,76,252,554,402,4,1,1,0,0,1,820,10,133,363,581,6,13,6,543,265,37,50,43,19
YWCA Knoxville and the Tennessee Valley,Phyllis Wheatley Center Emergency Needs Fund,$27476.00,461,22,15,289,435,13,3,189,246,165,268,8,8,2,6,15,157,26,150,0,16,21,58,96,46,37,90,81,31,58,28,2,51,19,99,28,57,42,4,81,38,7,990,758,140,376,227,247,970,9,7,3,0,0,0,1,685,97,208,482,465,521,0,43,530,407,3,1,1,5
YWCA Knoxville and the Tennessee Valley,Onsite Mental Health Expansion,$52043.00,219,16,16,20,74,150,0,39,78,130,161,2,9,5,4,2,21,114,110,0,77,82,36,74,29,22,67,46,39,56,49,25,97,22,23,42,22,5,50,93,24,8,988,709,173,294,434,87,808,80,28,17,6,44,3,2,227,538,223,436,533,102,0,714,127,146,0,0,0,1
