Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
Knox County Schools PTA Clothing Center,KNOX COUNTY SCHOOLS CLOTHING CENTER PTA,$43128.00,469,44,14,276,0,468,1,234,244,403,407,0,3,4,3,18,126,353,335,0,39,91,23,35,20,21,13,93,24,12,79,71,55,87,40,43,91,78,75,58,98,94,1240,595,505,310,236,189,1107,4,86,16,19,6,1,1,364,31,845,255,89,149,747,903,23,153,155,4,1,1
Knoxville - Knox County CAC,Homeward Bound Rental Assistance Program,$59744.00,130,49,7,6,74,48,8,65,108,86,42,2,8,6,1,16,8,50,2,0,60,62,36,68,6,92,76,60,59,58,73,52,71,94,95,48,69,57,34,56,19,70,1315,916,471,142,499,203,987,184,29,114,0,0,0,1,153,137,1025,621,58,521,115,562,657,32,7,36,12,9
Knoxville - Knox County Community Action Committee for Affordable Neighborhoods - CAAN,Nutritional Supplements for At-Risk Older Adults,$99790.00,405,18,8,382,331,159,2,74,354,335,366,9,4,6,2,1,98,192,250,0,35,62,25,31,42,41,15,26,39,69,85,84,89,72,52,75,88,63,58,88,87,95,1321,536,270,388,244,419,725,478,99,7,6,4,1,1,556,370,395,277,580,152,312,254,432,106,391,35,81,22
Knoxville Internationals Network-KIN,ELL Summer Camp,$4847.00,385,41,12,320,166,27,9,161,45,336,99,4,4,8,8,17,130,137,114,0,99,26,34,61,13,46,91,48,47,0,65,55,66,30,19,63,54,65,34,22,18,85,1041,283,160,224,41,616,306,592,124,17,0,0,1,1,759,18,264,483,38,664,0,130,91,207,256,273,44,40
Knoxville Leadership Foundation,Compassion Coalition - Gap Needs,$79541.00,352,10,16,103,208,209,3,331,286,91,134,1,3,7,7,1,172,74,237,0,93,62,26,36,5,44,28,70,98,53,41,73,83,28,80,7,41,28,54,86,35,53,1124,965,283,140,472,229,116,162,712,51,41,16,2,24,62,653,409,273,547,363,0,141,937,20,4,6,0,16
Legal Aid of East Tennessee,Mental Health Law Partnership,$53091.00,274,5,15,149,76,16,5,14,188,89,252,6,4,7,8,13,56,125,118,0,84,97,1,91,16,83,22,41,34,37,9,56,21,12,15,14,89,56,25,78,12,25,918,744,52,296,12,558,43,422,163,225,64,0,0,1,612,239,67,332,73,226,287,332,153,190,79,88,62,14
Legal Aid of East Tennessee,Housing Stability for Low-Income Knoxvillians,$17040.00,190,9,24,9,46,99,9,69,153,57,136,6,1,3,3,17,58,183,97,0,19,77,70,12,73,19,87,87,24,40,11,67,22,6,69,4,88,55,79,2,60,0,971,9,183,94,460,234,578,283,102,2,1,3,0,2,487,378,106,20,142,98,711,297,267,229,7,66,57,48
Little Oaks Academy,Little Oaks Academy Tuition Scholarship,$68764.00,34,35,17,32,14,30,0,11,19,32,19,6,8,8,6,17,10,19,4,0,61,73,32,54,31,4,97,3,32,71,67,39,94,65,64,33,53,75,35,35,81,19,1118,1080,114,260,36,708,320,523,72,158,24,20,0,1,409,475,234,215,575,180,148,721,101,2,188,57,2,47
Mental Health Association of East Tennessee,Treatment Access Bank,$34998.00,463,45,19,5,213,368,0,370,64,135,157,1,1,5,5,11,27,316,376,0,20,18,86,23,84,90,6,23,99,75,83,37,91,30,40,37,87,95,72,44,17,64,1221,303,572,244,303,102,357,322,62,313,65,50,8,44,745,76,400,99,368,765,0,382,569,180,16,5,0,69
Mental Health Association of East Tennessee,Mental Health Association of East Tennessee: Treatment Access Bank,$4900.00,254,32,13,124,150,204,5,76,140,54,151,2,3,9,9,1,114,47,84,0,54,92,36,65,4,31,43,69,85,31,9,67,67,28,90,26,41,47,92,27,26,78,1108,827,399,167,365,177,1007,47,34,0,16,2,0,2,792,135,181,432,387,663,0,473,342,187,9,10,20,67
Metro Drug Coalition,Metro Drug Coalition Recovery Housing Fund,$47538.00,361,11,16,220,123,219,5,325,251,301,148,7,8,5,5,7,166,231,6,0,21,59,25,41,91,16,2,9,48,84,2,44,74,12,52,11,82,91,61,38,51,9,923,489,308,347,231,37,390,96,189,110,5,118,9,6,225,556,142,148,709,119,0,615,52,112,3,26,53,62
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy for Justice Involved and Homeless Youth,$60923.00,459,16,13,24,174,71,2,209,8,31,106,0,3,6,8,2,13,170,338,0,61,83,63,96,72,89,47,66,44,11,72,23,87,83,25,24,20,49,16,62,6,41,1140,666,301,158,537,144,849,280,3,6,0,1,0,1,652,191,297,290,513,333,4,1118,12,9,0,0,0,1
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy Community Behavioral Initiative,$99864.00,318,43,3,43,102,42,5,312,33,63,7,7,0,9,0,17,0,312,216,0,77,25,72,62,53,87,13,23,52,47,51,17,90,56,4,46,28,61,45,84,18,76,1087,203,286,204,298,299,445,329,226,61,2,10,12,2,772,266,49,72,602,143,270,886,145,49,5,0,1,1
"My Daughters Journey, Inc.",My Daughters Journey Family Advocacy Program,$90028.00,270,19,4,220,150,264,4,264,180,96,113,4,5,8,3,11,92,45,64,0,79,8,61,97,23,90,81,46,74,23,98,64,11,35,56,54,60,31,53,14,52,31,1141,112,436,370,389,0,718,134,95,29,35,61,41,28,1055,22,64,13,1110,20,0,568,148,113,306,2,2,2
"New Direction Health Care Solutions, Inc.",New Direction - Dealing With Loneliness and the Mental Health Implications,$16930.00,203,26,11,13,28,62,1,104,193,87,64,0,8,0,4,7,22,99,168,0,5,38,95,91,19,65,77,74,28,78,6,40,68,74,65,46,90,73,86,81,72,40,1311,889,456,224,511,120,915,101,210,74,6,3,1,1,425,185,701,463,72,83,693,484,650,53,123,0,0,1
"New Direction Health Care Solutions, Inc.",New Direction - Back to Basic Needs at Vaccine Clinics (The Period),$24383.00,441,7,0,4,306,125,7,2,262,32,115,9,9,3,2,19,165,255,418,0,83,81,38,48,98,38,48,73,48,91,83,11,98,55,24,45,9,43,43,51,3,4,1115,464,294,258,39,524,522,295,61,229,3,4,0,1,888,54,173,115,509,81,410,851,248,2,10,1,2,1
Next Step Initiative,Community Outreach Program,$52121.00,480,33,10,335,258,134,6,99,449,360,349,7,0,4,1,1,132,103,305,0,81,84,2,23,49,39,8,32,18,2,4,30,0,44,12,28,53,26,6,79,48,47,715,702,356,218,112,29,34,98,104,460,0,7,5,7,523,175,17,89,110,66,450,389,168,37,55,1,11,54
Next Step Initiative,Trenches 2 Treatment / Community Outreach Program,$70954.00,83,45,15,57,45,10,8,30,25,4,12,5,2,6,1,18,21,24,66,0,21,71,65,58,27,13,25,37,94,4,23,75,17,37,50,36,14,76,27,98,87,45,1000,460,69,318,89,524,727,246,24,1,1,0,0,1,590,225,185,127,88,145,640,416,500,76,6,0,1,1
"Nourish Knoxville, Inc",Nourish Community: Locally Grown Produce for At-Risk Community Members,$42210.00,138,13,12,125,103,10,0,65,123,41,66,3,2,0,8,9,6,35,8,0,82,70,34,94,1,50,20,47,24,95,52,19,7,50,35,23,66,25,24,16,70,0,904,167,354,433,1,116,732,90,55,24,2,0,0,1,808,64,32,279,564,32,29,246,129,74,150,94,119,92
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$95206.00,151,34,23,46,34,149,3,21,79,58,50,5,7,7,8,1,29,142,12,0,81,2,88,96,56,46,8,53,80,11,40,92,83,60,5,34,60,70,14,32,65,19,1095,766,16,473,181,425,256,291,444,98,5,0,0,1,422,518,155,440,445,20,190,466,214,114,119,109,33,40
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$31638.00,216,17,12,201,124,133,2,6,134,211,101,4,5,2,0,1,5,188,95,0,25,83,18,41,13,25,7,9,5,40,39,36,56,53,13,57,97,57,32,48,30,69,853,797,245,133,170,305,170,8,607,5,61,0,0,2,837,12,4,254,122,689,0,661,63,7,33,65,6,18
Shora Foundation,Academic Center,$37330.00,488,33,22,363,377,451,0,382,269,138,151,8,7,6,8,12,139,124,245,0,59,18,57,41,43,74,66,14,84,67,19,64,39,73,64,54,18,80,99,61,94,65,1253,825,601,520,595,0,843,27,212,6,129,34,1,1,391,492,370,311,857,280,0,267,780,193,9,0,2,2
Shora Foundation,Shora Foundation - Mental Health Division,$77842.00,224,22,17,45,177,180,4,38,165,85,120,7,9,9,1,14,12,88,24,0,42,65,16,40,33,98,43,93,6,32,95,32,43,57,18,49,66,84,22,13,2,81,1030,179,190,355,253,232,765,98,156,0,8,0,2,1,433,337,260,436,554,31,9,378,35,206,400,2,2,7
Shora Foundation,Shora Foundation Academic Center,$38174.00,356,8,16,289,126,220,0,296,195,153,301,4,5,6,3,9,67,236,355,0,92,21,57,58,38,71,7,83,54,91,24,57,36,94,94,60,5,68,71,97,17,22,1217,819,214,307,504,192,140,263,786,15,9,2,1,1,513,512,192,455,198,20,544,191,1020,1,2,1,1,1
"Soar Youth Ministries, dba Thrive Lonsdale",Thrive Afterschool and Summer Program Providing Nutritious Meals and Academic Support,$81609.00,278,13,8,193,234,227,2,258,169,72,230,8,2,4,3,2,14,185,201,0,95,6,1,84,12,42,26,18,74,3,34,64,77,93,55,23,86,96,26,23,64,24,1026,518,168,250,36,572,920,4,81,3,16,1,0,1,251,705,70,376,507,163,0,579,304,92,28,13,2,8
Solidarity Development and Light Association,Refugee family stabilization,$98165.00,210,30,13,131,95,136,7,10,75,197,160,5,3,3,6,7,94,130,90,0,86,59,38,10,50,41,1,98,39,59,70,19,43,58,86,46,99,95,91,90,82,6,1266,1213,200,305,486,275,902,58,245,54,2,1,0,4,84,444,738,528,181,598,0,181,609,276,56,143,0,1
Spark,Spark A Journey,$49081.00,377,28,18,294,368,20,4,340,102,147,130,1,7,7,6,15,141,136,202,0,67,17,12,27,45,82,99,72,40,4,66,36,79,17,34,93,81,55,56,90,51,28,1151,274,375,214,135,427,1111,5,5,2,14,9,0,5,118,942,91,478,249,347,77,958,186,0,5,1,0,1
Susannah's House,Mothers in Recovery,$76752.00,27,42,11,17,23,11,1,3,25,8,20,2,6,9,5,8,4,23,7,0,66,97,57,66,1,11,36,0,85,64,64,25,41,33,93,74,23,56,94,55,94,85,1220,86,338,407,348,127,216,886,85,21,9,2,0,1,937,219,64,238,773,135,74,782,300,32,3,63,7,33
The Children's Center of Knoxville,Tuition Assistance for low-income/at risk families,$86725.00,69,40,22,33,17,39,8,20,3,64,16,6,5,1,5,11,10,35,67,0,64,82,98,82,49,64,2,70,94,57,55,95,35,12,46,44,76,45,61,89,47,93,1360,856,603,113,651,0,175,918,16,242,8,0,0,1,844,272,244,215,128,487,530,916,135,211,63,12,14,9
The Mend House Sober Living Community for Men,Healthy Living Through Sobriety,$67563.00,430,4,17,193,337,42,4,412,49,269,6,2,8,3,8,3,167,361,185,0,92,64,43,9,24,5,62,38,98,76,94,30,61,9,58,57,8,58,22,34,15,13,970,690,260,120,91,499,659,248,21,15,26,0,0,1,359,386,225,57,213,627,73,689,177,8,56,28,0,12
The Mend House Sober Living Community for Men,MEND(Mental & Emotional Needs Development),$15611.00,18,12,23,5,12,9,3,1,6,4,0,7,4,2,4,15,3,8,12,0,32,78,98,88,94,59,47,30,64,23,86,77,81,78,63,43,1,1,69,55,8,63,1238,36,597,177,150,314,335,662,157,2,29,26,2,25,543,525,170,202,589,618,0,208,46,72,479,416,4,13
"The Salvation Army, A Georgia Corporation",Emergency Assistance Program,$14745.00,466,3,20,103,249,298,8,162,405,189,113,6,4,4,8,11,44,123,326,0,17,52,99,10,13,41,24,7,47,27,56,91,9,93,30,12,90,24,85,19,62,80,988,60,254,366,215,153,665,247,9,7,42,10,7,1,703,38,247,426,199,69,294,554,331,59,18,2,0,24
Two Bikes,The Bike School,$33839.00,382,28,18,110,345,9,2,314,366,57,329,3,2,6,6,17,15,217,164,0,34,95,56,37,47,17,84,18,15,24,86,56,40,44,68,8,58,31,89,68,58,96,1129,542,177,460,27,465,855,78,10,92,6,33,42,13,1043,52,34,319,152,920,0,1014,101,7,3,0,0,4
Wesley House Community Center,Wesley House Community Center’s expanding childcare and addressing food insecurity,$39314.00,198,19,23,107,194,197,1,156,142,174,181,8,1,3,3,9,2,165,56,0,32,86,36,70,79,72,26,67,36,70,19,30,80,73,33,21,44,81,14,18,69,52,1108,451,167,353,349,239,706,288,15,97,1,0,0,1,354,89,665,402,231,27,448,120,413,293,165,101,10,6
YWCA Knoxville and the Tennessee Valley,Phyllis Wheatley Center Emergency Needs Fund,$20816.00,373,1,6,304,286,241,1,230,111,223,74,8,7,7,0,1,106,342,89,0,44,37,51,7,86,59,57,31,89,23,18,82,87,73,46,34,70,85,14,63,7,65,1128,150,499,534,95,0,1056,58,2,10,1,0,0,1,938,185,5,85,463,232,348,13,493,97,356,134,32,3
YWCA Knoxville and the Tennessee Valley,Onsite Mental Health Expansion,$25547.00,217,3,18,51,31,135,2,174,168,135,147,9,7,3,6,12,38,133,78,0,77,44,49,83,68,68,84,11,38,46,11,53,58,42,42,33,87,60,14,41,88,9,1106,937,66,36,62,942,1090,14,0,0,0,0,1,1,22,382,702,105,876,13,112,832,105,5,129,20,9,6
