Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy for Justice Involved and Homeless Youth,$43559.00,246,38,23,101,237,53,8,75,34,74,204,5,6,7,2,18,63,217,81,0,24,32,90,57,55,78,44,33,19,96,5,14,63,0,95,28,28,84,80,80,34,35,1074,50,96,245,384,349,628,441,3,1,0,0,0,1,546,334,194,302,22,998,0,136,774,91,2,66,2,3
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy Community Behavioral Initiative,$27727.00,294,24,12,157,139,204,4,215,267,172,223,9,2,3,1,16,65,1,281,0,87,84,67,15,80,48,86,92,95,94,31,57,7,69,61,83,85,73,67,97,96,48,1522,232,580,143,295,504,951,506,42,15,1,2,3,2,1514,4,4,398,605,283,236,861,592,45,18,1,1,4
"My Daughters Journey, Inc.",My Daughters Journey Family Advocacy Program,$43791.00,405,1,20,12,24,380,8,119,161,8,20,5,3,5,2,11,25,94,326,0,8,48,48,54,60,45,99,96,29,39,0,39,66,25,40,55,69,93,90,22,76,14,1115,516,220,147,377,371,811,60,174,5,29,28,4,4,286,7,822,463,151,146,355,853,235,26,0,0,0,1
"New Direction Health Care Solutions, Inc.",New Direction - Dealing With Loneliness and the Mental Health Implications,$28142.00,56,13,0,22,45,50,6,7,30,45,46,0,5,8,4,5,8,41,47,0,87,66,23,22,12,58,64,39,79,96,2,99,20,28,44,5,60,15,63,48,62,57,1049,372,361,330,115,243,65,612,31,39,173,41,76,12,558,149,342,385,271,59,334,430,423,163,3,0,0,30
"New Direction Health Care Solutions, Inc.",New Direction - Back to Basic Needs at Vaccine Clinics (The Period),$34762.00,48,32,11,34,46,24,7,6,5,24,30,0,4,0,1,2,20,0,23,0,43,80,13,55,11,24,50,16,63,95,19,14,67,81,93,89,42,19,88,65,42,94,1163,1102,280,439,110,334,208,772,46,35,16,31,42,13,44,683,436,472,125,767,0,460,600,59,4,8,24,8
Next Step Initiative,Community Outreach Program,$39014.00,260,8,12,18,201,88,5,247,161,119,84,6,9,4,6,8,124,43,60,0,45,36,12,61,73,88,23,56,63,54,70,26,31,43,70,19,85,45,41,70,10,2,1023,3,257,363,363,40,400,411,108,22,11,19,34,18,948,13,62,268,243,533,0,152,62,228,178,22,20,361
Next Step Initiative,Trenches 2 Treatment / Community Outreach Program,$17153.00,332,10,7,307,92,248,5,134,28,222,309,3,1,8,9,19,46,45,181,0,2,43,52,34,44,77,93,67,98,37,23,30,91,14,52,94,73,21,39,28,4,6,1022,673,196,0,95,731,781,234,1,4,0,1,0,1,731,231,60,298,71,610,43,336,264,373,10,8,11,20
"Nourish Knoxville, Inc",Nourish Community: Locally Grown Produce for At-Risk Community Members,$73317.00,205,1,10,159,34,116,1,8,50,134,177,0,0,0,3,19,100,111,5,0,35,89,44,48,73,43,50,40,14,31,32,16,98,89,18,63,97,58,2,48,48,46,1082,707,204,93,371,414,138,226,0,547,127,33,3,8,802,100,180,479,512,354,0,505,294,222,35,7,15,4
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$56341.00,18,20,22,8,10,6,7,3,0,14,13,7,2,7,7,5,0,13,16,0,81,95,54,33,54,36,76,28,21,10,73,54,37,83,34,3,81,57,47,59,19,35,1070,653,263,314,44,449,489,146,26,211,22,125,30,21,192,196,682,297,129,924,0,800,117,51,49,10,1,42
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$10515.00,170,26,8,46,65,12,1,130,163,47,139,9,2,0,4,3,15,45,122,0,43,16,91,17,91,74,10,8,28,31,62,99,1,61,0,0,52,52,17,49,47,70,919,764,54,302,5,558,64,293,400,7,66,34,13,42,291,96,532,156,402,88,273,205,237,19,260,179,15,4
Shora Foundation,Academic Center,$65952.00,429,27,15,321,231,130,1,333,420,186,130,4,9,2,4,15,203,355,36,0,74,45,26,1,40,87,23,23,33,66,46,55,44,77,55,44,90,8,98,61,42,14,1052,1013,51,428,50,523,937,67,46,1,0,0,0,1,746,48,258,269,59,594,130,878,21,82,15,46,2,8
Shora Foundation,Shora Foundation - Mental Health Division,$51982.00,328,36,22,85,268,42,8,198,214,169,246,6,0,4,9,9,73,129,207,0,3,45,42,18,93,16,42,43,32,67,5,97,7,7,57,46,21,72,1,89,69,52,924,140,425,146,444,0,743,133,7,9,4,18,0,10,900,2,22,40,324,382,178,195,628,20,11,55,6,9
Shora Foundation,Shora Foundation Academic Center,$19.00,47,35,18,2,21,22,6,0,12,39,10,2,3,7,9,5,22,1,46,0,75,33,17,97,15,85,87,96,19,68,80,94,18,46,14,75,57,38,9,15,58,87,1183,818,258,426,488,11,44,1009,85,39,3,2,0,1,1014,59,110,554,253,171,205,32,115,1004,10,8,0,14
"Soar Youth Ministries, dba Thrive Lonsdale",Thrive Afterschool and Summer Program Providing Nutritious Meals and Academic Support,$82454.00,64,12,21,5,20,9,9,26,61,21,53,7,7,1,3,1,12,28,45,0,79,32,21,39,34,49,4,72,75,30,33,42,85,18,3,37,83,10,22,61,75,41,945,368,147,260,14,524,704,91,101,21,14,6,0,8,499,23,423,55,362,510,18,647,236,51,0,7,2,2
Solidarity Development and Light Association,Refugee family stabilization,$42266.00,398,28,8,329,199,203,6,127,288,196,268,6,4,8,3,17,158,174,313,0,21,26,46,27,44,52,25,51,87,64,76,53,49,20,3,1,37,69,35,31,34,24,875,837,200,339,255,81,517,82,38,48,153,15,11,11,613,58,204,305,6,815,0,564,168,94,15,24,1,9
Spark,Spark A Journey,$3531.00,272,48,10,111,66,251,3,53,65,210,261,6,5,4,0,19,102,159,193,0,41,80,12,25,56,63,31,71,48,42,55,50,9,89,21,23,10,41,44,57,70,60,998,441,471,246,426,0,123,92,741,23,2,7,2,8,501,142,355,349,607,46,0,543,288,147,17,0,0,3
Susannah's House,Mothers in Recovery,$50278.00,462,42,5,160,400,113,2,186,226,111,28,3,6,7,5,7,176,413,197,0,54,31,23,71,3,95,81,26,13,20,65,2,43,83,95,68,19,34,46,64,67,51,1054,96,449,79,456,70,726,320,5,0,1,1,0,1,996,36,22,284,62,368,340,513,270,3,185,26,13,44
The Children's Center of Knoxville,Tuition Assistance for low-income/at risk families,$63350.00,341,43,0,192,319,340,2,315,80,166,0,0,7,9,7,18,117,53,181,0,74,37,26,24,62,89,36,3,61,27,22,69,63,19,40,47,30,70,78,70,54,38,1039,933,255,10,40,734,724,25,162,51,38,30,2,7,989,2,48,290,232,229,288,972,49,7,0,2,5,4
The Mend House Sober Living Community for Men,Healthy Living Through Sobriety,$45591.00,298,40,18,244,216,209,0,128,145,16,90,0,6,1,6,6,59,112,21,0,91,67,95,44,32,48,54,26,48,33,22,30,7,2,31,89,79,42,57,4,59,98,1058,155,429,151,212,266,313,142,529,12,18,3,23,18,466,116,476,482,369,297,0,947,62,48,0,0,0,1
The Mend House Sober Living Community for Men,MEND(Mental & Emotional Needs Development),$9520.00,312,40,21,193,223,52,5,71,275,58,239,8,8,6,7,9,12,95,183,0,14,35,12,9,78,55,1,68,70,17,74,60,46,76,60,98,26,88,69,24,1,50,1031,115,487,45,107,392,525,207,84,187,27,0,0,1,779,247,5,40,443,471,77,883,61,72,1,11,2,1
"The Salvation Army, A Georgia Corporation",Emergency Assistance Program,$5343.00,320,19,7,88,250,253,5,74,147,277,73,2,8,3,2,0,117,211,302,0,66,93,63,50,81,24,15,85,39,23,26,24,81,30,23,44,46,11,78,29,45,98,1074,240,192,361,165,356,853,87,108,16,0,9,0,1,675,213,186,431,106,95,442,251,262,494,1,13,40,13
Two Bikes,The Bike School,$337.00,19,25,13,2,12,13,3,14,5,15,16,2,3,9,0,3,6,8,2,0,94,12,35,74,5,66,86,17,89,8,18,0,42,17,7,44,42,61,94,67,19,77,974,633,105,48,100,721,719,187,59,8,0,0,0,1,170,622,182,203,640,25,106,694,203,16,52,6,1,2
Wesley House Community Center,Wesley House Community Center’s expanding childcare and addressing food insecurity,$77777.00,363,29,16,95,99,48,9,158,12,118,288,1,7,0,5,12,30,247,175,0,13,64,79,61,66,38,84,37,39,74,85,14,29,85,68,88,70,6,73,45,86,8,1212,1209,177,435,264,336,1002,145,34,22,6,1,0,2,210,63,939,399,85,351,377,732,88,319,2,59,10,2
YWCA Knoxville and the Tennessee Valley,Phyllis Wheatley Center Emergency Needs Fund,$66956.00,274,1,18,212,213,42,6,148,219,214,8,2,1,7,7,19,67,181,162,0,16,45,94,35,62,56,79,30,12,91,8,91,99,52,34,35,29,66,11,18,67,49,1079,225,361,454,538,0,145,53,372,48,290,73,47,51,255,661,163,495,463,443,0,562,131,269,10,51,5,51
YWCA Knoxville and the Tennessee Valley,Onsite Mental Health Expansion,$44806.00,240,28,6,29,218,235,1,16,187,210,218,5,5,1,4,13,13,54,114,0,52,86,70,24,83,27,48,64,75,34,38,21,11,67,58,45,36,71,84,73,68,91,1226,1191,186,577,395,68,819,96,135,89,33,2,20,32,547,377,302,30,821,267,108,778,174,5,94,142,27,6
