Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
Knoxville - Knox County CAC,Homeward Bound Rental Assistance Program,$97835.00,471,16,2,69,223,153,7,139,49,235,111,6,7,6,2,15,128,343,447,0,21,54,95,15,77,89,71,86,83,96,57,30,63,22,96,60,53,16,14,86,36,35,1255,715,75,377,572,231,528,471,139,53,49,9,0,6,120,511,624,565,61,850,0,1102,80,13,0,50,3,7
Knoxville - Knox County Community Action Committee for Affordable Neighborhoods - CAAN,Nutritional Supplements for At-Risk Older Adults,$40220.00,130,30,2,31,18,112,2,124,73,9,91,9,4,2,7,12,61,71,49,0,46,58,95,72,22,43,69,7,44,62,66,40,54,97,49,54,36,17,65,68,42,32,1138,887,96,454,472,116,101,631,168,35,6,124,44,29,874,197,67,31,599,359,149,876,214,29,18,0,0,1
Knoxville Internationals Network-KIN,ELL Summer Camp,$92227.00,353,4,5,39,106,33,2,97,223,344,63,3,5,1,7,19,56,127,107,0,31,60,80,35,95,82,39,62,33,55,84,84,22,94,92,73,49,66,1,63,22,54,1276,773,482,447,42,305,816,174,173,59,32,12,9,1,396,789,91,620,531,425,0,724,168,359,2,10,2,11
Knoxville Leadership Foundation,Compassion Coalition - Gap Needs,$62285.00,86,49,9,53,9,19,8,42,14,69,24,3,2,3,6,1,39,15,67,0,39,4,65,26,95,72,8,13,53,43,3,89,92,51,98,44,11,84,97,68,27,83,1165,275,572,434,62,97,633,167,233,42,89,0,0,1,1106,47,12,477,314,240,134,684,258,30,91,20,22,60
Legal Aid of East Tennessee,Mental Health Law Partnership,$88326.00,81,47,22,43,73,1,1,26,38,24,16,0,9,0,6,6,6,53,68,0,88,56,79,12,39,26,58,7,64,88,12,76,83,60,74,96,62,76,84,49,58,37,1284,513,565,623,303,0,329,687,225,22,17,3,0,1,455,4,825,437,273,291,283,430,783,4,0,48,14,5
Legal Aid of East Tennessee,Housing Stability for Low-Income Knoxvillians,$62374.00,63,43,6,61,25,36,1,54,0,44,22,4,8,0,0,10,0,55,17,0,75,39,64,72,29,71,84,73,19,86,95,16,26,59,47,72,48,25,88,61,27,24,1200,1169,134,511,234,321,787,288,84,25,4,0,1,11,717,459,24,196,409,220,375,795,234,13,6,24,36,92
Little Oaks Academy,Little Oaks Academy Tuition Scholarship,$59301.00,175,1,22,133,42,144,1,169,78,64,79,6,3,1,1,1,32,57,18,0,14,57,30,78,24,52,92,61,60,50,29,20,52,61,31,38,9,26,6,80,70,86,1026,244,279,30,512,205,439,93,110,261,86,21,13,3,734,276,16,207,172,400,247,708,82,28,101,87,3,17
Mental Health Association of East Tennessee,Treatment Access Bank,$94847.00,48,37,15,7,46,37,5,43,13,1,17,3,5,7,1,10,2,3,19,0,98,54,73,79,65,3,8,9,57,98,97,49,63,0,55,71,14,5,47,32,27,89,1093,394,498,317,274,4,251,790,39,9,2,1,0,1,361,112,620,367,69,970,0,971,111,7,3,0,0,1
Mental Health Association of East Tennessee,Mental Health Association of East Tennessee: Treatment Access Bank,$75724.00,349,13,4,337,102,206,3,26,235,3,31,6,5,0,3,8,54,302,176,0,90,86,94,37,11,40,98,17,71,32,25,9,85,91,10,23,55,22,28,92,69,76,1161,667,295,427,509,0,193,695,24,48,184,3,10,4,328,457,376,266,627,115,153,354,502,5,179,8,20,93
Metro Drug Coalition,Metro Drug Coalition Recovery Housing Fund,$55488.00,347,12,20,54,47,42,1,206,294,37,269,8,8,3,8,3,154,83,101,0,23,42,57,43,83,27,91,32,92,98,61,71,96,57,25,13,78,54,74,29,35,33,1214,1007,578,50,97,489,253,363,4,160,280,62,54,38,25,1077,112,128,349,54,683,1120,69,19,3,0,1,2
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy for Justice Involved and Homeless Youth,$57807.00,224,49,19,35,135,183,5,157,56,199,7,4,3,6,8,5,75,35,168,0,13,80,18,37,12,17,65,7,16,97,79,67,43,8,78,97,98,86,80,77,13,31,1119,83,27,181,215,696,623,304,153,14,17,4,1,3,1033,33,53,150,448,437,84,966,33,112,7,0,0,1
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy Community Behavioral Initiative,$72242.00,75,23,15,20,58,5,0,33,22,41,2,3,7,1,1,11,25,22,3,0,33,36,18,30,80,97,84,6,44,4,91,22,59,65,29,60,32,6,97,49,85,41,1068,587,448,449,384,0,125,722,177,42,1,0,0,1,45,316,707,40,648,389,0,126,832,94,14,1,0,1
"My Daughters Journey, Inc.",My Daughters Journey Family Advocacy Program,$1075.00,147,33,16,86,121,60,6,51,7,108,109,5,2,4,7,3,20,68,7,0,58,16,48,19,63,67,29,92,1,68,80,9,31,68,87,12,45,4,32,9,10,64,912,699,230,64,327,291,702,92,117,0,0,0,0,1,572,157,183,378,117,452,0,809,59,13,13,2,14,2
"New Direction Health Care Solutions, Inc.",New Direction - Dealing With Loneliness and the Mental Health Implications,$49746.00,396,39,23,216,59,383,8,232,190,296,110,3,8,8,7,0,100,27,202,0,86,94,4,78,52,46,50,8,22,51,59,32,85,42,69,14,33,53,97,0,44,69,1088,283,289,515,458,0,590,268,9,36,113,67,2,3,693,205,190,205,140,923,0,733,256,87,9,2,0,1
"New Direction Health Care Solutions, Inc.",New Direction - Back to Basic Needs at Vaccine Clinics (The Period),$86964.00,476,21,20,422,177,292,6,416,15,236,357,8,8,5,1,16,27,192,33,0,16,96,20,80,20,98,92,28,71,20,50,13,8,34,22,85,45,3,65,53,49,83,1051,252,59,203,66,723,910,137,0,2,1,0,0,1,172,133,746,244,173,133,501,147,480,186,207,13,6,12
Next Step Initiative,Community Outreach Program,$24390.00,441,22,22,138,264,142,4,209,250,373,373,5,9,9,9,15,19,256,418,0,40,72,69,95,41,0,41,45,64,35,38,36,11,91,70,67,52,90,50,19,42,75,1143,401,183,30,571,359,69,1069,1,0,1,0,0,3,782,163,198,557,113,192,281,169,230,473,47,22,143,59
Next Step Initiative,Trenches 2 Treatment / Community Outreach Program,$69218.00,312,37,14,236,117,21,9,89,158,195,233,0,8,3,4,5,58,65,191,0,50,60,49,63,36,94,53,99,13,86,40,51,20,59,76,18,81,95,17,79,61,52,1252,323,122,524,438,168,449,257,23,44,70,133,230,46,90,722,440,74,436,730,12,909,93,166,31,25,7,21
"Nourish Knoxville, Inc",Nourish Community: Locally Grown Produce for At-Risk Community Members,$13484.00,372,33,1,307,265,277,7,260,2,25,259,8,2,7,3,14,152,190,193,0,42,48,8,42,32,40,34,44,56,42,99,96,48,50,13,93,8,12,29,31,58,99,1024,351,177,238,113,496,609,62,305,40,7,0,0,1,130,371,523,28,597,122,277,9,560,445,0,2,1,7
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$69985.00,339,16,3,83,286,141,7,83,338,291,251,9,5,8,1,9,134,137,295,0,94,92,62,88,69,83,46,55,98,18,79,60,15,89,31,23,60,81,92,56,20,90,1401,306,332,415,628,26,866,219,295,4,10,2,4,1,922,363,116,498,225,651,27,1185,74,125,15,0,1,1
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$84521.00,189,32,0,122,123,145,2,84,157,54,37,7,4,8,9,2,34,20,90,0,26,62,22,59,93,84,38,56,31,96,44,82,84,4,55,72,10,69,9,52,92,48,1188,610,464,432,532,0,221,407,380,120,47,7,0,6,128,312,748,60,581,277,270,418,516,155,83,15,0,1
Shora Foundation,Academic Center,$92192.00,371,13,6,256,240,306,2,366,55,236,181,7,9,3,7,8,61,340,70,0,21,74,3,59,50,37,49,60,78,97,54,64,11,21,91,53,91,85,15,31,87,9,1140,188,203,83,66,788,866,73,37,3,142,5,9,5,854,176,110,554,311,135,140,1040,65,32,2,0,0,1
Shora Foundation,Shora Foundation - Mental Health Division,$4606.00,87,0,10,21,20,2,6,81,25,29,13,5,2,5,7,18,16,14,10,0,89,41,54,6,2,69,27,95,75,90,76,47,93,3,72,87,86,66,14,70,82,27,1271,773,425,127,209,510,928,30,45,179,60,24,1,4,1180,36,55,295,657,170,149,325,511,245,46,63,34,47
Shora Foundation,Shora Foundation Academic Center,$90230.00,352,6,13,29,321,229,4,196,178,70,322,7,1,6,1,13,150,270,324,0,30,86,78,53,26,21,75,27,32,44,5,56,82,85,87,98,6,64,51,3,30,41,1080,152,32,227,231,590,417,546,108,2,6,0,0,1,1037,6,37,514,121,587,0,958,67,34,17,3,0,1
"Soar Youth Ministries, dba Thrive Lonsdale",Thrive Afterschool and Summer Program Providing Nutritious Meals and Academic Support,$46447.00,338,2,0,235,101,27,2,199,90,167,95,4,0,0,3,9,74,156,66,0,55,60,51,4,26,80,73,80,89,4,92,59,40,4,11,26,68,66,95,6,51,25,1065,79,384,245,171,265,600,206,221,16,13,2,6,1,474,170,421,524,56,312,173,465,91,230,130,7,42,100
Solidarity Development and Light Association,Refugee family stabilization,$14202.00,36,22,4,33,15,17,4,6,9,20,21,6,2,9,8,10,11,33,20,0,66,10,23,19,9,25,97,12,12,53,50,85,98,95,50,77,73,36,26,91,60,90,1157,490,335,334,72,416,853,303,0,0,0,0,0,1,712,25,420,569,184,403,1,240,680,205,9,5,8,10
Spark,Spark A Journey,$53643.00,112,33,11,21,17,52,5,5,23,104,14,9,9,2,7,2,33,104,34,0,3,76,59,20,92,88,41,6,93,26,29,23,39,4,42,99,82,63,11,80,83,37,1096,316,390,237,12,457,1020,34,31,4,6,0,0,1,667,120,309,251,782,96,0,748,96,233,4,7,7,1
Susannah's House,Mothers in Recovery,$59937.00,464,20,17,111,273,204,3,163,49,25,436,7,5,6,4,16,224,243,449,0,61,76,65,82,93,40,87,51,98,48,49,11,56,83,2,43,9,56,29,22,21,79,1161,437,333,346,365,117,1038,96,18,1,1,0,4,3,116,717,328,2,350,86,723,185,561,157,177,33,33,15
The Children's Center of Knoxville,Tuition Assistance for low-income/at risk families,$22402.00,194,13,17,72,11,188,0,104,36,173,157,4,1,4,9,0,44,121,85,0,96,46,38,94,64,55,84,4,97,47,46,36,30,20,67,87,29,36,1,72,69,85,1203,755,118,310,361,414,220,94,199,392,173,54,63,8,1119,43,41,95,806,125,177,1191,4,2,3,1,0,2
The Mend House Sober Living Community for Men,Healthy Living Through Sobriety,$98185.00,495,12,14,461,443,9,4,216,351,149,61,7,8,3,5,11,122,473,63,0,59,57,19,92,7,20,36,0,42,76,22,74,6,49,62,2,30,5,20,92,81,11,862,340,409,173,376,0,291,235,136,144,52,3,0,1,274,346,242,46,742,92,0,809,7,38,5,1,0,2
The Mend House Sober Living Community for Men,MEND(Mental & Emotional Needs Development),$28990.00,185,9,23,22,42,163,3,78,140,103,155,1,8,3,7,14,64,167,155,0,9,28,88,10,85,61,37,53,27,35,14,45,81,80,49,91,63,93,48,33,31,20,1081,564,490,394,122,75,600,181,230,69,0,0,0,1,889,15,177,247,521,177,136,154,344,65,188,141,128,61
"The Salvation Army, A Georgia Corporation",Emergency Assistance Program,$80205.00,364,12,7,270,170,176,3,249,96,191,166,9,9,5,5,15,148,104,34,0,28,30,3,19,0,44,72,90,35,79,17,92,51,10,24,42,63,14,96,62,19,91,981,235,317,328,116,220,224,269,219,139,123,1,4,2,130,442,409,200,183,433,165,311,314,109,73,40,81,53
Two Bikes,The Bike School,$10596.00,248,27,18,51,25,77,3,16,77,141,1,0,9,9,0,13,12,180,201,0,9,8,15,74,5,99,63,27,20,94,48,44,3,93,0,44,89,33,11,41,99,72,991,146,314,94,385,198,949,3,5,21,1,2,4,6,530,440,21,143,788,38,22,664,92,195,29,10,0,1
Wesley House Community Center,Wesley House Community Center’s expanding childcare and addressing food insecurity,$75021.00,28,32,0,10,23,7,3,25,3,1,13,7,7,4,2,13,9,5,12,0,21,65,40,32,84,53,63,58,69,93,55,98,96,52,68,8,6,52,70,10,7,74,1174,468,288,235,5,646,337,228,535,8,27,34,0,5,610,349,215,433,381,379,0,981,134,48,9,1,0,1
YWCA Knoxville and the Tennessee Valley,Phyllis Wheatley Center Emergency Needs Fund,$73893.00,105,26,2,100,72,1,9,34,46,33,29,1,6,6,1,5,9,49,57,0,43,81,2,67,42,61,95,48,48,51,65,4,43,58,58,74,33,20,67,17,62,69,1108,766,284,447,180,197,144,457,53,167,85,3,39,160,296,590,222,4,214,545,345,633,103,13,248,110,0,1
YWCA Knoxville and the Tennessee Valley,Onsite Mental Health Expansion,$9353.00,444,18,9,275,161,39,3,209,426,128,122,9,9,2,8,7,86,331,329,0,42,39,37,44,37,17,79,95,81,39,97,86,30,88,76,5,45,43,4,57,83,60,1184,417,537,477,233,0,742,214,150,56,7,5,4,6,692,389,103,407,230,22,525,1149,0,14,0,10,2,9
