Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy for Justice Involved and Homeless Youth,$5052.00,306,4,10,109,288,298,6,115,206,62,185,0,3,9,0,4,132,51,56,0,29,12,4,73,26,85,80,68,71,0,20,99,58,26,56,22,46,5,6,86,73,82,1027,843,209,31,310,477,421,238,171,80,17,85,7,8,319,11,697,323,362,142,200,289,263,69,175,150,63,18
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy Community Behavioral Initiative,$33672.00,454,26,2,256,153,209,1,81,26,53,264,2,8,0,2,19,207,287,201,0,25,8,39,44,63,88,5,40,50,82,78,44,18,35,57,55,78,85,90,78,67,36,1165,212,86,20,120,939,660,33,256,127,43,42,0,4,939,53,173,415,227,348,175,170,531,36,36,77,175,140
"My Daughters Journey, Inc.",My Daughters Journey Family Advocacy Program,$89020.00,279,48,12,126,39,135,0,12,241,234,141,2,1,5,6,7,22,4,203,0,72,95,8,23,35,33,9,83,57,32,2,84,98,90,57,7,97,99,70,39,94,72,1256,766,495,48,24,689,79,133,316,538,8,26,101,55,149,316,791,457,73,939,0,684,344,192,31,4,0,1
"New Direction Health Care Solutions, Inc.",New Direction - Dealing With Loneliness and the Mental Health Implications,$4384.00,172,19,8,165,4,20,7,15,53,31,117,5,2,3,0,1,1,107,137,0,92,14,29,66,81,19,4,24,50,74,45,79,11,66,91,15,65,83,31,33,21,83,1076,192,328,408,342,0,171,827,8,12,54,2,0,2,1045,24,7,353,23,720,0,759,271,30,7,8,0,1
"New Direction Health Care Solutions, Inc.",New Direction - Back to Basic Needs at Vaccine Clinics (The Period),$12334.00,499,25,22,146,36,485,1,308,80,169,264,6,8,1,8,11,165,156,406,0,98,97,85,70,48,9,8,36,60,5,97,84,93,29,95,66,41,53,98,78,29,74,1353,1257,280,286,565,222,374,700,171,51,5,31,18,3,1039,123,191,442,774,38,99,367,199,453,262,54,10,8
Next Step Initiative,Community Outreach Program,$12647.00,174,42,9,124,89,44,7,67,83,170,74,1,8,7,0,4,33,88,8,0,65,39,28,20,78,57,95,3,71,15,19,74,88,74,33,32,0,14,71,49,11,30,966,869,318,417,181,50,117,360,94,126,7,195,27,40,425,454,87,472,477,106,0,675,92,9,100,66,12,12
Next Step Initiative,Trenches 2 Treatment / Community Outreach Program,$84900.00,474,20,14,145,464,62,9,284,82,356,303,7,4,9,3,17,226,281,209,0,15,96,21,1,11,4,24,80,49,85,45,76,97,92,74,26,32,69,8,17,36,26,984,871,489,219,391,0,519,309,141,1,1,1,2,10,135,226,623,183,75,184,542,274,374,41,288,3,2,2
"Nourish Knoxville, Inc",Nourish Community: Locally Grown Produce for At-Risk Community Members,$16482.00,370,43,7,352,78,16,3,244,21,325,320,9,6,0,8,4,173,34,236,0,40,28,35,16,9,0,44,83,84,60,73,68,34,32,5,70,13,8,28,33,56,11,830,68,347,389,158,0,772,39,15,3,0,0,0,1,282,429,119,131,198,627,0,106,217,189,3,40,108,167
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$43961.00,342,45,23,188,239,122,2,225,8,331,338,7,2,9,0,8,146,222,330,0,39,65,94,51,30,96,39,94,38,74,21,50,61,22,78,69,66,96,79,94,87,80,1423,179,370,169,451,433,1003,66,276,7,69,0,0,2,1415,1,7,28,1371,42,0,483,391,542,0,2,2,3
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$61655.00,325,20,19,82,208,143,6,37,142,324,21,2,2,4,1,13,160,25,40,0,23,47,74,74,7,97,17,97,25,21,87,40,84,72,42,51,43,62,50,65,48,94,1220,928,361,180,126,553,871,194,140,0,9,3,0,3,1150,58,12,507,341,448,0,1083,96,23,7,1,8,2
Shora Foundation,Academic Center,$66789.00,361,5,7,319,131,264,0,72,320,352,180,5,0,7,0,15,38,116,296,0,1,55,79,54,55,38,48,41,76,18,70,38,10,86,9,94,27,2,49,40,56,95,1041,17,397,142,521,0,41,174,606,61,40,35,78,6,235,62,744,237,507,164,133,843,15,65,96,4,4,14
Shora Foundation,Shora Foundation - Mental Health Division,$16170.00,184,17,2,28,68,160,6,81,57,125,34,0,6,1,5,6,14,107,59,0,29,78,96,37,81,97,0,91,58,32,45,76,66,56,28,40,3,79,2,89,6,81,1170,402,283,133,434,320,971,55,13,28,6,36,7,54,36,254,880,553,324,500,0,631,362,106,57,3,7,4
Shora Foundation,Shora Foundation Academic Center,$39169.00,278,19,22,82,54,31,3,216,61,122,50,5,8,5,9,15,66,271,255,0,64,4,76,35,10,70,33,86,22,14,99,33,35,80,89,9,90,8,76,14,57,89,1093,225,284,155,210,444,746,337,6,1,0,2,0,1,682,361,50,421,199,160,313,182,746,125,1,25,3,11
"Soar Youth Ministries, dba Thrive Lonsdale",Thrive Afterschool and Summer Program Providing Nutritious Meals and Academic Support,$56274.00,64,23,11,32,59,37,6,1,40,25,33,9,1,3,9,13,20,37,33,0,16,18,81,32,6,45,72,68,18,42,15,37,74,82,25,19,58,8,17,44,83,29,889,521,186,67,55,581,57,408,195,99,96,22,10,2,734,129,26,425,267,406,0,386,437,40,1,13,5,7
Solidarity Development and Light Association,Refugee family stabilization,$44802.00,101,6,24,25,11,99,8,38,42,81,40,2,5,3,0,0,47,9,3,0,66,11,43,26,90,34,43,35,54,9,17,56,91,4,42,64,4,38,79,62,91,83,1042,183,257,333,454,0,917,12,102,3,6,0,1,1,134,259,649,190,249,704,0,240,218,394,143,18,21,8
Spark,Spark A Journey,$86943.00,21,38,10,14,9,3,1,2,9,16,1,5,9,1,5,16,6,12,12,0,93,73,55,26,57,20,70,87,77,50,63,97,62,90,59,19,28,92,0,52,15,89,1274,959,235,47,258,734,297,818,141,10,0,0,5,3,26,486,762,452,785,453,0,1069,67,1,95,14,10,18
Susannah's House,Mothers in Recovery,$66587.00,239,37,12,5,14,38,2,145,176,206,149,3,5,5,8,6,83,42,23,0,25,71,47,76,63,47,30,8,12,22,28,12,18,45,23,91,21,62,75,33,8,24,841,190,313,45,9,474,69,744,1,4,9,2,2,10,229,592,20,415,299,337,0,435,15,376,3,8,2,2
The Children's Center of Knoxville,Tuition Assistance for low-income/at risk families,$71494.00,184,9,6,24,163,145,4,171,7,143,62,1,7,8,3,1,32,180,40,0,93,73,89,7,89,7,16,56,82,37,46,55,26,21,41,6,30,45,57,92,93,5,1066,595,397,383,492,0,904,112,46,0,2,0,0,2,20,633,413,173,251,489,153,953,110,1,0,0,1,1
The Mend House Sober Living Community for Men,Healthy Living Through Sobriety,$28748.00,95,19,11,17,48,77,9,66,5,65,49,3,1,1,3,2,34,63,22,0,57,83,88,96,7,75,68,49,12,51,25,54,32,37,38,72,58,12,65,24,6,69,1078,603,68,304,213,493,949,48,30,7,26,13,2,3,236,805,37,211,237,90,540,668,116,49,101,130,0,14
The Mend House Sober Living Community for Men,MEND(Mental & Emotional Needs Development),$75507.00,145,8,20,2,110,16,7,63,100,43,3,7,9,7,3,4,38,105,26,0,44,66,26,9,41,63,50,26,63,69,42,45,81,19,40,70,50,77,28,19,24,77,1029,422,179,182,372,296,989,5,27,5,0,0,1,2,183,173,673,0,206,439,384,519,53,224,9,162,39,23
"The Salvation Army, A Georgia Corporation",Emergency Assistance Program,$70023.00,8,46,1,7,5,6,8,5,1,7,4,3,5,4,1,9,1,3,2,0,41,84,9,31,46,27,73,13,0,40,7,37,65,46,70,7,91,82,4,41,54,87,955,860,276,46,51,582,182,363,267,110,7,8,3,15,409,75,471,183,687,243,0,281,2,561,21,89,0,1
Two Bikes,The Bike School,$6372.00,119,22,5,103,106,1,8,102,1,79,99,9,7,9,8,0,19,39,23,0,79,79,24,21,63,96,87,70,58,55,97,39,23,58,50,75,56,36,76,18,49,84,1293,623,76,14,126,1077,1030,198,60,3,1,0,0,1,473,615,205,289,425,386,193,867,189,179,47,10,0,1
Wesley House Community Center,Wesley House Community Center’s expanding childcare and addressing food insecurity,$25297.00,444,1,24,5,288,274,8,69,273,391,183,3,2,8,4,2,171,263,42,0,73,7,69,43,42,52,30,94,75,83,96,45,32,16,85,67,87,46,8,61,65,82,1258,194,128,319,69,742,969,109,104,50,22,0,2,2,1059,151,48,296,830,308,0,1045,191,8,3,4,2,5
YWCA Knoxville and the Tennessee Valley,Phyllis Wheatley Center Emergency Needs Fund,$29767.00,59,12,6,5,50,22,7,29,58,24,52,3,1,2,5,19,18,4,42,0,26,38,59,20,97,27,87,50,93,29,78,23,2,25,84,90,58,65,69,2,21,99,1142,697,14,380,28,720,395,223,484,1,8,1,18,12,707,159,276,476,322,376,0,897,158,52,6,23,2,4
YWCA Knoxville and the Tennessee Valley,Onsite Mental Health Expansion,$57877.00,206,0,19,30,46,45,1,8,79,43,62,9,8,9,7,1,53,175,68,0,61,3,66,30,38,67,10,69,33,7,72,55,85,17,18,98,29,97,90,53,32,15,1045,245,176,314,343,212,596,169,167,106,2,1,1,3,714,279,52,305,599,409,0,956,37,41,10,0,0,1
