Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
Helen Ross McNabb Center,Elevate Recovery School Peer Group,$71045.00,245,22,3,196,1,37,7,51,243,182,128,2,7,8,1,12,116,169,208,0,55,27,15,38,89,38,59,76,43,82,80,31,5,23,5,3,88,33,40,51,38,87,1006,420,146,281,326,253,191,67,453,0,55,36,83,121,859,3,144,442,249,578,0,794,41,128,10,32,0,1
InterFaith Health Center,Expanded Mental Health Services for the Latinx Community & Other Underserved Groups,$16108.00,93,39,7,29,23,14,3,91,81,33,24,3,4,1,1,7,44,61,73,0,17,56,10,53,62,77,60,26,95,57,19,55,11,50,17,5,92,2,40,48,76,52,980,95,38,444,173,325,470,331,0,35,119,14,8,3,143,768,69,422,27,134,397,328,627,22,0,0,0,3
"Karate Five Association, Inc.","Fighting to Save Lives thru the Mental, Physical and Emotional Training Disciplines of Martial Arts",$86959.00,396,2,5,384,271,129,1,356,72,326,88,0,3,7,3,5,62,85,330,0,52,25,58,40,17,28,74,50,39,45,98,8,19,26,97,21,7,45,97,94,42,60,1042,474,476,500,460,0,312,375,231,73,22,15,2,12,911,98,33,432,541,151,0,787,69,140,0,21,0,25
"Karate Five Association, Inc.","Fighting to Save Lives through the Mental, Physical and Emotional Training Disciplines",$43179.00,377,10,5,58,92,96,2,308,354,261,248,0,4,9,5,11,162,177,220,0,92,61,45,29,37,25,31,72,37,68,43,94,4,85,85,47,81,54,17,66,8,83,1164,106,99,211,21,833,622,403,114,9,4,8,2,2,1024,59,81,328,42,33,761,552,282,2,61,166,41,60
Knox County Schools PTA Clothing Center,KNOX COUNTY SCHOOLS CLOTHING CENTER PTA,$19918.00,450,20,3,170,118,312,3,213,34,282,326,7,3,6,7,13,28,371,323,0,78,31,92,5,29,48,41,95,51,69,29,85,23,26,37,5,29,0,75,56,55,31,990,277,124,335,131,400,787,35,67,12,66,20,2,1,250,10,730,58,680,163,89,196,733,57,2,1,0,1
Knoxville - Knox County CAC,Homeward Bound Rental Assistance Program,$76978.00,454,5,21,316,277,337,6,12,4,396,341,4,7,0,9,16,87,263,155,0,35,82,37,97,45,69,26,0,61,36,6,22,84,36,73,6,85,2,54,88,45,62,1051,666,324,477,68,182,987,34,28,1,0,0,0,1,761,176,114,3,86,353,609,961,41,27,9,0,10,3
Knoxville - Knox County Community Action Committee for Affordable Neighborhoods - CAAN,Nutritional Supplements for At-Risk Older Adults,$85342.00,484,44,20,334,154,229,7,372,168,141,209,1,5,3,8,1,22,10,213,0,88,60,66,74,18,55,37,68,65,48,1,52,46,65,92,33,43,81,81,68,95,7,1243,1117,591,540,485,0,1138,87,4,3,2,1,0,8,1209,18,16,273,945,80,0,18,1070,97,44,1,7,6
Knoxville Internationals Network-KIN,ELL Summer Camp,$25861.00,255,15,2,249,99,153,6,79,96,84,221,4,6,5,3,10,104,105,133,0,99,95,93,59,89,52,93,32,31,26,24,79,83,66,82,80,59,91,62,76,38,77,1486,793,120,338,82,946,320,789,97,110,111,48,6,5,1167,68,251,638,439,551,0,480,667,188,148,1,0,2
Knoxville Leadership Foundation,Compassion Coalition - Gap Needs,$5476.00,402,0,24,177,8,158,9,71,343,303,97,1,9,2,2,4,72,274,231,0,38,80,59,24,85,98,10,98,37,75,13,59,74,11,24,85,37,12,93,14,38,34,1098,268,378,249,463,8,867,142,9,65,2,4,6,3,264,802,32,84,568,124,322,315,168,370,65,172,3,5
Legal Aid of East Tennessee,Mental Health Law Partnership,$62789.00,66,37,14,36,13,10,0,9,64,3,28,4,8,2,4,4,21,16,3,0,30,74,34,99,2,53,41,77,58,47,10,19,9,34,24,57,38,56,41,27,84,30,944,379,442,64,267,171,165,112,519,66,36,20,14,12,532,290,122,308,57,63,516,647,203,34,30,5,1,24
Legal Aid of East Tennessee,Housing Stability for Low-Income Knoxvillians,$40873.00,233,30,2,167,138,199,0,36,50,222,76,7,7,7,1,7,67,99,52,0,32,1,34,89,75,61,52,11,89,50,18,94,13,4,44,28,71,68,86,14,70,44,1048,889,57,402,324,265,669,360,4,11,3,0,0,1,453,256,339,437,373,100,138,524,92,211,81,118,0,22
Little Oaks Academy,Little Oaks Academy Tuition Scholarship,$12699.00,373,17,21,104,142,266,6,157,131,329,191,9,3,2,5,1,29,150,369,0,86,99,7,30,75,35,2,8,73,85,83,40,15,87,70,68,41,38,40,22,30,15,1049,158,466,37,479,67,843,155,13,1,15,13,6,3,859,46,144,389,161,99,400,784,256,1,7,0,0,1
Mental Health Association of East Tennessee,Treatment Access Bank,$7774.00,379,39,7,73,356,207,1,285,261,190,359,4,5,6,8,12,58,269,82,0,7,59,44,14,45,65,50,16,68,75,69,7,81,11,21,97,10,47,5,63,51,10,915,602,230,392,348,0,14,644,106,83,58,8,0,2,406,458,51,84,581,141,109,568,258,24,51,0,7,7
Mental Health Association of East Tennessee,Mental Health Association of East Tennessee: Treatment Access Bank,$36019.00,183,24,13,43,103,39,6,180,86,143,123,1,5,8,0,18,14,138,117,0,83,51,48,34,42,72,68,49,5,25,76,45,3,30,29,14,14,7,20,68,22,21,826,103,364,181,149,132,3,312,443,28,25,6,0,9,23,366,437,16,85,118,607,34,525,59,82,99,0,27
Metro Drug Coalition,Metro Drug Coalition Recovery Housing Fund,$36051.00,76,8,12,50,18,9,9,35,48,48,6,2,8,5,9,15,35,18,19,0,9,42,37,21,76,66,67,39,34,65,21,73,8,95,38,45,13,50,65,20,53,25,962,159,69,453,239,201,748,40,143,13,6,5,6,1,672,100,190,326,323,59,254,402,523,10,20,1,2,4
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy for Justice Involved and Homeless Youth,$59482.00,449,28,13,14,87,32,4,382,271,405,230,9,2,8,4,2,86,163,362,0,82,63,88,32,56,82,68,82,47,87,93,39,97,40,31,54,63,11,70,41,42,64,1332,685,105,482,466,279,1307,9,4,2,4,2,1,3,561,664,107,351,139,975,0,1202,87,27,10,4,0,2
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy Community Behavioral Initiative,$11844.00,250,8,19,180,207,160,4,114,111,164,129,4,6,8,3,11,85,88,205,0,50,44,79,98,56,76,58,28,74,64,53,81,19,41,54,24,73,27,94,28,95,36,1252,1153,288,130,387,447,42,245,730,225,9,0,0,1,893,306,53,389,133,1093,0,246,16,663,217,76,11,23
"My Daughters Journey, Inc.",My Daughters Journey Family Advocacy Program,$80535.00,243,40,19,17,241,43,4,40,59,137,197,1,1,8,7,18,91,134,157,0,36,33,38,70,62,6,75,92,87,33,55,40,39,42,99,89,14,31,15,84,58,12,1110,756,35,538,83,454,475,244,42,228,92,2,9,18,579,409,122,452,503,253,0,78,840,3,129,37,3,20
"New Direction Health Care Solutions, Inc.",New Direction - Dealing With Loneliness and the Mental Health Implications,$33005.00,372,7,15,272,286,222,0,174,182,59,66,2,8,8,8,9,118,114,88,0,22,9,19,74,99,38,50,80,61,19,43,61,23,9,21,49,35,26,3,42,3,50,836,423,57,413,266,100,231,586,11,2,1,1,2,2,71,536,229,363,450,135,0,210,600,6,12,7,0,1
"New Direction Health Care Solutions, Inc.",New Direction - Back to Basic Needs at Vaccine Clinics (The Period),$49989.00,216,36,21,79,91,179,2,36,83,18,197,9,7,4,0,3,29,50,17,0,65,65,85,39,83,95,63,56,69,49,68,90,32,20,76,64,13,53,12,42,61,18,1218,606,316,94,515,293,1002,35,165,2,0,13,0,1,530,406,282,134,331,103,650,816,42,206,122,17,10,5
Next Step Initiative,Community Outreach Program,$22426.00,142,3,13,40,13,46,2,118,98,106,121,6,6,4,2,19,21,8,117,0,47,82,2,69,0,83,45,41,6,74,1,56,76,64,4,14,59,96,36,35,24,53,967,667,236,357,321,53,522,414,23,3,1,3,0,1,319,507,141,205,515,293,0,342,64,482,16,46,8,9
Next Step Initiative,Trenches 2 Treatment / Community Outreach Program,$63948.00,80,36,20,11,49,60,8,77,37,68,52,3,0,1,3,14,33,11,48,0,88,11,27,17,52,71,48,72,62,16,95,85,59,89,5,20,90,29,6,28,54,51,1075,542,370,47,319,339,1010,47,11,0,1,5,0,1,886,99,90,316,543,187,29,95,198,113,479,157,26,7
"Nourish Knoxville, Inc",Nourish Community: Locally Grown Produce for At-Risk Community Members,$31146.00,428,42,4,159,421,146,6,391,201,81,269,7,8,0,2,1,90,314,308,0,22,77,16,37,16,1,85,90,93,89,6,70,13,78,43,34,33,30,99,63,12,45,1052,989,184,350,179,339,484,6,358,123,50,20,0,11,18,377,657,53,610,342,47,600,189,220,32,2,6,3
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$10925.00,11,25,24,7,10,10,4,7,10,6,7,3,7,2,8,1,0,3,3,0,20,62,32,44,48,85,18,84,80,4,42,21,68,93,97,73,5,31,34,84,32,99,1156,884,202,258,331,365,636,357,141,3,17,0,1,1,711,46,399,303,401,485,0,221,905,28,1,0,0,1
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$6623.00,373,11,5,262,7,157,6,27,92,302,37,9,0,5,6,5,48,346,54,0,76,3,59,82,84,49,86,6,55,6,27,28,15,40,0,44,42,57,76,36,16,99,986,911,98,361,216,311,198,453,314,3,3,0,5,10,807,23,156,369,181,355,81,569,257,94,7,0,22,37
Shora Foundation,Academic Center,$83821.00,416,49,13,333,178,387,9,265,224,133,37,3,5,9,0,11,91,226,55,0,92,62,57,49,17,83,52,10,10,15,11,34,19,49,75,70,97,99,85,16,87,10,1099,647,308,67,290,434,797,110,98,64,9,11,7,3,808,174,117,268,761,138,0,120,790,132,17,20,11,9
Shora Foundation,Shora Foundation - Mental Health Division,$77668.00,8,38,19,7,1,0,4,7,5,3,5,5,4,9,6,16,1,5,2,0,77,81,83,37,37,45,1,5,91,26,95,55,16,97,69,93,72,26,52,31,3,80,1172,699,275,383,287,227,761,205,59,74,55,17,0,1,987,108,77,64,1047,72,0,549,555,33,22,10,0,3
Shora Foundation,Shora Foundation Academic Center,$86370.00,13,33,12,12,7,11,1,0,1,3,5,2,7,2,2,9,2,8,7,0,78,34,20,94,49,65,52,88,91,47,10,4,29,58,47,41,33,90,55,89,68,16,1158,1009,199,22,29,908,155,305,254,23,310,37,50,24,751,133,274,220,224,107,607,1145,12,0,0,0,0,1
"Soar Youth Ministries, dba Thrive Lonsdale",Thrive Afterschool and Summer Program Providing Nutritious Meals and Academic Support,$87212.00,409,48,18,214,250,18,0,335,362,187,81,8,9,6,6,3,75,184,322,0,73,22,56,94,42,19,82,39,83,22,28,34,69,19,59,48,59,81,50,43,15,51,1088,588,417,282,474,0,571,451,41,15,0,0,8,2,986,75,27,327,130,398,233,631,256,35,122,33,1,10
Solidarity Development and Light Association,Refugee family stabilization,$63102.00,194,3,3,62,65,69,5,74,93,136,188,6,1,7,2,19,20,62,47,0,20,22,96,51,46,22,55,36,4,75,73,31,17,3,61,24,50,68,94,25,6,43,922,462,23,354,253,292,866,31,21,2,0,0,0,2,474,14,434,314,269,28,311,13,680,4,210,9,5,1
Spark,Spark A Journey,$22989.00,368,37,2,315,358,220,1,250,37,313,321,4,4,6,9,0,101,333,114,0,70,87,90,9,60,87,99,86,6,32,91,82,45,28,79,22,80,11,12,70,58,61,1265,1190,27,528,629,81,906,41,290,7,13,7,0,1,366,365,534,393,432,632,0,952,87,61,53,3,86,23
Susannah's House,Mothers in Recovery,$63493.00,210,30,23,19,124,160,1,44,207,91,85,6,7,0,5,18,65,124,7,0,44,77,17,78,5,54,42,95,18,74,48,89,85,79,3,8,35,46,88,42,47,83,1157,904,407,376,186,188,848,27,81,107,50,33,2,9,191,654,312,477,57,291,332,663,304,173,13,0,0,4
The Children's Center of Knoxville,Tuition Assistance for low-income/at risk families,$70465.00,23,25,19,22,9,9,8,11,0,3,8,1,7,2,9,11,1,8,8,0,7,74,45,59,70,85,68,81,66,91,38,59,95,31,89,0,82,67,1,77,39,80,1304,196,288,133,474,409,609,243,394,7,9,29,4,9,939,237,128,621,566,655,0,368,133,14,438,174,129,48
The Mend House Sober Living Community for Men,Healthy Living Through Sobriety,$75139.00,49,45,13,45,26,38,9,30,41,38,17,9,9,1,0,14,7,9,38,0,83,32,19,15,30,57,34,66,52,24,14,89,55,84,70,82,42,7,95,56,22,50,1078,482,223,136,95,624,764,3,159,137,12,0,2,1,330,728,20,348,541,333,0,516,263,62,137,55,38,7
The Mend House Sober Living Community for Men,MEND(Mental & Emotional Needs Development),$79876.00,474,9,12,360,52,314,7,357,80,111,14,8,6,1,3,4,65,291,445,0,6,73,11,10,99,95,98,65,97,15,18,76,45,29,11,96,32,44,14,41,93,18,1086,239,17,13,91,965,633,62,330,37,21,2,0,1,429,339,318,68,923,43,52,450,424,196,8,1,3,4
"The Salvation Army, A Georgia Corporation",Emergency Assistance Program,$44747.00,352,45,20,251,51,190,0,8,89,180,192,2,0,2,8,4,29,93,288,0,96,42,5,76,61,68,37,64,73,17,35,31,76,20,92,12,76,35,8,34,77,49,1084,993,114,317,319,334,559,332,118,12,10,45,6,2,895,26,163,23,225,328,508,879,52,85,47,9,2,10
Two Bikes,The Bike School,$90299.00,360,16,12,1,287,249,7,128,229,104,117,4,8,5,7,7,25,298,88,0,17,24,24,62,28,41,23,51,34,93,89,22,71,26,83,78,49,11,2,63,20,2,913,518,205,260,290,158,261,572,7,12,58,1,1,1,6,565,342,99,155,144,515,381,378,123,5,4,20,2
Wesley House Community Center,Wesley House Community Center’s expanding childcare and addressing food insecurity,$96515.00,100,24,5,40,6,91,2,2,53,53,40,6,6,0,1,18,26,67,11,0,99,46,13,73,29,76,43,97,58,32,36,61,73,36,54,76,76,7,61,13,31,61,1151,623,195,27,305,624,109,661,314,4,2,4,48,9,338,413,400,385,24,426,316,745,297,15,35,38,11,10
YWCA Knoxville and the Tennessee Valley,Phyllis Wheatley Center Emergency Needs Fund,$42375.00,179,36,23,167,78,118,4,106,150,6,16,4,5,4,4,16,66,55,32,0,21,62,55,86,7,97,38,84,84,21,55,17,32,35,28,68,45,10,15,53,2,25,940,714,34,116,375,415,125,201,197,368,10,10,7,22,907,8,25,145,277,635,0,722,41,102,53,9,2,11
YWCA Knoxville and the Tennessee Valley,Onsite Mental Health Expansion,$2958.00,148,39,2,58,75,97,9,0,104,85,62,8,5,3,4,11,32,125,59,0,68,93,25,14,59,38,24,67,13,17,85,51,82,57,64,68,98,74,47,86,31,58,1219,681,560,434,35,190,1142,42,27,5,2,0,0,1,842,312,65,232,638,226,123,866,156,62,50,82,1,2
