Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
"Bridge Refugee Services, Inc.",Refugee Emergency Supplemental Nutritional Assistance Program (RESNAP),"$16,250.00 ",198,42,3,198,0,198,0,198,0,0,0,0,0,0,0,0, , ,0, ,0,0,0,0,1,7,5,6,33,0,6,4,21,5,16,1,27,0,8,0,0,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
"Nourish Knoxville, Inc",Nourish Community: Locally Grown Produce for At-Risk Community Members,"$20,000.00 ",460,0,6,460,76,460,10,0,0,0,0,0,0,0,0,0, , ,0, ,0,0,0,0,0,0,0,0,334,0,118,0,0,8,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy for Justice Involved and Homeless Youth,"$5,000.00 ",37,1,8,2,2,0,0,0,35,0,0,0,0,0,0,0, , ,1, ,11,0,0,0,0,0,2,25,0,0,0,0,0,0,11,0,0,0,0,0,0,0, , ,38,0,0,0,11,23,0,0,0,0,4,0, , , , , , , ,0,2,35,1,0,0,0
YWCA Knoxville and the Tennessee Valley,Phyllis Wheatley Center Emergency Needs Fund,"$6,000.00 ",97,0,0,94,0,94,0,0,94,0,0,0,0,0,0,0, , ,3, ,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,11,86,0,0,0,0,0,0, , , , , , , , , , , , , , 
Shora Foundation,Shora Foundation - Mental Health Division,"$50,000.00 ", ,1,3, , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,388,168,0,296,29,0,0,0,0,0,108,0,0,0,0,989,989, , , , ,35,954,0,0,0,0,0,0, , , , , , , , , , , , , , 
The Mend House Sober Living Community for Men,MEND(Mental & Emotional Needs Development),"$50,000.00 ", ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47,18,0,47,0,0,32,15,0,0,0,4,0,0, , , , , , , ,0,0,11,28,8,0,0
Mental Health Association of East Tennessee,Treatment Access Bank,"$78,200.00 ", ,1,4, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,2,10,3,0,2,7,1,4,4,0,7,3,2,2,3,0,65,55,53,12,0,0,22,40,0,0,0,1,0,0,2,63,0,7,40,18,0,0,7,8,31,12,7,0
"New Direction Health Care Solutions, Inc.",New Direction - Dealing With Loneliness and the Mental Health Implications ,"$35,000.00 ", ,4,5, , , , , , , , , , , , , , , , , ,2,3,0,3,2,0,4,20,3,2,5,0,0,5,1,0,0,0,0,0,0,0,60,20,53,10,0,5,3,52,1,0,0,3,2,2,1,39,10,15,12,16,25,0,0,0,3,15,39,6
Boys & Girls Clubs of the Tennessee Valley,Boys & Girls Clubs of the Tennessee Valley's MESH (Member Emotional and Social Health) Program,"$25,000.00 ", ,2,2, , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,53,0,33,0,63,64,0,112,55,0,0,0,0,0,0,0,405,32,240,165,0,0,137,194,0,3,1,36,15,0,19,386,0, , , , ,4,401,0,0,0,0,0
Centro Hispano de East Tennessee,Knox Area Latino Mental Health Support ,"$40,000.00 ", ,0,6, , , , , , , , , , , , , , , , , ,0,0,0,0,2,1,1,1,0,0,4,2,4,1,2,0,5,0,0,0,3,0,72,47,65,7,0,0, , , , , , , , ,72,0,0, , , , , , , , , , , 
Legal Aid of East Tennessee,Mental Health Law Partnership,"$100,000.00 ", ,0,1, , , , , , , , , , , , , , , , , ,2,0,2,0,1,2,5,10,14,0,25,12,5,12,14,8,3,2,1,1,0,0,127,0,90,37,0,0,79,43,1,0,0,0,4,0,2,125,0,105,16,6,0,0,0,9,54,50,14,0
InterFaith Health Center,Expanded Mental Health Services for the Latinx Community & Other Underserved Groups,"$35,800.00 ", ,0,1, , , , , , , , , , , , , , , , , ,4,3,2,2,0,5,12,2,0,0,12,15,2,16,8,4,6,1,2,3,7,1,127,54,91,36,0,0,88,8,3,0,3,0,0,25,45,54,28, , , , ,0,1,8,50,65,3,0
YWCA Knoxville and the Tennessee Valley,Onsite Mental Health Expansion,"$10,000.00 ", ,0,0, , , , , , , , , , , , , , , , , ,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,25, , , , , , , , , , , , , , , , , , , , , , , , , , 
Helen Ross McNabb Center,Elevate Recovery School Peer Group,"$20,000.00 ", ,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49,49, , , , , , , , , , , , , , , , , , , ,0,49,0,0,0,0,0
"My Daughters Journey, Inc.","Diamondz in the Rough Mentoring and Leadership Academy ""Community Behavioral Initiative""","$41,000.00 ", ,3,8, , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,4,91,0,0,265,2,2,0,100,0,0,0,0,0,0,1,465,100, , , , ,150,250,0,0,0,65,0,0,65,400,0, , , , , , , , , , , 
"Girl Talk, Inc.",Safe & Healing Spaces,"$15,000.00 ", ,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,65,55,65,0,0,0,2,58,0,0,0,0,5,0,1,64,0,80,15,5,0,0,65,0,0,0,0,0
"Karate Five Association, Inc.","""Fighting to Save Lives"" through the Mental, Physical and Emotional Training Disciplines ","$10,000.00 ",8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, ,0,0,0,0,0,0,0,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0, , ,3,5,0,0,0,7,0,0,0,1,0,0,0,8,0, , , , ,0,7,1,0,0,0,0
"The Salvation Army, A Georgia Corporation",Emergency Assistance Program,"$10,000.00 ",94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0, ,5,0,0,0,0,6,9,15,4,0,8,19,3,10,6,0,0,4,0,0,0,5, , , , , , ,59,36,0,0,0,0,0,4, , , ,84,10,0,0,0,0,0,14,14,11,50
"Soar Youth Ministries, dba Thrive Lonsdale",Thrive Afterschool and Summer Program Providing Nutritious Meals and Academic Support ,"$10,000.00 ",250,25,6,250,250,250,1,0,0,10,0,0,0,250,360,250,10,10,15,The funds provided through United Way attracted and retained at-risk students that we were able to serve by providing nutritious meals and snacks daily. Our program provides a vital resource to an underserved neighborhood where 49% of the students we serve worry their food will run out and there won't be money to purchase more food. We have a waitlist at most locations for students interested in joining our program and one of the main reasons they are seeking to join is for the access to nutrient-rich food. , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47,61,0,0,0,5,0,0,88,162,0, , , , ,0,250,3,0,0,0,0
Shora Foundation,Shora Foundation Academic Center,"$10,000.00 ",60,3,3,41,0,41,1,0,0,0,41,0,0,41,320,41,0,0,0," * Increased Enrollment: The no-cost tuition for the Academic Center makes it more accessible to a broader range of families, potentially increasing enrollment. Families who might have been deterred by tuition costs are more likely to enroll their children.  
 * Improved Mental Health for Students: Providing free mental health services can positively impact the mental well-being of students. When parents see these services are available, they may be more inclined to keep their children in the program, leading to higher retention rates.", , , , , , , , , , , , , , , , , , , , , , , , ,17,24,0,0,7,30,0,0,0,3,0,0,0,0,0, ,38,22, , , , , , , , 
The Children's Center of Knoxville,Tuition Assistance for low-income/at risk families,"$10,000.00 ",20,0,0,0,0,0,0,0,0,0,0,20,8000,0,0,0,0,0,0,Our lower income families were ale to have a tuition break for multiple weeks of childcare from the receipt of these funds. Families were able to take what would have gone on the cost of childcare and use those funds on other expenditures knowing that their childcare balance was taken care of for a few weeks. Some families who had gotten behind on their childcare bills were able to catch up and still have some left over fund in their accounts for future childcare weeks.,0,0,0,0,1,5,4,4,3,1,5,6,18,5,5,2,2,2,6,3,2,1, , ,45,30,0,0,45,14,0,2,0,4,0,0,2,73,0,5,45,50,0,75,0,0,0,0,0,0
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),"$10,000.00 ",63,6,1,63,0,63,0,0,63,0,0,0,0,0,0,0,0,0,0, ,0,0,0,4,0,0,0,5,2,0,6,4,1,0,2,1,4,11,2,0,10,0, , ,48,15,0,0, , , , , , , , , , , , , , , , , , , , , , 
Solidarity Development and Light Association,Refugee family stabilization ,"$6,000.00 ",260,0,4,260,65,260,65,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,14,25,45,35,0,42,44,0,23,31,0,0,0,0,0,0,0, , ,241,25, , , , , , , , , , , , , , , , , , , , , , , , 
Knoxville Internationals Network-KIN,ELL Summer Camp,"$10,000.00 ",48,0,11,29,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,3,0,0,8,0,8,0,6,9,10,3,0,0,0,0,0,0, , ,30,18,0,0,5,22,10,0,0,0,11,0,10,38,0, , , , ,0,46,2,0,0,0,0
Two Bikes,The Bike School,"$8,000.00 ",250,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,1,0,6,1,0,1,2,0,3,0,0,1,0,1,0,0,0, , ,5,10,1,0,7,7,0,0,0,2,0,0, , , , , , , ,0,15,1,0,0,0,0
Spark,Spark A Journey ,"$5,000.00 ",563,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563, ,7,0,2,0,7,17,28,41,18,6,97,48,25,120,41,17,23,15,19,10,19,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Knoxville Leadership Foundation,Compassion Coalition - Gap Needs,"$10,000.00 ",113,0,18,0,0,0,0,5,0,3,0,0,0,0,0,0,42,63,0, ,0,0,0,0,0,7,10,16,9,0,10,11,9,5,27,2,2,0,4,0,0,0, , ,55,29,0,29,45,50,2,1,2,3,6,4,0,109,4,96,15,2,0,11,29,3,32,17,8,13
Mental Health Association of East Tennessee,Mental Health Association of East Tennessee: Treatment Access Bank ,"$10,000.00 ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Centro Hispano de East Tennessee,ARPA’s Rental Assistance for Latinx Households,"$10,000.00 ",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0, ,0,0,0,0,0,2,2,1,0,0,1,0,4,0,0,0,1,0,0,1,0,0, , ,11,2,0,0, , , , , , , , ,13,0,0, , , , , , , , , , , 
Legal Aid of East Tennessee,Housing Stability for Low-Income Knoxvillians,"$10,000.00 ",63,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63, ,0,0,0,0,2,2,4,3,3,0,4,3,5,5,4,0,1,0,0,0,0,0, , ,24,10,0,0,16,16,0,0,0,0,2,0,1,33,0,26,8,0,0,0,0,2,13,13,6,0
Next Step Initiative,Trenches 2 Treatment / Community Outreach Program,"$10,000.00 ",213,0,7,213,25,213,0,22,213,43,17,0,0,0,0,0,0,0,165, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
"My Daughters Journey, Inc.",My Daughters Journey Family Advocacy Program,"$6,000.00 ",85,1,8,15,15,15,0,0,46,0,0,0,0,0,0,0,0,6,18, ,0,0,0,0,0,0,1,36,0,0,0,1,1,21,1,0,1,0,0,0,0,0, , , , , , ,11,69,0,0,0,5,0,0,0,85,0, , , , , , , , , , , 
Knoxville - Knox County Community Action Committee for Affordable Neighborhoods  - CAAN,Nutritional Supplements for At-Risk Older Adults,"$7,500.00 ",60,0,4,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,17, ,0,1,0,3,0,0,0,0,0,0,0,0,0,7,11,1,0,2,2,0,0,0, , ,36,24,0,0,18,14,0,0,0,0,0,28,0,30,30,29,31,0,0,0,0,0,0,27,33,0
Friends of Tennessee's Babies with Special Needs,Meeting Basic Needs of Families of Young Children with Special Needs,"$7,000.00 ",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,0, ,0,0,0,0,0,1,2,10,0,0,4,5,3,4,5,0,0,0,0,0,0,1, , ,34,1,0,0,28,7,0,0,0,0,0,0,0,35,0,35,0,0,0,35,0,0,0,0,0,0
Metro Drug Coalition,Metro Drug Coalition Recovery Housing Fund ,"$10,000.00 ",34,0,22,34,0,34,0,34,34,0,34,0,0,0,0,0,34,0,34, ,1,0,0,0,3,2,3,4,5,3,13,1,0,3,0,0,0,0,0,0,0,0, , ,21,13,0,0,24,6,0,0,0,4,0,0,2,32,0,34,0,0,0,0,0,3,29,3,0,0
Fostering Hope,Back 2 School Event,"$10,000.00 ",300,0,6,0,0,0,0,300,300,0,0,37,6,36,6,0,0,0,0,"We provided 6 hours of child care for our Back 2 School event. We used volunteers to staff watch over young/school-aged children while parents were able to ""shop"" for school supplies and other essentials for their foster youth children. ",11,11,0,0,0,5,0,8,0,0,9,18,0,18,36,17,12,0,13,0,0,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Grow Partnership Tennessee,Promoting Unity Understanding through Safety and Health-PUUSH,"$8,000.00 ",103,0,4,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,68, ,0,0,1,0,0,2,4,31,17,0,11,9,2,2,13,2,2,3,2,0,0,0, , ,129,56,0,0,3,29,0,0,0,0,1,0, , , , , , , , , , , , , , 
"New Direction Health Care Solutions, Inc.",New Direction - Back to Basic Needs at Vaccine Clinics (The Period) ,"$10,000.00 ",4000,3,12,500,130,500,3,500,500,1700,60,0,0,0,0,0,70,70,200, ,5,0,4,1,0,15,75,150,90,80,150,50,55,54,110,45,7,9,0,24,0,0, , ,200,180,0,0,190,400,100,20,0,50,25,25,90,400,90,250,150,150,90,12,50,40,60,45,50,150
Knoxville - Knox County CAC,Homeward Bound Rental Assistance Program,"$37,500.00 ",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0, ,0,0,0,0,0,0,0,0,5,0,5,2,0,0,8,0,0,0,0,0,0,0, , ,9, , , ,11,8,0,0,0,1,0,0,1,0,0,15,5,0,0, , , , , , , 
