Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
Helen Ross McNabb Center,Elevate Recovery School Peer Group,$67629.00,134,26,14,99,98,128,6,82,84,107,118,9,8,2,9,7,0,11,80,0,73,34,29,46,21,60,65,54,85,34,99,14,7,10,43,91,43,68,79,45,15,14,1029,382,88,495,200,246,231,478,206,75,30,4,4,1,516,0,513,229,336,442,22,103,33,257,506,107,21,2
InterFaith Health Center,Expanded Mental Health Services for the Latinx Community & Other Underserved Groups,$82100.00,35,28,1,32,29,20,7,6,16,31,3,1,4,3,0,14,6,22,16,0,99,77,91,71,78,89,88,32,47,37,68,12,83,44,25,2,56,94,19,81,82,83,1358,81,409,451,279,219,723,484,116,18,12,1,0,4,1262,76,20,488,150,638,82,841,211,303,2,0,0,1
"Karate Five Association, Inc.","Fighting to Save Lives thru the Mental, Physical and Emotional Training Disciplines of Martial Arts",$24212.00,202,23,20,171,104,122,7,87,101,98,9,1,3,4,6,12,97,41,61,0,83,10,3,8,88,48,52,80,71,13,52,92,14,69,76,13,57,97,66,11,55,6,1064,757,339,359,263,103,840,14,28,19,27,2,133,1,432,507,125,90,338,438,198,33,657,246,37,46,36,9
"Karate Five Association, Inc.","Fighting to Save Lives through the Mental, Physical and Emotional Training Disciplines",$31641.00,184,20,20,36,34,73,2,147,145,6,77,2,5,9,2,0,22,28,144,0,11,26,3,69,5,25,37,15,16,7,96,98,22,96,78,74,85,30,56,25,71,58,1003,65,209,411,214,169,939,10,19,31,0,0,1,3,218,572,213,447,480,364,0,1002,0,0,0,0,0,1
Knox County Schools PTA Clothing Center,KNOX COUNTY SCHOOLS CLOTHING CENTER PTA,$71511.00,268,11,3,21,145,247,3,221,184,80,124,1,6,9,0,13,9,60,207,0,65,36,62,6,93,63,23,34,63,50,3,44,9,50,52,67,47,98,86,18,50,4,1023,823,282,283,30,428,415,141,430,6,8,11,10,2,59,865,99,93,664,171,95,522,455,30,10,0,4,2
Knoxville - Knox County CAC,Homeward Bound Rental Assistance Program,$8698.00,345,45,18,126,259,216,7,126,244,137,11,2,8,5,4,15,53,222,13,0,85,69,4,9,72,95,56,6,11,52,30,67,26,7,0,49,66,89,97,46,45,72,1053,425,269,160,348,276,126,143,620,30,56,37,21,20,419,225,409,103,373,645,0,296,276,251,74,82,20,54
Knoxville - Knox County Community Action Committee for Affordable Neighborhoods - CAAN,Nutritional Supplements for At-Risk Older Adults,$30076.00,129,37,12,60,96,59,5,103,67,46,22,6,1,7,3,17,40,107,40,0,57,89,44,75,21,96,77,75,6,27,72,52,54,8,94,92,26,76,66,21,84,36,1248,724,92,537,494,125,742,88,55,231,28,5,47,52,402,727,119,265,851,339,0,28,52,1039,42,77,9,1
Knoxville Internationals Network-KIN,ELL Summer Camp,$19170.00,469,9,10,349,105,178,2,254,295,18,266,1,2,1,4,6,172,406,190,0,61,15,56,0,43,47,83,62,41,37,14,36,59,22,90,96,87,68,52,72,90,22,1153,37,232,161,56,704,15,812,277,29,11,2,3,4,625,502,26,14,295,127,717,70,927,126,5,21,1,3
Knoxville Leadership Foundation,Compassion Coalition - Gap Needs,$45340.00,441,20,2,300,0,341,8,232,2,371,86,5,0,5,3,17,127,183,155,0,32,0,47,14,66,19,32,9,80,55,26,4,99,86,58,89,90,88,38,95,15,8,1050,743,501,342,225,0,668,298,3,61,13,6,0,1,350,105,595,267,462,490,0,414,386,96,52,2,64,36
Legal Aid of East Tennessee,Mental Health Law Partnership,$33479.00,484,11,5,292,133,439,5,474,159,303,159,4,2,5,6,5,54,183,379,0,3,45,15,4,11,93,26,76,30,83,31,17,30,63,62,55,31,80,81,32,6,5,879,49,67,414,66,332,835,5,32,0,6,0,0,1,184,517,178,349,42,704,0,786,11,45,28,5,1,3
Legal Aid of East Tennessee,Housing Stability for Low-Income Knoxvillians,$75173.00,276,31,24,33,200,101,7,133,163,210,148,0,7,9,1,2,27,169,98,0,97,95,53,58,70,91,81,47,27,20,92,40,45,17,25,25,61,4,35,93,77,59,1212,113,17,253,524,418,238,155,48,58,233,249,213,18,143,210,859,481,323,163,245,1141,2,53,8,2,2,4
Little Oaks Academy,Little Oaks Academy Tuition Scholarship,$82182.00,354,24,22,256,313,20,0,76,55,261,40,1,9,6,4,8,143,114,16,0,61,54,96,67,63,80,45,8,52,4,1,8,77,97,77,75,10,35,60,5,53,5,1033,761,208,234,438,153,440,147,443,0,2,0,0,1,329,298,406,280,115,563,75,94,190,120,368,132,75,54
Mental Health Association of East Tennessee,Treatment Access Bank,$92392.00,303,37,20,131,157,226,2,100,110,71,291,7,9,7,7,14,76,207,101,0,96,73,27,20,23,1,49,2,99,4,81,73,44,19,42,6,48,53,66,98,19,53,996,782,181,490,106,219,558,401,0,1,14,14,6,2,344,104,548,414,543,180,0,338,78,493,52,11,10,14
Mental Health Association of East Tennessee,Mental Health Association of East Tennessee: Treatment Access Bank,$29292.00,266,14,9,65,169,100,1,166,162,112,173,7,8,6,9,18,0,244,242,0,74,92,51,24,12,17,10,74,30,30,16,55,1,45,32,56,2,3,65,46,52,16,803,736,184,151,315,153,437,109,136,106,9,3,0,3,739,15,49,259,227,291,26,712,55,33,1,0,0,2
Metro Drug Coalition,Metro Drug Coalition Recovery Housing Fund,$99754.00,190,15,24,24,60,91,3,33,180,62,97,7,9,4,4,1,71,164,94,0,87,80,11,75,36,8,50,89,60,54,11,2,11,41,72,9,13,65,67,95,0,66,1002,762,243,386,142,231,922,48,5,17,6,1,1,2,525,402,75,372,397,278,0,154,689,55,86,15,1,2
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy for Justice Involved and Homeless Youth,$48580.00,242,47,20,52,191,182,6,220,23,23,234,7,7,1,5,14,36,130,90,0,49,23,28,61,82,46,31,87,39,44,55,11,13,18,16,36,18,0,59,17,68,5,806,139,362,107,279,58,574,30,78,89,33,0,0,2,284,124,398,202,439,194,0,59,550,22,6,11,19,139
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy Community Behavioral Initiative,$3046.00,388,45,23,60,192,129,3,161,365,81,188,8,4,0,0,7,89,188,294,0,23,47,19,13,55,47,30,92,33,73,70,27,90,58,58,9,32,58,46,27,8,63,978,802,298,285,149,246,364,298,240,18,49,8,0,1,228,541,209,211,119,483,165,788,149,20,15,5,0,1
"My Daughters Journey, Inc.",My Daughters Journey Family Advocacy Program,$53030.00,37,0,22,9,7,28,3,3,8,34,15,3,3,0,4,1,15,15,0,0,75,12,82,88,25,98,11,1,71,61,35,33,59,57,66,85,30,0,66,75,86,35,1151,122,313,8,460,370,632,339,141,7,20,2,8,2,785,25,341,245,554,474,0,1094,10,38,4,1,2,2
"New Direction Health Care Solutions, Inc.",New Direction - Dealing With Loneliness and the Mental Health Implications,$59531.00,115,27,5,31,111,40,0,105,112,72,76,2,0,5,9,4,40,55,68,0,48,38,92,26,44,84,55,76,98,34,70,40,3,69,47,3,5,47,52,8,95,39,1073,609,312,484,50,227,359,200,355,30,117,7,0,5,145,221,707,249,489,54,281,0,457,512,31,34,38,1
"New Direction Health Care Solutions, Inc.",New Direction - Back to Basic Needs at Vaccine Clinics (The Period),$97430.00,42,23,10,17,34,3,9,32,20,41,3,3,0,4,7,15,5,8,1,0,44,14,24,11,72,95,70,21,50,57,56,0,33,91,87,54,61,86,70,63,29,39,1127,834,357,97,368,305,559,20,111,309,53,20,29,26,700,100,327,150,683,215,79,385,351,309,68,1,2,11
Next Step Initiative,Community Outreach Program,$36778.00,167,6,10,134,156,57,3,41,6,129,63,4,6,6,2,11,12,56,153,0,66,8,18,23,67,14,41,0,66,10,32,0,69,99,74,80,82,74,93,69,93,58,1136,202,568,150,149,269,649,444,9,4,3,24,0,3,98,634,404,325,106,474,231,241,838,45,2,5,2,3
Next Step Initiative,Trenches 2 Treatment / Community Outreach Program,$1362.00,267,29,9,65,120,239,5,47,159,104,189,9,7,5,2,18,7,106,57,0,45,66,62,95,69,14,7,86,98,28,54,90,85,3,11,3,35,19,84,53,85,11,1103,334,416,335,436,0,973,47,75,5,2,0,0,1,945,6,152,183,558,383,0,505,76,234,260,21,5,2
"Nourish Knoxville, Inc",Nourish Community: Locally Grown Produce for At-Risk Community Members,$69893.00,108,33,15,52,98,44,8,31,56,0,63,8,3,0,8,11,49,48,79,0,32,3,39,70,29,12,83,37,15,23,61,21,81,74,30,40,61,87,55,82,38,72,1045,864,238,249,332,226,169,231,579,4,0,55,6,1,493,325,227,243,489,52,261,183,535,116,159,28,2,22
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$7298.00,71,32,21,59,52,6,3,45,62,21,64,1,8,4,0,3,3,40,58,0,24,27,71,27,26,23,42,10,94,87,85,26,79,76,77,87,57,49,25,12,17,56,1077,1007,520,96,521,0,974,56,35,2,7,1,1,1,342,327,408,402,97,401,177,689,328,56,2,0,1,1
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$54548.00,252,44,10,194,202,181,6,15,29,0,209,8,6,2,7,4,121,156,25,0,1,5,71,14,24,44,75,52,51,49,80,51,23,49,76,20,94,3,37,33,97,95,1044,212,53,282,394,315,568,94,258,55,19,48,1,1,431,78,535,228,584,260,0,492,182,60,230,17,1,62
Shora Foundation,Academic Center,$63814.00,263,34,16,119,161,164,6,151,32,51,154,2,0,3,8,18,125,181,143,0,22,55,79,47,27,6,90,53,24,73,75,12,23,54,9,95,30,85,21,75,88,67,1110,382,106,16,491,497,872,127,2,92,5,3,3,6,379,221,510,62,44,29,975,876,61,41,113,7,11,1
Shora Foundation,Shora Foundation - Mental Health Division,$32886.00,373,38,1,223,345,87,3,153,203,70,175,7,2,2,7,14,97,201,122,0,33,58,2,95,97,37,31,2,77,72,46,88,22,91,71,8,4,59,87,88,84,79,1231,1121,220,611,40,360,431,756,40,3,0,0,0,1,227,357,647,218,454,411,148,642,221,80,227,25,7,29
Shora Foundation,Shora Foundation Academic Center,$61130.00,495,16,13,470,38,314,3,404,452,198,174,8,8,5,6,10,71,229,451,0,17,92,73,22,65,7,43,88,3,78,9,2,23,26,83,78,65,27,72,87,94,47,1101,219,14,458,348,281,1098,1,0,0,1,0,0,1,657,271,173,301,560,218,22,961,94,25,18,2,0,1
"Soar Youth Ministries, dba Thrive Lonsdale",Thrive Afterschool and Summer Program Providing Nutritious Meals and Academic Support,$84765.00,230,44,23,58,109,210,0,100,107,97,208,5,1,8,3,16,16,211,91,0,21,5,45,3,70,21,36,38,6,45,61,71,0,59,93,9,5,93,27,22,54,14,798,42,273,303,320,0,82,270,37,115,168,13,82,31,376,386,36,151,194,598,0,250,373,60,44,61,4,6
Solidarity Development and Light Association,Refugee family stabilization,$72218.00,30,29,17,10,17,1,8,17,2,24,16,0,0,6,9,7,8,5,8,0,26,66,83,78,74,74,87,26,35,55,65,76,12,8,21,72,23,33,35,59,30,11,1049,917,158,441,103,347,508,165,111,81,108,15,17,44,501,226,322,461,182,808,0,557,315,61,1,91,9,15
Spark,Spark A Journey,$62240.00,186,42,6,59,157,14,3,100,114,108,8,6,3,0,8,0,21,103,78,0,26,65,92,66,69,61,65,21,30,83,33,76,44,94,10,39,61,69,46,86,81,41,1258,63,435,365,45,413,554,32,79,255,95,23,65,155,200,485,573,78,900,328,0,1030,178,30,18,1,0,1
Susannah's House,Mothers in Recovery,$85094.00,390,18,20,347,369,223,4,158,76,297,136,7,5,7,0,0,151,72,96,0,85,78,54,71,90,64,37,70,1,55,25,59,36,72,19,14,63,23,38,78,10,42,1084,966,463,479,30,112,773,123,83,6,71,0,26,2,237,560,287,43,329,424,288,381,75,531,25,45,4,23
The Children's Center of Knoxville,Tuition Assistance for low-income/at risk families,$1485.00,73,44,14,12,23,10,6,39,23,70,1,9,2,1,1,13,33,53,15,0,91,90,50,50,95,78,95,34,52,23,31,75,22,65,99,87,19,68,27,44,63,49,1307,1081,430,513,115,249,47,367,711,83,25,58,12,4,601,613,93,221,511,608,0,410,301,202,137,251,4,2
The Mend House Sober Living Community for Men,Healthy Living Through Sobriety,$84910.00,147,42,10,47,26,118,3,23,44,88,80,0,4,9,3,2,28,16,96,0,8,86,99,86,63,44,79,96,18,19,2,81,20,65,44,80,20,19,66,80,90,25,1190,42,529,114,85,462,1063,28,49,10,36,1,2,1,1086,92,12,314,126,723,27,763,238,143,31,2,0,13
The Mend House Sober Living Community for Men,MEND(Mental & Emotional Needs Development),$67276.00,463,47,1,419,341,117,0,450,440,153,459,3,5,9,1,16,84,13,47,0,72,3,77,79,58,43,91,99,81,1,98,52,67,17,76,64,24,84,87,79,14,42,1308,20,208,251,357,492,251,1019,21,10,3,1,2,1,374,931,3,448,859,372,0,893,383,19,1,8,3,1
"The Salvation Army, A Georgia Corporation",Emergency Assistance Program,$20899.00,279,25,10,167,249,197,8,43,151,216,116,6,1,9,6,19,74,51,188,0,52,39,39,30,22,97,41,21,29,32,28,95,53,66,32,8,93,71,56,99,65,37,1105,590,252,288,121,444,755,323,7,1,10,2,2,5,387,336,382,349,459,550,0,1091,5,4,2,0,0,3
Two Bikes,The Bike School,$47718.00,115,21,22,8,81,30,9,1,50,80,2,5,5,8,4,17,53,56,46,0,18,12,45,27,86,95,21,61,37,77,36,82,85,2,38,40,63,38,59,56,59,73,1110,129,42,155,532,381,239,658,70,1,41,72,14,15,568,248,294,173,621,23,293,922,84,91,1,11,0,1
Wesley House Community Center,Wesley House Community Center’s expanding childcare and addressing food insecurity,$8941.00,251,8,18,224,18,116,5,141,9,30,60,4,7,3,2,9,109,38,175,0,7,23,67,72,21,59,40,69,40,5,70,12,82,49,42,34,21,92,7,49,15,34,910,859,165,194,108,443,620,203,44,29,8,0,4,2,624,228,58,77,623,230,0,524,159,47,163,15,1,1
YWCA Knoxville and the Tennessee Valley,Phyllis Wheatley Center Emergency Needs Fund,$56890.00,62,46,14,28,32,46,7,47,58,58,25,0,3,0,5,2,27,43,3,0,94,32,22,46,72,93,60,23,70,26,53,46,2,73,32,64,81,52,84,5,2,26,1058,221,71,260,153,574,80,81,807,38,39,11,1,1,270,373,415,346,44,163,505,433,138,229,224,20,9,5
YWCA Knoxville and the Tennessee Valley,Onsite Mental Health Expansion,$18977.00,183,44,22,81,163,131,7,86,103,81,158,3,2,2,2,0,52,104,123,0,76,2,81,30,61,79,41,50,78,73,25,35,54,50,20,65,85,16,29,53,3,43,1049,620,147,154,78,670,238,409,303,36,7,19,29,8,506,375,168,448,121,856,0,180,520,86,119,80,34,30
