Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
Helen Ross McNabb Center,Elevate Recovery School Peer Group,$47404.00,119,17,3,76,35,22,5,92,32,43,62,9,3,6,3,2,43,99,77,0,57,43,2,43,74,88,51,31,39,94,65,46,4,76,73,88,85,25,59,98,84,52,1277,197,383,559,542,0,849,181,81,113,1,23,4,25,983,245,49,401,71,1113,0,306,9,489,57,415,0,1
InterFaith Health Center,Expanded Mental Health Services for the Latinx Community & Other Underserved Groups,$41414.00,486,26,15,104,275,472,9,186,35,473,387,1,9,7,9,6,76,153,459,0,51,69,59,34,10,40,68,83,46,9,34,56,28,65,33,41,3,15,68,91,66,13,982,235,258,287,215,222,851,28,58,22,14,2,6,1,5,820,157,162,50,487,283,471,287,220,2,1,0,1
"Karate Five Association, Inc.","Fighting to Save Lives thru the Mental, Physical and Emotional Training Disciplines of Martial Arts",$80313.00,366,18,2,122,299,159,2,13,252,360,294,7,6,6,4,3,109,113,159,0,37,5,75,54,68,82,0,34,48,34,64,99,16,36,45,27,38,28,59,60,1,55,965,197,232,412,314,7,667,210,29,8,35,6,2,8,574,19,372,98,561,30,276,188,261,478,10,0,17,11
"Karate Five Association, Inc.","Fighting to Save Lives through the Mental, Physical and Emotional Training Disciplines",$18013.00,67,11,17,30,33,2,9,12,41,42,56,5,7,6,8,16,16,29,55,0,89,18,75,90,69,87,66,11,52,32,99,74,80,88,1,38,64,26,43,18,65,1,1186,1069,26,518,290,352,893,71,60,108,13,38,1,2,847,156,183,446,239,458,43,0,510,338,193,43,51,51
Knox County Schools PTA Clothing Center,KNOX COUNTY SCHOOLS CLOTHING CENTER PTA,$69380.00,98,16,4,59,12,38,3,77,24,8,77,8,4,3,2,17,25,42,47,0,27,67,68,30,45,99,52,61,82,21,15,61,17,83,96,83,57,27,65,10,40,45,1151,837,86,45,238,782,1145,4,0,0,0,0,1,1,269,595,287,45,870,150,86,1071,67,0,11,0,0,2
Knoxville - Knox County CAC,Homeward Bound Rental Assistance Program,$45007.00,314,3,0,301,51,61,5,165,237,207,147,7,0,6,2,5,22,225,228,0,92,74,87,17,35,58,57,71,98,28,60,82,55,8,39,30,74,15,44,80,41,38,1183,649,82,230,366,505,997,100,82,1,0,1,0,2,819,146,218,22,600,34,527,733,309,92,6,42,0,1
Knoxville - Knox County Community Action Committee for Affordable Neighborhoods - CAAN,Nutritional Supplements for At-Risk Older Adults,$62242.00,494,35,18,357,148,240,7,321,257,373,440,8,2,1,7,4,90,403,393,0,46,44,89,29,22,79,19,12,81,36,56,50,9,30,48,50,67,68,6,40,95,52,1028,894,349,4,412,263,204,63,528,183,33,4,7,6,903,35,90,291,207,262,268,1011,12,3,1,0,0,1
Knoxville Internationals Network-KIN,ELL Summer Camp,$82119.00,321,43,19,28,215,87,4,213,127,94,95,2,9,8,5,15,26,150,220,0,29,80,62,85,75,50,81,68,53,78,91,75,71,88,2,44,50,28,78,34,89,9,1320,1179,633,514,102,71,707,66,534,7,5,0,0,1,852,322,146,343,54,1075,0,145,831,221,22,73,5,23
Knoxville Leadership Foundation,Compassion Coalition - Gap Needs,$51262.00,205,6,22,123,63,120,5,155,93,52,178,3,1,1,6,7,44,120,31,0,97,58,56,73,35,49,24,84,64,35,4,20,96,13,56,81,46,57,67,91,23,74,1203,799,571,140,418,74,405,634,4,67,53,35,1,4,234,165,804,459,526,241,0,129,534,260,226,5,30,19
Legal Aid of East Tennessee,Mental Health Law Partnership,$5333.00,362,0,4,78,95,196,8,65,235,83,263,1,7,5,0,2,64,274,323,0,24,68,85,11,90,3,17,33,9,14,31,71,15,54,10,66,48,54,20,98,63,83,967,915,243,450,120,154,191,337,245,72,25,10,9,78,734,134,99,400,65,555,0,40,141,471,7,46,42,220
Legal Aid of East Tennessee,Housing Stability for Low-Income Knoxvillians,$58558.00,268,29,7,217,54,96,9,93,93,250,8,5,4,3,4,12,70,36,28,0,69,21,71,53,6,34,17,24,91,98,16,61,16,55,33,47,85,26,90,11,3,77,1004,739,333,162,15,494,472,438,30,9,54,0,0,1,938,61,5,302,37,798,0,178,300,117,406,2,0,1
Little Oaks Academy,Little Oaks Academy Tuition Scholarship,$57732.00,427,3,5,44,185,201,1,19,34,408,205,2,3,2,4,3,23,409,239,0,88,12,11,67,31,97,8,50,68,86,83,75,73,64,61,63,64,4,19,44,73,20,1161,607,18,225,18,900,788,249,86,36,0,0,1,1,871,60,230,118,105,967,0,621,452,5,13,44,24,2
Mental Health Association of East Tennessee,Treatment Access Bank,$85551.00,175,6,21,15,152,152,6,60,120,117,5,7,7,6,5,15,84,38,40,0,65,77,95,0,32,72,0,86,50,81,35,39,27,69,7,71,82,12,43,28,91,19,1081,531,432,270,333,46,686,143,125,0,72,46,6,3,285,777,19,287,209,179,406,1066,0,8,0,1,0,6
Mental Health Association of East Tennessee,Mental Health Association of East Tennessee: Treatment Access Bank,$1777.00,149,22,5,26,9,146,8,11,143,2,120,6,5,6,1,15,47,56,131,0,72,99,65,16,87,50,3,81,12,92,76,15,85,61,89,73,76,71,45,89,68,34,1359,1209,490,238,98,533,62,377,49,103,254,221,278,15,284,343,732,231,98,715,315,1284,21,33,18,1,1,1
Metro Drug Coalition,Metro Drug Coalition Recovery Housing Fund,$65942.00,309,15,6,11,223,161,7,6,101,207,1,7,6,6,7,18,113,117,81,0,17,55,44,64,73,47,11,53,91,20,78,48,70,44,72,74,87,1,89,21,90,10,1159,162,153,19,425,562,855,128,119,44,11,1,0,1,872,114,173,81,564,245,269,798,190,25,0,86,14,46
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy for Justice Involved and Homeless Youth,$38762.00,333,37,9,246,129,50,6,157,232,43,10,4,4,0,2,4,129,329,329,0,28,87,26,30,20,25,29,79,23,65,1,72,92,40,72,17,55,59,19,96,19,55,1009,260,317,72,498,122,508,249,177,17,8,38,5,7,56,399,554,395,346,95,173,953,39,15,0,0,1,1
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy Community Behavioral Initiative,$20236.00,54,17,9,14,17,20,2,13,49,34,53,7,2,4,0,2,24,28,43,0,1,99,4,15,94,25,94,1,74,47,60,38,80,29,94,34,47,35,44,96,78,62,1151,1037,330,275,269,277,452,121,449,125,1,2,0,1,603,89,459,508,378,132,133,1035,19,83,5,8,0,1
"My Daughters Journey, Inc.",My Daughters Journey Family Advocacy Program,$33110.00,308,6,3,12,12,59,8,252,110,159,276,6,5,2,6,14,150,276,220,0,45,68,96,79,13,67,86,56,60,23,5,55,78,33,63,59,19,4,76,48,25,81,1139,983,229,75,214,621,365,666,15,61,21,4,5,2,644,405,90,88,707,311,33,1031,37,14,18,13,16,10
"New Direction Health Care Solutions, Inc.",New Direction - Dealing With Loneliness and the Mental Health Implications,$3393.00,237,38,17,36,192,62,9,69,68,34,196,6,3,1,5,4,68,71,100,0,39,47,41,57,46,24,17,80,49,29,85,97,97,65,60,28,46,20,90,61,93,43,1214,535,412,329,477,0,495,496,214,0,5,3,0,1,192,936,86,506,237,819,0,126,689,202,156,24,12,5
"New Direction Health Care Solutions, Inc.",New Direction - Back to Basic Needs at Vaccine Clinics (The Period),$53.00,83,2,20,21,68,40,0,62,76,48,23,9,0,1,9,3,30,24,78,0,96,0,41,0,90,28,26,44,79,22,1,72,62,74,55,85,33,18,86,34,19,19,984,677,232,381,170,201,798,144,1,12,16,5,4,4,74,146,764,208,694,218,0,122,679,96,68,14,0,5
Next Step Initiative,Community Outreach Program,$61553.00,134,37,23,31,71,86,5,15,85,48,9,5,7,9,3,9,10,129,92,0,88,24,92,61,23,7,53,96,55,89,64,6,92,67,93,94,10,23,33,26,71,55,1222,1205,244,506,437,35,214,257,642,3,16,42,34,14,954,61,207,192,85,529,416,980,6,199,1,25,2,9
Next Step Initiative,Trenches 2 Treatment / Community Outreach Program,$41837.00,476,25,2,141,286,368,4,262,134,264,149,8,3,4,4,19,129,4,451,0,47,40,20,60,77,96,7,41,31,19,73,11,54,8,78,15,25,74,13,71,48,60,968,50,320,71,223,354,202,417,142,160,5,39,1,2,331,429,208,194,506,443,0,374,69,203,163,77,50,32
"Nourish Knoxville, Inc",Nourish Community: Locally Grown Produce for At-Risk Community Members,$76415.00,84,23,21,61,52,31,7,62,26,24,67,7,6,5,4,13,10,50,21,0,11,81,54,35,63,3,81,26,11,97,43,21,37,66,22,75,99,41,96,27,47,79,1115,773,176,209,274,456,717,105,123,147,4,4,5,10,16,952,147,190,257,696,0,770,60,185,72,2,8,18
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$28390.00,240,20,19,236,110,221,6,219,206,70,213,7,2,4,3,12,99,12,168,0,19,53,5,86,8,63,1,38,20,3,45,72,72,46,60,48,6,58,73,59,5,46,886,137,228,38,223,397,869,3,10,1,0,0,2,1,464,80,342,130,723,105,0,481,202,185,0,13,4,1
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$89928.00,248,14,11,138,218,228,7,23,123,90,21,1,3,2,3,4,46,18,77,0,92,56,74,75,61,10,11,53,7,24,96,20,63,2,22,94,28,57,89,20,7,61,1022,173,167,508,511,0,644,280,95,0,2,0,0,1,697,302,23,333,393,510,0,550,429,33,4,1,1,4
Shora Foundation,Academic Center,$12024.00,269,32,5,224,194,15,6,189,104,263,6,0,3,8,9,13,17,205,243,0,53,47,79,2,1,70,88,44,21,31,73,92,65,8,75,83,62,15,76,76,77,19,1157,1139,241,330,307,279,908,183,9,2,5,16,11,23,1071,39,47,260,346,514,37,668,212,1,173,102,0,1
Shora Foundation,Shora Foundation - Mental Health Division,$3960.00,302,2,6,18,215,170,7,240,52,257,122,7,2,2,2,5,81,255,290,0,4,53,84,5,5,27,75,1,41,7,20,22,30,29,7,90,93,35,75,30,61,79,873,786,389,169,168,147,206,203,57,282,46,59,16,4,48,187,638,126,639,161,0,677,91,69,25,4,0,7
Shora Foundation,Shora Foundation Academic Center,$3332.00,187,1,12,185,15,117,6,138,50,86,120,9,1,0,5,14,61,146,144,0,26,71,16,48,59,0,4,63,85,44,82,58,31,26,66,58,97,3,41,4,90,65,1037,794,448,72,401,116,624,29,152,37,111,19,15,50,769,118,150,287,713,31,6,556,391,63,15,1,1,10
"Soar Youth Ministries, dba Thrive Lonsdale",Thrive Afterschool and Summer Program Providing Nutritious Meals and Academic Support,$89064.00,62,37,0,21,24,16,4,50,17,17,28,8,6,1,5,13,29,0,41,0,55,10,14,77,36,23,55,73,18,49,37,44,89,69,67,76,58,41,19,37,38,11,996,481,276,253,131,336,47,398,464,23,21,21,15,7,310,198,488,240,479,38,239,828,0,27,83,34,22,2
Solidarity Development and Light Association,Refugee family stabilization,$91914.00,356,15,1,306,313,85,2,246,30,58,244,8,4,7,6,2,60,192,126,0,38,50,43,94,77,60,14,95,30,20,15,6,21,83,80,56,57,33,53,64,42,5,1036,121,251,271,471,43,592,317,114,10,1,1,0,1,483,283,270,430,495,417,0,484,175,27,79,3,249,19
Spark,Spark A Journey,$35144.00,353,4,16,82,322,288,7,224,161,97,329,1,8,6,0,9,167,50,157,0,74,75,94,66,34,83,97,52,74,82,18,50,22,24,42,76,50,54,93,68,22,92,1342,265,423,519,394,6,316,900,21,40,44,13,3,5,504,306,532,123,1214,32,0,1030,199,98,6,3,3,3
Susannah's House,Mothers in Recovery,$16682.00,162,29,6,117,7,55,0,131,66,99,18,8,0,1,7,14,17,38,157,0,39,13,81,51,49,10,85,37,25,92,50,76,41,30,90,95,94,93,20,80,94,36,1281,592,162,346,330,443,419,435,75,246,38,29,11,28,366,554,361,1,1247,15,18,376,391,83,367,2,53,9
The Children's Center of Knoxville,Tuition Assistance for low-income/at risk families,$59977.00,241,40,23,156,161,176,5,192,124,136,227,0,9,9,0,3,77,199,203,0,57,72,82,55,6,32,98,29,99,8,30,22,30,5,63,87,9,25,31,29,49,26,944,651,139,280,2,523,369,492,59,18,0,4,1,1,294,216,434,278,328,446,0,508,282,1,8,126,13,6
The Mend House Sober Living Community for Men,Healthy Living Through Sobriety,$74850.00,248,37,15,218,158,73,9,59,134,30,73,9,2,4,6,7,2,58,88,0,24,93,91,81,44,68,13,41,64,81,23,21,35,77,83,67,70,70,4,89,2,84,1225,1176,415,578,266,0,117,416,319,305,31,10,11,16,102,951,172,281,273,466,205,393,28,280,235,24,234,31
The Mend House Sober Living Community for Men,MEND(Mental & Emotional Needs Development),$37628.00,262,38,24,96,92,212,9,91,89,36,77,2,3,0,4,18,16,150,222,0,60,99,88,86,34,94,56,8,90,11,13,37,95,12,47,9,23,78,57,26,28,77,1128,798,112,512,224,280,309,818,0,0,0,0,0,1,285,436,407,412,512,599,0,221,660,207,17,0,12,11
"The Salvation Army, A Georgia Corporation",Emergency Assistance Program,$64664.00,202,41,12,55,45,151,7,51,38,57,145,2,7,0,7,1,80,191,178,0,56,80,66,11,19,43,12,51,43,62,9,92,32,82,18,42,94,36,31,20,33,62,994,500,33,180,200,581,377,440,79,63,7,14,2,12,120,179,695,134,602,162,96,886,92,8,2,5,0,1
Two Bikes,The Bike School,$82784.00,310,0,2,220,78,261,0,86,197,207,129,8,0,1,8,14,45,46,147,0,80,68,67,20,59,72,45,69,83,94,47,95,43,75,73,8,0,78,34,2,30,72,1214,138,95,225,528,366,404,176,238,318,28,8,39,3,106,1029,79,565,412,644,0,93,863,203,51,0,2,2
Wesley House Community Center,Wesley House Community Center’s expanding childcare and addressing food insecurity,$70542.00,394,14,0,235,340,83,1,26,334,370,17,1,4,4,6,8,91,362,204,0,52,18,50,48,99,53,0,58,93,20,31,77,68,76,53,70,53,3,20,79,2,25,1048,667,181,78,467,322,553,156,13,177,90,17,20,22,25,288,735,79,456,475,38,721,172,107,7,0,18,23
YWCA Knoxville and the Tennessee Valley,Phyllis Wheatley Center Emergency Needs Fund,$52930.00,93,12,23,36,39,42,6,67,66,37,65,5,5,0,1,9,27,47,47,0,21,50,17,41,78,93,16,49,78,54,4,30,76,22,70,96,55,46,47,75,6,35,1059,306,465,333,527,0,890,143,17,8,0,0,0,1,845,96,118,49,15,798,197,986,49,8,10,5,0,1
YWCA Knoxville and the Tennessee Valley,Onsite Mental Health Expansion,$2250.00,178,13,22,32,82,133,7,45,81,142,115,9,9,4,8,19,54,99,93,0,12,17,26,9,57,83,23,69,84,1,91,45,10,28,8,13,40,69,29,16,4,34,768,115,269,344,258,0,710,55,1,1,0,0,0,1,187,469,112,178,459,154,0,635,81,45,2,2,1,2
