Organization Name,Project Name,Amount Awarded,Clients Served,Jobs Created,Partners,Food Assistance,Food Knowledge and Skills,Access to Healthy Foods,Producer Support,Clothing Assistance,Hygiene Assistance,Health Care Assistance,Mental Health Assistance,Child Care BirthPreK,Child Care BirthPreK Hours,Child Care School Age,Child Care SchoolAged Hours,Subsidies or Scholarships,Rental Assistance,Utility Assistance,Other Assistance,Attraction and Retention,Corryton 37721,Farragut 37934,Heiskell 37754,Knoxville 37938,Knoxville 37902,Knoxville 37909,Knoxville 37912,Knoxville 37914,Knoxville 37915,Knoxville 37916,Knoxville 37917,Knoxville 37918,Knoxville 37919,Knoxville 37920,Knoxville 37921,Knoxville 37922,Knoxville 37923,Knoxville 37924,Knoxville 37931,Knoxville 37932,Powell 37849,Mascot 37806,People Served  Full Grant Reporting Period,Number of People Served No Previous Access,Female,Male,Other Sex,Unknown Sex,White,Black or African American,Asian American,American Indian or Alaska Native,Native Hawaiian and Pacific Islander,Two or More Races,Other Designation,Race Unknown,Hispanic or Latino,Not Hispanic or Latino,Unknown Ethnicity,Below Poverty Level 100 and below of poverty based on size of family unit,Low Income 101200 of poverty based on size of family unit,Above Low Income 201 and above based on size of family unit,Income Unknown,Under Five,Five  Seventeen,Eighteen  TwentyFour,TwentyFive  FortyFour,FortyFive  SixtyFour,SixtyFive  Over,Age Unknown
Helen Ross McNabb Center,Elevate Recovery School Peer Group,$64121.00,473,8,10,415,229,160,7,116,176,213,163,1,7,9,4,3,176,66,256,0,17,47,66,73,9,17,19,23,22,92,36,23,88,5,82,9,77,36,34,93,58,55,981,75,284,233,43,421,328,416,11,79,27,28,26,66,289,582,110,83,692,27,179,242,523,28,34,138,11,5
InterFaith Health Center,Expanded Mental Health Services for the Latinx Community & Other Underserved Groups,$11387.00,128,17,19,95,102,80,4,53,50,105,78,7,9,0,6,8,49,1,73,0,31,17,63,21,1,28,20,62,12,49,48,86,30,78,46,5,47,27,12,57,99,47,886,473,44,74,297,471,251,270,208,52,10,27,63,5,10,322,554,184,376,214,112,347,122,191,139,59,10,18
"Karate Five Association, Inc.","Fighting to Save Lives thru the Mental, Physical and Emotional Training Disciplines of Martial Arts",$79073.00,36,23,23,15,23,6,3,24,13,22,16,7,4,3,4,6,10,24,34,0,52,28,55,37,84,94,62,44,94,13,35,92,3,37,91,35,77,15,19,89,9,38,1103,525,179,68,93,763,823,42,234,3,0,0,0,1,256,382,465,156,351,189,407,399,252,273,100,29,47,3
"Karate Five Association, Inc.","Fighting to Save Lives through the Mental, Physical and Emotional Training Disciplines",$4227.00,407,29,0,60,6,161,0,254,173,319,406,2,4,6,0,8,89,330,79,0,18,30,94,51,3,13,39,80,9,40,24,41,9,18,79,61,13,80,62,61,70,37,932,266,375,30,121,406,438,356,18,20,91,8,0,1,747,136,49,19,218,0,695,520,290,120,1,0,0,1
Knox County Schools PTA Clothing Center,KNOX COUNTY SCHOOLS CLOTHING CENTER PTA,$44029.00,331,44,14,207,183,205,1,53,294,179,309,7,7,6,3,7,104,34,243,0,82,95,45,52,43,90,75,46,4,60,61,45,33,47,12,77,50,95,24,29,64,62,1191,333,54,172,125,840,1134,18,4,24,9,0,0,2,235,286,670,590,519,317,0,1109,35,34,2,8,2,1
Knoxville - Knox County CAC,Homeward Bound Rental Assistance Program,$10949.00,485,28,0,461,166,35,6,293,279,69,5,8,2,7,9,0,15,212,461,0,7,24,43,63,20,11,51,39,89,40,84,67,81,96,31,16,9,30,1,6,87,98,993,377,62,313,445,173,442,92,190,88,36,132,3,10,194,90,709,416,443,114,20,667,160,45,1,34,46,40
Knoxville - Knox County Community Action Committee for Affordable Neighborhoods - CAAN,Nutritional Supplements for At-Risk Older Adults,$37609.00,87,26,24,82,50,81,1,21,44,15,61,2,8,7,7,1,36,29,32,0,82,55,35,27,28,9,45,4,58,23,52,77,18,44,57,88,59,90,31,32,89,97,1100,297,358,524,436,0,659,317,34,53,17,4,15,1,837,138,125,305,347,453,0,862,164,37,17,4,9,7
Knoxville Internationals Network-KIN,ELL Summer Camp,$52595.00,125,30,4,31,71,74,2,48,104,56,92,2,5,3,1,9,10,36,123,0,3,87,34,29,11,86,17,20,18,30,5,29,0,45,86,1,24,29,12,44,52,79,741,480,243,293,214,0,328,370,28,1,13,0,0,1,294,413,34,146,158,432,5,488,28,125,0,32,39,29
Knoxville Leadership Foundation,Compassion Coalition - Gap Needs,$56392.00,46,27,1,26,19,33,1,38,3,39,31,2,4,0,2,18,7,35,5,0,51,34,31,5,67,76,32,4,11,31,93,80,56,31,81,27,8,75,31,60,55,84,1023,631,145,176,226,476,494,117,331,52,17,8,0,4,886,79,58,58,218,190,557,656,91,77,85,70,28,16
Legal Aid of East Tennessee,Mental Health Law Partnership,$85014.00,29,27,16,5,7,28,9,12,20,19,28,3,7,3,7,1,1,10,20,0,37,44,59,32,81,24,14,42,46,4,93,62,20,1,20,26,24,85,96,82,74,62,1028,908,244,249,1,534,950,69,5,1,2,0,0,1,869,60,99,130,453,523,0,265,296,245,116,89,16,1
Legal Aid of East Tennessee,Housing Stability for Low-Income Knoxvillians,$98377.00,194,40,15,82,75,171,7,140,157,97,67,9,6,5,2,4,25,2,75,0,29,58,91,17,43,28,23,96,85,49,78,96,64,0,36,43,93,24,43,40,5,67,1108,552,160,191,400,357,832,79,71,101,19,2,1,3,975,41,92,299,268,408,133,464,354,44,40,83,81,42
Little Oaks Academy,Little Oaks Academy Tuition Scholarship,$83885.00,34,32,24,7,29,19,8,18,25,16,0,2,4,6,7,19,11,19,24,0,66,4,69,36,82,99,95,97,13,72,41,2,52,59,7,82,75,40,4,91,81,53,1220,116,20,496,79,625,586,222,278,14,101,5,2,12,163,427,630,15,98,519,588,1052,152,4,0,11,0,1
Mental Health Association of East Tennessee,Treatment Access Bank,$881.00,232,17,16,8,10,198,2,17,154,124,123,1,3,9,4,3,16,69,128,0,57,48,0,98,84,93,30,51,19,20,72,13,21,9,71,4,82,94,66,22,53,18,1025,38,49,409,6,561,184,706,66,56,8,3,0,2,347,377,301,397,530,33,65,147,380,391,41,56,7,3
Mental Health Association of East Tennessee,Mental Health Association of East Tennessee: Treatment Access Bank,$7019.00,68,47,1,0,30,64,4,55,58,61,26,3,0,3,6,8,16,13,17,0,17,92,58,25,69,21,48,99,86,53,70,36,74,71,38,56,36,63,13,71,66,99,1261,796,455,297,20,489,447,223,136,175,69,85,77,49,609,563,89,68,728,260,205,831,178,23,130,61,16,22
Metro Drug Coalition,Metro Drug Coalition Recovery Housing Fund,$98403.00,147,5,2,129,15,65,4,21,15,91,2,4,9,3,4,2,6,5,38,0,79,49,66,31,91,67,6,12,21,98,15,11,57,10,13,2,21,58,89,95,51,66,1008,912,307,115,26,560,569,120,118,128,17,31,10,15,40,554,414,80,751,89,88,672,235,42,31,7,9,12
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy for Justice Involved and Homeless Youth,$56528.00,366,17,5,60,140,360,0,45,159,73,38,2,7,7,7,3,130,277,311,0,17,97,96,62,62,71,62,23,62,1,75,93,34,79,19,65,35,81,92,91,9,7,1233,1168,140,398,335,360,407,683,136,0,5,1,0,1,551,586,96,462,125,147,499,220,950,13,30,1,3,16
"My Daughters Journey, Inc.",Diamondz in the Rough Mentoring and Leadership Academy Community Behavioral Initiative,$25519.00,323,34,21,17,264,121,6,293,37,42,125,1,4,1,8,12,135,112,89,0,87,31,73,88,67,26,73,94,30,94,60,27,58,37,86,94,55,71,75,39,55,40,1360,1158,572,512,411,0,492,707,51,77,30,2,0,1,1345,9,6,89,0,791,480,153,210,374,276,266,43,38
"My Daughters Journey, Inc.",My Daughters Journey Family Advocacy Program,$35977.00,185,5,2,83,14,79,9,176,161,75,71,8,6,7,2,12,0,155,31,0,58,67,21,79,3,31,38,78,59,4,16,53,13,19,49,21,41,65,36,78,0,93,922,6,193,197,439,93,230,144,116,8,354,65,0,5,806,101,15,61,374,192,295,198,271,190,124,2,1,136
"New Direction Health Care Solutions, Inc.",New Direction - Dealing With Loneliness and the Mental Health Implications,$27517.00,383,26,14,202,134,354,5,379,160,372,4,5,5,1,7,13,180,250,77,0,76,76,14,8,7,15,27,73,70,86,64,61,28,95,35,69,21,19,0,40,95,11,990,38,462,145,128,255,102,263,77,8,151,1,196,192,349,322,319,16,181,349,444,704,172,107,2,2,2,1
"New Direction Health Care Solutions, Inc.",New Direction - Back to Basic Needs at Vaccine Clinics (The Period),$51900.00,321,11,16,182,160,289,9,196,156,194,276,6,5,9,3,18,152,106,177,0,91,22,47,1,5,37,63,11,22,45,14,7,66,67,27,76,55,86,63,88,31,95,1019,321,259,152,7,601,460,146,366,33,10,2,1,1,931,28,60,49,894,124,0,797,97,56,26,7,35,1
Next Step Initiative,Community Outreach Program,$95706.00,48,12,8,16,2,31,4,21,27,19,33,9,8,8,2,6,8,21,45,0,29,59,19,60,78,74,25,9,78,50,21,83,94,65,76,28,78,2,2,9,43,41,1023,541,354,215,150,304,835,76,31,62,2,12,3,2,668,240,115,339,655,78,0,846,50,32,0,10,1,84
Next Step Initiative,Trenches 2 Treatment / Community Outreach Program,$35424.00,9,44,4,7,0,1,0,0,5,8,0,4,4,9,5,9,2,4,6,0,37,76,96,43,86,55,91,32,2,16,38,6,32,5,62,83,64,23,42,66,87,60,1102,435,518,500,342,0,614,164,232,82,5,1,3,1,94,999,9,263,247,406,186,438,27,586,13,13,9,16
"Nourish Knoxville, Inc",Nourish Community: Locally Grown Produce for At-Risk Community Members,$6216.00,241,35,22,65,226,10,9,172,37,104,234,3,2,7,5,15,93,192,224,0,83,2,53,7,73,26,32,96,41,43,87,65,50,97,52,68,36,72,60,97,56,58,1254,743,19,506,132,597,70,697,117,142,83,11,26,108,436,129,689,389,756,492,0,409,33,239,533,36,1,3
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$8715.00,274,1,19,122,8,96,9,269,18,17,159,6,7,0,5,17,1,266,138,0,93,18,25,81,26,24,30,66,41,12,50,39,63,6,3,73,80,16,32,44,5,70,897,292,445,324,12,116,612,96,181,1,1,2,1,3,847,30,20,309,474,299,0,246,188,99,227,97,37,3
"Senior Citizens Home Assistance Service, Inc (SCHAS)",SCHAS Out Shopping (SOS),$81607.00,68,32,8,62,60,14,1,17,44,47,28,6,3,8,6,13,24,18,30,0,57,34,28,16,67,6,65,47,54,1,73,65,58,6,25,81,80,92,38,86,59,9,1047,815,200,196,202,449,231,368,246,36,57,80,0,29,369,393,285,87,245,714,1,274,43,600,127,0,1,2
Shora Foundation,Academic Center,$30945.00,256,19,13,243,2,183,8,150,242,59,43,6,3,7,6,12,81,58,58,0,81,27,64,92,28,22,29,64,56,19,22,39,36,28,42,24,54,50,19,8,98,53,955,611,394,124,86,351,340,562,27,3,6,2,0,15,314,92,549,225,350,564,0,695,107,17,101,7,24,4
Shora Foundation,Shora Foundation - Mental Health Division,$18157.00,157,47,1,43,78,145,0,21,83,136,113,5,6,7,2,14,28,59,142,0,36,52,74,22,74,9,51,80,9,65,74,33,55,3,28,70,63,77,85,18,16,46,1040,461,290,412,400,0,160,532,317,27,0,0,3,1,22,660,358,360,519,288,0,803,149,28,56,3,0,1
Shora Foundation,Shora Foundation Academic Center,$65271.00,135,33,19,101,32,12,3,38,40,60,123,4,7,5,7,18,58,5,67,0,20,30,47,42,98,20,68,0,44,39,26,31,27,8,88,1,94,41,10,91,3,93,921,310,123,207,121,470,20,409,417,12,50,12,0,1,212,216,493,63,192,355,311,95,199,162,182,20,63,200
"Soar Youth Ministries, dba Thrive Lonsdale",Thrive Afterschool and Summer Program Providing Nutritious Meals and Academic Support,$69328.00,387,1,11,109,119,217,9,102,267,8,14,3,2,3,3,0,51,362,54,0,49,47,80,1,6,80,23,39,87,55,49,82,65,2,0,18,96,14,27,45,20,79,964,929,358,450,154,2,366,189,399,7,2,0,0,1,244,626,94,130,785,121,0,872,12,52,7,18,2,1
Solidarity Development and Light Association,Refugee family stabilization,$12812.00,203,7,17,8,58,12,5,4,198,29,200,4,3,8,5,3,0,181,82,0,78,78,46,4,38,76,41,51,54,17,64,18,68,41,32,13,52,69,40,38,37,67,1022,515,482,191,290,59,109,761,123,28,0,0,0,1,769,215,38,247,128,406,241,1004,14,2,1,0,0,1
Spark,Spark A Journey,$44387.00,239,34,12,184,32,9,3,196,69,109,209,8,6,2,0,12,92,112,225,0,40,79,87,60,77,47,9,1,34,83,85,13,18,80,76,71,67,94,64,82,54,86,1307,243,364,70,134,739,1204,100,0,0,2,0,0,1,233,580,494,608,538,386,0,674,107,275,216,7,14,14
Susannah's House,Mothers in Recovery,$18396.00,85,39,9,55,34,25,7,20,5,17,4,3,3,6,9,11,4,62,61,0,66,67,56,33,36,33,85,61,39,4,42,17,3,45,15,30,33,5,25,14,4,2,715,588,169,258,217,71,306,170,174,49,14,1,0,1,108,269,338,331,68,224,92,307,346,26,17,8,9,2
The Children's Center of Knoxville,Tuition Assistance for low-income/at risk families,$34380.00,308,15,6,107,40,159,6,213,49,266,116,4,9,5,7,5,125,108,195,0,30,13,46,41,96,59,49,37,17,91,54,5,94,86,26,41,83,19,80,26,1,91,1085,657,198,360,80,447,632,249,203,0,0,0,0,1,1042,17,26,318,328,651,0,514,316,192,3,33,5,22
The Mend House Sober Living Community for Men,Healthy Living Through Sobriety,$67555.00,173,4,12,80,61,137,6,99,46,157,69,1,5,3,9,14,65,66,65,0,42,45,7,48,96,93,33,2,12,17,91,9,50,21,24,15,35,77,17,25,78,1,838,363,307,337,289,0,49,741,29,4,13,1,0,1,481,302,55,109,397,370,0,656,125,6,18,5,21,7
The Mend House Sober Living Community for Men,MEND(Mental & Emotional Needs Development),$88508.00,77,9,20,18,14,75,5,32,50,45,18,9,8,2,9,10,33,36,7,0,66,31,89,89,77,3,18,99,80,99,43,29,51,13,3,77,29,40,10,0,91,86,1123,456,419,332,520,0,913,136,51,1,4,15,1,2,1070,0,53,459,330,466,0,415,698,4,1,3,0,2
"The Salvation Army, A Georgia Corporation",Emergency Assistance Program,$56911.00,413,21,19,2,277,98,1,34,348,192,59,1,2,8,1,8,183,80,352,0,35,92,32,60,15,57,7,55,13,9,96,12,95,79,23,46,94,4,24,32,57,90,1027,191,61,397,89,480,559,318,1,126,1,17,2,3,21,796,210,387,332,409,0,959,32,4,25,3,2,2
Two Bikes,The Bike School,$52445.00,486,19,24,317,338,396,2,472,224,36,174,3,8,5,6,6,89,231,67,0,9,64,11,12,55,41,4,17,86,30,77,72,56,54,83,52,0,53,95,44,38,11,964,8,460,303,197,4,509,423,7,13,7,0,3,2,751,106,107,378,140,622,0,606,49,193,14,65,23,14
Wesley House Community Center,Wesley House Community Center’s expanding childcare and addressing food insecurity,$66259.00,488,22,19,55,277,447,1,248,283,441,341,3,3,0,9,3,97,96,462,0,51,4,0,27,76,57,1,46,85,20,91,2,43,32,11,89,84,78,35,56,72,31,991,716,410,477,86,18,912,24,50,1,1,2,0,1,573,300,118,29,99,278,585,362,322,88,133,14,49,23
YWCA Knoxville and the Tennessee Valley,Phyllis Wheatley Center Emergency Needs Fund,$70039.00,196,28,13,152,29,161,7,4,64,161,52,9,2,2,9,11,59,14,37,0,1,50,67,65,31,81,48,99,90,58,0,31,72,64,93,67,42,2,35,83,21,19,1119,1041,528,185,322,84,148,803,25,5,18,106,11,3,895,130,94,270,463,144,242,227,141,730,4,1,4,12
YWCA Knoxville and the Tennessee Valley,Onsite Mental Health Expansion,$79044.00,104,48,15,72,78,5,9,21,76,33,1,4,2,3,5,6,40,72,81,0,15,91,35,84,10,23,52,62,92,18,77,68,77,6,57,6,22,33,22,71,12,51,984,354,56,149,64,715,805,6,71,34,24,23,2,19,73,366,545,397,566,87,0,192,433,164,74,106,3,12
